dict,L,k1,root_signal,dhatupatha_source,gana,pada,transitivity,causative,set,anit,vet,anubandhas,gloss_snippet
yat,35728,vizk,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) vizkayati#} 10. {%a.%} To see.
yat,35779,vis,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya,"{#(ya) visyati#} 4. {%a.%} To throw, put forth."
yat,35900,vI,yat-conjugation,(yat-conjugation),adadi,parasmaipada,,0,0,0,0,la,{#(la) veti#} 2. {%a.%} To go; pervade; conceive; desire; th
yat,35915,vIja,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) vejayati#} 10. {%a.%} To fan.
yat,35971,vIBa,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,f Na,"{#(f, Na) vIBate#} 1. {%d.%} To praise."
yat,35972,vIr,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) vIrayati#} 10. {%a.%} To be pow- erful or valiant or
yat,36016,vug,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,i,"{#(i) vuMgati#} 1. {%a.%} To except, to abandon."
yat,36018,vuD,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka i,"{#(ka, i) vunDati#} 10. {%a.%} To in- jure, kill."
yat,36019,vus,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya,{#(ya) vusyati#} 4. {%a.%} To throw off.
yat,36020,vUz,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) vUzayati#} 10. {%a.%} To kill.
yat,36021,vf,yat-conjugation,(yat-conjugation),kryadi,atmanepada,,0,0,0,0,ga Na,"{#(ga, Na) vfRIte#} 9. {%d.%} To serve, wor- ship. {#(Ya) va"
yat,36025,vfk,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,"{#(Na) varkate#} 1. {%d.%} To take, accept."
yat,36034,vfkza,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,{#(Na) vfkzate#} 1. {%d.%} To appoint; to cover; to accept.
yat,36070,vfc,yat-conjugation,(yat-conjugation),rudhadi,parasmaipada,,0,0,0,0,Da i,"{#(Da, i) vfRakti#} 7. {%a.%} To cover; to abandon."
yat,36071,vfj,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,i ki,"{#(i, ki) varjati#} 1. {%a.%} {#varjjayati#} 10. {%a.%} and"
yat,36077,vfRa,yat-conjugation,(yat-conjugation),tudadi,parasmaipada,,0,0,0,0,Sa,"{#(Sa) vfRati#} 6. {%a.%} and {#(da, u, Ya)#} {#vfRoti#} 8."
yat,36079,vfta,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,u Na,"{#(u, Na) varttate#} 1. {%d.%} To be, to exist, to stand. {#"
yat,36153,vfD,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na u,"{#(Na, u) vardDate#} 1. {%d.%} To increase or grow. {#(ka) v"
yat,36166,vfS,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya ira,"{#(ya, ira) vfSyati#} 4. {%a.%} To choose, prefer."
yat,36172,vfz,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,qa,{#(qa) varzati#} 1. {%a.%} To sprinkle; hurt; be weary; give
yat,36223,vfh,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,i,"{#varhati#}, and {#(i) vfMhati#} 1. {%a.%} To grow or increa"
yat,36261,vF,yat-conjugation,(yat-conjugation),kryadi,ubhayapada,,0,0,0,0,ga Ya,"{#(ga, Ya) vfRAti vfRIte#} 9. {%c.%} To choose; to nourish;"
yat,36262,ve,yat-conjugation,(yat-conjugation),bhvadi,ubhayapada,,0,0,0,0,Ya,"{#(Ya) vayati, te#} 1. {%c.%} To weave."
yat,36279,veRa,yat-conjugation,(yat-conjugation),bhvadi,ubhayapada,,0,0,0,0,f Ya,"{#(f, Ya) veRati, te#} 1. {%c.%} To go; know; remember; disc"
yat,36307,veTa,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,f,{#(f) veTate#} 1. {%d.%} To ask or beg.
yat,36381,ven,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#venati#} 1. {%a.%} To go. See {#veRa#}.
yat,36384,vepa,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na-wu-f,{#(Na-wu-f) vepate#} 1. {%d.%} To shake or tremble.
yat,36394,vel,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,f,{#(f) velati#} 1. {%a.%} To go or move; to tremble. {#(ka) v
yat,36401,vella,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#vellati#} 1. {%a.%} To go; to tremble.
yat,36409,vevI,yat-conjugation,(yat-conjugation),adadi,atmanepada,,0,0,0,0,la-Na,{#(la-Na) vevIte#} 2. {%d.%} To go; per- vade; desire; conce
yat,36433,vezwa,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,"{#(Na) vazwate#} 1. {%d.%} To surround, to enclose."
yat,36442,vesa,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,f,{#(f) vesati#} 1. {%a.%} To go; to move.
yat,36445,veh,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na-f,{#(Na-f) vehate#} 1. {%d.%} To resolve or endeavour diligent
yat,36447,vehla,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#vehlati#} 1. {%a.%} To go; to tremble.
yat,36448,vE,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,o,"{#(o) vAyati#} 1. {%a.%} To dry, or be dry. {%interj.%} So!"
yat,36661,vyac,yat-conjugation,(yat-conjugation),tudadi,parasmaipada,,0,0,0,0,Sa,"{#(Sa) vyacati#} 6. {%a.%} To cheat, deceive."
yat,36690,vyaT,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,{#(Na) vyaTate#} 1. {%d.%} To fear; be unhappy; suffer pain.
yat,36699,vyaD,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya O,"{#(ya, O) viDyati#} 4. {%a.%} To hit; beat; pierce; hurt."
yat,36706,vyap,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) vyApayati#} 10. {%a.%} To diminish.
yat,36730,vyay,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#vyayati#} 1. {%a.%} To go. {#(ka) vyAyati#} 10. {%a.%} To
yat,36947,vyuz,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) vyuzayati#} 10. {%a.%} To abandon.
yat,36951,vyus,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ira ya,{#(ira ya) vyusyati#} 4. {%a.%} To abandon.
yat,36963,vye,yat-conjugation,(yat-conjugation),bhvadi,ubhayapada,,0,0,0,0,E Ya,"{#(E Ya) vyayati, te#} 1. {%c.%} To cover."
yat,36982,vraj,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,ki,"{#(ki) vrajati#} 1. {%a.%} To walk, go. With {#pari#}, to wa"
yat,36989,vraR,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,ki,{#(ki) vraRati#} 1. {%a.%} To sound. {#vraRayati#} 10. {%a.%
yat,37010,vraSca,yat-conjugation,(yat-conjugation),tudadi,atmanepada,,0,0,0,0,U Sa,"{#(U, Sa) vfScati#} 6. {%d.%} To cut."
yat,37019,vrI,yat-conjugation,(yat-conjugation),divadi,atmanepada,,0,0,0,0,ya Na,"{#(ya, Na) vrIyate#} 4. {%d.%} {#(Ya, ga) vrIRAti#}, {#vrIRI"
yat,37020,vrIqa,yat-conjugation,(yat-conjugation),divadi,atmanepada,,0,0,0,0,ya,{#(ya) vrIqayati#} 4. {%d.%} To be mo- dest; to throw.
yat,37026,vrIs,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,ki,"{#(ki) vrIsati#} 1. {%a.%} {#vrIsayati#} 10. {%a.%} To hurt,"
yat,37035,vruq,yat-conjugation,(yat-conjugation),tudadi,parasmaipada,,0,0,0,0,Si,{#(Si) vruqati#} 6. {%a.%} To cover; heap; sink.
yat,37036,vrUs,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,ki,{#(ki) vrusati#} 1. {%a.%} {#vrUsayati#} 10. {%a.%} To hurt
yat,37039,vlI,yat-conjugation,(yat-conjugation),kryadi,ubhayapada,,0,0,0,0,ga,"{#(ga) blIRAti, blIRIte#} 9. {%c.%} To choose or select; to"
yat,37040,vlekza,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,ka,{#(ka) vlekzayati#} 1. {%a.%} To see.
yat,37047,SaMsa,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,u,{#(u) SaMsati#} 1. {%a.%} To praise; hurt; wish. With prep.
yat,37053,Saka,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya Ya,"{#(ya, Ya) Sakyati, te#} 4. {%a.%} {#(ira, x)#} {#Saknoti#}"
yat,37182,Sac,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,{#(Na) Sacate#} 1. {%d.%} To speak arti- culately. {#(I) SaM
yat,37185,Saw,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#Sawati#} 1. {%a.%} To be sick; to di- vide; to go; to be d
yat,37189,SaW,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#SaWati#} 1. {%a.%} To cheat; hurt; suf- fer. {#SaWayati#}
yat,37192,Saq,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,i Na,"{#(i, Na) SaMqate#} 1. {%d.%} To disease or disorder; to hur"
yat,37193,SaR,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#SaRati#} 1. {%a.%} To give; to move.
yat,37297,Sad,yat-conjugation,(yat-conjugation),tudadi,atmanepada,,0,0,0,0,za x Na,"{#(za, x, Na) SIyate#} 6. {%d.%} To perish gradually, to wit"
yat,37311,Sap,yat-conjugation,(yat-conjugation),divadi,ubhayapada,,0,0,0,0,ya Ya,"{#(ya, Ya) Sapyati, te#} 4. {%c.%} To revile; curse, swear."
yat,37321,Sabda,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,"{#(ka) Sabdayati#} 10. {%a.%} To sound. With prep. {#pra, pr"
yat,37345,Sam,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya u,"{#(ya, u) SAmyati#} 4. {%a.%} To be paci- fied, calm, or tra"
yat,37365,Samba,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#Sambati#} 1. {%a.%} To go. {#(ka) Sambayati#} 10. {%a.%} T
yat,37482,SarGa,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#SarGati#} 1. {%a.%} To wound or kill.
yat,37485,Sarbba,yat-conjugation,(yat-conjugation),bhvadi,ubhayapada,,0,0,0,0,,{#Sarbbati#} 1. {%c.%} To go; to hurt.
yat,37492,Sarvva,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#Sarvvati#} 1. {%a.%} To hurt.
yat,37498,Sala,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,{#(Na) Salate#} 1. {%d.%} To move; to tremble; to cover; {#S
yat,37516,SalBa,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,,{#SalBate#} 1. {%d.%} To praise; flatter; talk; boast.
yat,37531,Sav,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#Savati#} 1. {%a.%} To go or approach; to change.
yat,37547,SaS,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#SaSati#} 1. {%a.%} To jump or leap.
yat,37572,Saz,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#Sazati#} 1. {%a.%} To hurt; to kill.
yat,37575,Sas,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,,"({#Na, i#} and {%prep.%} {#A#}) {#ASaMsate#} 1. {%d.%} To bl"
yat,37577,Sasta,yat-conjugation,(yat-conjugation),adadi,parasmaipada,,0,0,0,0,lu i,"{#(lu, i) SaMsti#} 2. {%a.%} To sleep (pe- culiar to the {%V"
yat,37655,SAK,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,{#(Na) SAKate#} 1. {%d.%} To pervade.
yat,37675,SAq,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,f Na,"{#(f, Na) SAqate#} 1. {%d.%} To flatter, boast; float."
yat,37747,SAr,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) SArayati#} 10. {%a.%} To be weak; to weaken.
yat,37779,SAla,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,f Na,"{#(f, Na) SAlate#} 1. {%d.%} To flatter, to boast."
yat,37829,SAs,yat-conjugation,(yat-conjugation),adadi,parasmaipada,,0,0,0,0,la u Ya,"{#(la, u, Ya) SAsti#} 2. {%a.%} To in- struct; to order; to"
yat,37871,Si,yat-conjugation,(yat-conjugation),svadi,ubhayapada,,0,0,0,0,na Ya,"{#(na, Ya) Sinoti, Sinute#} 5. {%c.%} To make thin or small;"
yat,37879,Sikz,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,{#(Na) Sikzate#} 1. {%d.%} To learn.
yat,37889,SiKa,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,i,"{#(i) SiNKati#} 1. {%a.%} To go, or approach."
yat,37922,SiG,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,i,{#(i) SiGati#} 1. {%a.%} To smell.
yat,37932,Siw,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,"{#Sewati#} 1. {%a.%} To disregard, to treat with disrespect."
yat,38008,Sil,yat-conjugation,(yat-conjugation),tudadi,parasmaipada,,0,0,0,0,,{#Silati#} 6. {%a.%} To glean.
yat,38112,Siz,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,"{#Sezati#} 1. {%a.%} To hurt. {#(ki)#} {#Sezati#}, 1. {%a.%}"
yat,38122,SI,yat-conjugation,(yat-conjugation),adadi,atmanepada,,0,0,0,0,la Na,"{#(la, Na) Sete#} 2. {%d.%} To sleep. With {%prep.%} {#ati#}"
yat,38124,SIka,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,f Na,"{#(f, Na) Sekate#} 1. {%d.%} To wet or moisten. {#(ka) Sekay"
yat,38188,SIBa,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,f Na,"{#(f, Na) SIBate#} 1. {%d.%} To praise; to boast."
yat,38212,SIla,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#SIlati#} 1. {%a.%} To meditate; to worship; ({#ki#}) to ex
yat,38226,Suk,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#Sokati#} 1. {%a.%} To go.
yat,38286,Suc,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,"{#Socati#} 1. {%a.%} To regret, grieve for. {#(yO, ira) Sucy"
yat,38298,Sucy,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,I,{#(I) Sucyati#} 1. {%a.%} To bathe; distil; squeeze out; chu
yat,38302,SuR,yat-conjugation,(yat-conjugation),tudadi,parasmaipada,,0,0,0,0,Sa,{#(Sa) SuRati#} 6. {%a.%} To go.
yat,38335,SuD,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya,{#(ya) SuDyati#} 4. {%a.%} To be or be- come pure.
yat,38344,SuB,yat-conjugation,(yat-conjugation),bhvadi,ubhayapada,,0,0,0,0,Ya,"{#(Ya) SoBati, te#} 1. {%c.%} and {#(Sa)#} {#SuBati#} 6. {%a"
yat,38373,SumBa,yat-conjugation,(yat-conjugation),tudadi,parasmaipada,,0,0,0,0,Sa,"{#(Sa) SumBati#} 6. {%a.%} To shine, be handsome; hurt; spea"
yat,38378,Sur,yat-conjugation,(yat-conjugation),divadi,atmanepada,,0,0,0,0,ya I Na,"{#(ya, I, Na) SUryyate#} 4. {%d.%} To hurt; to be stupid or"
yat,38380,Sulka,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) Sulkayati#} 10. {%a.%} To speak; to gain; to create;
yat,38385,Sulv,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) Sulvayati#} 10. {%a.%} To mea- sure; create.
yat,38395,Suz,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya,{#(ya) Suzyati#} 4. {%a.%} To dry.
yat,38456,SUr,yat-conjugation,(yat-conjugation),divadi,atmanepada,,0,0,0,0,ya I,"{#(ka, Na) SUrayarta#} 10. {%d.%} To be va- liant or strenuo"
yat,38466,SUrpa,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) SUrpayati#} 10. {%a.%} To mete or measure.
yat,38478,SUl,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#SUlati#} 1. {%a.%} To disorder; to make a loud noise; to i
yat,38498,SUz,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,"{#SUzati#} 1. {%a.%} To bring forth, propagate."
yat,38529,SfD,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Ya,{#(Ya) SardDati#} 1. {%d.%} To fart; {%c.%} be wet. ({#ki#})
yat,38531,SF,yat-conjugation,(yat-conjugation),kryadi,parasmaipada,,0,0,0,0,gi,"{#(gi) SfRAti#} 9. {%a.%} To hurt, to wound."
yat,38561,SE,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,{#(Na) SAyate#} 1. {%d.%} To go.
yat,38602,So,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya,{#(ya) Syati#} 4. {%a.%} To reduce or make small; to whet.
yat,38630,SoR,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,F,{#(F) SoRati#} 1. {%d.%} To be red; to move.
yat,38677,SOwa,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,f,{#(f) SOwati#} 1. {%a.%} To be proud.
yat,38680,SOqa,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,f,{#(f) SOqati#} 1. {%a.%} To be proud.
yat,38705,Scuta,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,ira,{#(ira) Scotati#} 1. {%a.%} To ooze; to sprinkle.
yat,38707,Scyut,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,ira,{#(ira) Scyotati#} 1. {%a.%} To ooze; to sprinkle.
yat,38749,SyE,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na,{#(Na) SyAyate#} 1. {%d.%} To go.
yat,38752,Sraka,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,i Na,"{#(i, Na) SraMkate#} 1. {%d.%} To go."
yat,38753,Sraga,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,i,{#(i) SraMgati#} 1. {%a. Idem.%}
yat,38756,SraT,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,,{#(ki) SraTati SraTayati#} 1. 10. {%a.%} To hurt; loose; bin
yat,38767,SranT,yat-conjugation,(yat-conjugation),kryadi,parasmaipada,,0,0,0,0,ga,{#(ga) SraTnAti#} 9. {%a.%} To set free; to gladden; to stri
yat,38773,Sram,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya u,"{#(ya, u) SrAmyati#} 4. {%a.%} To labour in acts of devotion"
yat,38782,SramBa,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,Na-u,{#(Na-u) SramBate#} 1. {%d.%} To be care- less or inattentiv
yat,38798,SrA,yat-conjugation,(yat-conjugation),adadi,parasmaipada,,0,0,0,0,la,"{#(la) SrAti#} 2. {%a.%} To boil; to sweat; {%Causal,%} to h"
yat,38814,SrAm,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,"{#(ka) SrAmayati#} 10. {%a.%} To call, summon; counsel, advi"
yat,38829,Sri,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,Ya,"{#(Ya) Srayati#} 1. {%a.%} To serve. With {#A#}, to have rec"
yat,38833,Sriz,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,u,{#(u) Srezati#} 1. {%a.%} To burn.
yat,38834,SrI,yat-conjugation,(yat-conjugation),kryadi,ubhayapada,,0,0,0,0,ga,{#(ga) SrIRAti SrIRIte#} 9. {%c.%} To cook or dress. {#(ki)
yat,38888,Sru,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,"{#SfRoti#} 1. {%a.%} To hear. {#Sravati#} To flow, to drop."
yat,38940,SroRa,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,f,{#(f) SroRati#} 1. {%a.%} To accumulate.
yat,38961,Slak,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,i qa,"{#(i, qa) SlaMkate#} 1. {%d.%} To go."
yat,38963,Slag,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,i,{#(i) SlaNgati#} 1. {%a.%} To go.
yat,38964,SlaTa,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) SlaTayati#} 10. {%a.%} To be flabby.
yat,38966,SlAK,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,f,{#(f) SlAKati#} 1. {%a.%} To pervade.
yat,38967,SlAGa,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,f Na,"{#(f, Na) SlAGate#} 1. {%d.%} To praise, flatter, boast."
yat,38972,Sliz,yat-conjugation,(yat-conjugation),divadi,parasmaipada,,0,0,0,0,ya,{#(ya) Slizyati#} 4. {%a.%} and {#(ki)#} {#Slezati#} 1. {%a.
yat,38989,Sloka,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,X Na,"{#(X, Na) Slokate#} 1. {%d.%} To put together, to compose ve"
yat,38992,SloRa,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,f,{#(f) SloRati#} 1. {%a.%} To collect to- gether.
yat,38994,Svaka,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,i Na,"{#(i, Na) SvaMkate#} 1. {%d.%} To go."
yat,38996,Svaga,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,i,{#(i) SvaMgati#} 1. {%a.%} To go.
yat,39000,Svaca,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,i Na,"{#(i, Na) Svacate#} 1. {%d.%} To go."
yat,39001,Svaja,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,i,{#Svajate#} and {#(i) SvaMjate#} 1. {%d. Id.%}
yat,39002,SvaW,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,,{#SvAWayati#} 10. {%a.%} To finish; leave unfinished; go; sp
yat,39012,SvaBra,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) SvaBrayati#} 10. {%a.%} To live in misery or distress
yat,39016,Svartta,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) Svarttayati#} 10. {%a.%} To live in misery or distres
yat,39017,Sval,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#Svalati#} 1. {%a.%} To run.
yat,39018,Svalka,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) Svalkayati#} 10. {%a.%} To speak.
yat,39019,Svalla,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#Svallati#} 1. {%a.%} To run.
yat,39028,Svasa,yat-conjugation,(yat-conjugation),adadi,parasmaipada,,0,0,0,0,la,{#(la) Svasiti#} 2. {%a.%} To breathe; to [Page787-a+ 38] li
yat,39051,Svi,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,O wa,{#(O wa) Svayati#} 1. {%a.%} To move; to increase.
yat,39052,Svit,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,A Na,"{#(A, Na) Svetate#} 1. {%d.%} To be white."
yat,39056,Svida,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,i Na,"{#(i, Na) Svindate#} 1. {%d.%} To be white."
yat,39057,SvF,yat-conjugation,(yat-conjugation),kryadi,parasmaipada,,0,0,0,0,,"{#SvaRAti#} 9. {%a.%} To hurt, to kill."
yat,39113,zaga,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,Sa,{#(Sa) sagati#} 1. {%a.%} To cover.
yat,39114,zaGa,yat-conjugation,(yat-conjugation),svadi,parasmaipada,,0,0,0,0,na,{#(na) saGnoti#} 5. {%a.%} To hurt or kill.
yat,39115,zaca,yat-conjugation,(yat-conjugation),bhvadi,atmanepada,,0,0,0,0,,{#sacate#} 1. {%d.%} To wet; to serve. {%a.%} {#sacati#} To
yat,39116,zaYc,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#saYcati#} 1. {%a.%} To go.
yat,39117,zaYja,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,"{#sajati#} 1. {%a.%} To embrace, cling to. With {#ava#}, to"
yat,39118,zaw,yat-conjugation,(yat-conjugation),bhvadi,parasmaipada,,0,0,0,0,,{#zawati#} 1. {%a.%} To be a part or portion.
yat,39124,zawwa,yat-conjugation,(yat-conjugation),curadi,parasmaipada,,0,0,0,0,ka,{#(ka) zawwayati#} 10. {%a.%} To injure; give; to be strong;
yat,39153,zaR,yat-conjugation,(yat-conjugation),tanadi,ubhayapada,,0,0,0,0,da Ya u,"{#(da, Ya, u) sanoti sanute#} 8. {%c.%} To give; to serve or"
yat,39161,zad,yat-conjugation,(yat-conjugation),tudadi,parasmaipada,,0,0,0,0,Sa,"{#(Sa) sIdati#} 6. {%a.%} To wither, wane; despond; destroy,"
yat,39162,zaD,yat-conjugation,(yat-conjugation),svadi,parasmaipada,,0,0,0,0,na,{#(na) zaDnoti#} 5. {%a.%} To wish; to hurt.
yat,39163,zan,yat-conjugation,(yat-conjugation),tanadi,ubhayapada,,0,0,0,0,da Ya Na,"{#(da, Ya, Na) sanoti sanute#} 8. {%c.%} To give."
