dict,L,k1,is_verbal,n_subentries,subentry_categories,n_caus,n_pass,n_desid,n_intens,n_den,n_periphr,n_comp,n_dash_segments,max_depth,total_chars_subentries
ae,4304,from,0,1,comp,0,0,0,0,0,0,1,0,1,624
ae,4305,front,0,2,comp,0,0,0,0,0,0,2,0,1,454
ae,4309,froth,1,1,pass,0,1,0,0,0,0,0,0,1,191
ae,4315,fruit,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,1502
ae,4327,fulfil,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,619
ae,4330,full,0,1,comp,0,0,0,0,0,0,1,0,1,1592
ae,4336,fun,0,1,comp,0,0,0,0,0,0,1,0,1,49
ae,4341,fundamental,0,1,comp,0,0,0,0,0,0,1,0,1,169
ae,4355,furnish,0,2,comp,0,0,0,0,0,0,2,0,1,778
ae,4380,gain,1,1,pass,0,1,0,0,0,0,0,0,1,870
ae,4434,gastric,0,1,comp,0,0,0,0,0,0,1,0,1,53
ae,4437,gather,1,1,pass,0,1,0,0,0,0,0,0,1,489
ae,4456,geneology,0,1,comp,0,0,0,0,0,0,1,0,1,102
ae,4465,genital,0,1,comp,0,0,0,0,0,0,1,0,1,98
ae,4472,gentle,0,2,comp,0,0,0,0,0,0,2,0,1,1070
ae,4479,geometry,0,1,comp,0,0,0,0,0,0,1,0,1,121
ae,4481,germ,1,1,pass,0,1,0,0,0,0,0,0,1,223
ae,4486,get,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,2308
ae,4511,gird,0,1,comp,0,0,0,0,0,0,1,0,1,79
ae,4516,give,1,4,"pass,comp",0,2,0,0,0,0,2,0,1,2772
ae,4528,glare,1,1,intens,0,0,0,1,0,0,0,0,1,342
ae,4529,glass,0,1,comp,0,0,0,0,0,0,1,0,1,770
ae,4555,glow,1,2,pass,0,2,0,0,0,0,0,0,1,665
ae,4571,go,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,1093
ae,4579,god,0,1,comp,0,0,0,0,0,0,1,0,1,842
ae,4582,gold,0,1,comp,0,0,0,0,0,0,1,0,1,84
ae,4586,good,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,3730
ae,4617,grammar,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,4629,grasp,1,3,desid,0,0,3,0,0,0,0,0,1,632
ae,4640,grave,1,1,pass,0,1,0,0,0,0,0,0,1,132
ae,4648,great,0,2,comp,0,0,0,0,0,0,2,0,1,923
ae,4657,grieve,1,1,pass,0,1,0,0,0,0,0,0,1,1066
ae,4681,ground,1,4,"pass,comp",0,2,0,0,0,0,2,0,1,979
ae,4687,grow,1,4,"pass,comp",0,3,0,0,0,0,1,0,1,1486
ae,4694,grumble,1,1,pass,0,1,0,0,0,0,0,0,1,451
ae,4699,guard,0,2,comp,0,0,0,0,0,0,2,0,1,957
ae,4739,habit,0,1,comp,0,0,0,0,0,0,1,0,1,1109
ae,4754,half,0,2,comp,0,0,0,0,0,0,2,0,1,1071
ae,4771,hand,1,3,"pass,comp",0,2,0,0,0,0,1,0,1,4201
ae,4774,handsome,0,1,comp,0,0,0,0,0,0,1,0,1,386
ae,4775,hang,1,3,pass,0,3,0,0,0,0,0,0,1,873
ae,4777,hanker,0,1,comp,0,0,0,0,0,0,1,0,1,97
ae,4780,happen,1,1,pass,0,1,0,0,0,0,0,0,1,101
ae,4786,hard,0,1,comp,0,0,0,0,0,0,1,0,1,1828
ae,4793,harmony,1,1,pass,0,1,0,0,0,0,0,0,1,494
ae,4812,hate,1,1,desid,0,0,1,0,0,0,0,0,1,510
ae,4817,haunt,1,1,pass,0,1,0,0,0,0,0,0,1,200
ae,4819,have,1,3,"pass,comp",0,1,0,0,0,0,2,0,1,845
ae,4828,head,1,5,"pass,comp",0,1,0,0,0,0,4,0,1,2298
ae,4835,heart,0,1,comp,0,0,0,0,0,0,1,0,1,2668
ae,4842,heavy,0,1,comp,0,0,0,0,0,0,1,0,1,753
ae,4873,hemp,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,4880,herculean,0,1,comp,0,0,0,0,0,0,1,0,1,104
ae,4902,hew,0,1,comp,0,0,0,0,0,0,1,0,1,92
ae,4911,hide,1,2,pass,0,2,0,0,0,0,0,0,1,525
ae,4920,high,0,2,comp,0,0,0,0,0,0,2,0,1,4309
ae,4925,hind,0,1,comp,0,0,0,0,0,0,1,0,1,130
ae,4939,hitch,1,1,pass,0,1,0,0,0,0,0,0,1,115
ae,4962,hold,1,6,"pass,comp",0,3,0,0,0,0,3,0,1,2809
ae,4964,hollow,0,1,comp,0,0,0,0,0,0,1,0,1,839
ae,4977,honor,1,1,desid,0,0,1,0,0,0,0,0,1,1430
ae,5007,hot,0,1,comp,0,0,0,0,0,0,1,0,1,844
ae,5015,house,0,1,comp,0,0,0,0,0,0,1,0,1,836
ae,5027,huddle,1,1,pass,0,1,0,0,0,0,0,0,1,98
ae,5035,human,0,1,comp,0,0,0,0,0,0,1,0,1,1067
ae,5043,humour,0,1,comp,0,0,0,0,0,0,1,0,1,336
ae,5047,hunger,1,1,desid,0,0,1,0,0,0,0,0,1,311
ae,5090,hypocrite,0,1,comp,0,0,0,0,0,0,1,0,1,555
ae,5102,idea,0,1,comp,0,0,0,0,0,0,1,0,1,469
ae,5103,identical,0,1,comp,0,0,0,0,0,0,1,0,1,950
ae,5109,idol,1,1,pass,0,1,0,0,0,0,0,0,1,95
ae,5114,ignite,1,1,pass,0,1,0,0,0,0,0,0,1,81
ae,5120,iliac,0,1,comp,0,0,0,0,0,0,1,0,1,68
ae,5121,ill,0,3,comp,0,0,0,0,0,0,3,0,1,3194
ae,5156,immerge,0,1,comp,0,0,0,0,0,0,1,0,1,196
ae,5198,imperial,0,1,comp,0,0,0,0,0,0,1,0,1,68
ae,5218,imply,1,2,"desid,comp",0,0,1,0,0,0,1,0,1,713
ae,5227,impossible,1,1,pass,0,1,0,0,0,0,0,0,1,183
ae,5230,impotent,0,1,comp,0,0,0,0,0,0,1,0,1,269
ae,5236,impregnate,0,1,comp,0,0,0,0,0,0,1,0,1,124
ae,5237,impress,0,1,comp,0,0,0,0,0,0,1,0,1,780
ae,5244,improve,1,1,pass,0,1,0,0,0,0,0,0,1,689
ae,5254,in,0,1,comp,0,0,0,0,0,0,1,0,1,713
ae,5311,incline,1,7,"desid,comp",0,0,3,0,0,0,4,0,1,1302
ae,5313,include,0,2,comp,0,0,0,0,0,0,2,0,1,902
ae,5335,inconsistent,1,1,pass,0,1,0,0,0,0,0,0,1,163
ae,5347,incorporate,1,1,pass,0,1,0,0,0,0,0,0,1,103
ae,5355,increase,1,2,pass,0,2,0,0,0,0,0,0,1,836
ae,5366,incumbent,1,1,pass,0,1,0,0,0,0,0,0,1,158
ae,5367,incur,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,359
ae,5388,independent,0,1,comp,0,0,0,0,0,0,1,0,1,436
ae,5425,indulge,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,1396
ae,5442,inevitable,0,1,comp,0,0,0,0,0,0,1,0,1,70
ae,5456,infant,0,1,comp,0,0,0,0,0,0,1,0,1,380
ae,5464,inferior,1,1,pass,0,1,0,0,0,0,0,0,1,355
ae,5474,inflame,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,537
ae,5479,influence,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,1136
ae,5505,inhabit,0,1,comp,0,0,0,0,0,0,1,0,1,161
ae,5508,inhere,0,1,comp,0,0,0,0,0,0,1,0,1,245
ae,5517,initial,0,1,comp,0,0,0,0,0,0,1,0,1,75
ae,5526,inland,0,1,comp,0,0,0,0,0,0,1,0,1,125
ae,5533,inmost,0,1,comp,0,0,0,0,0,0,1,0,1,99
ae,5537,inner,0,1,comp,0,0,0,0,0,0,1,0,1,80
ae,5555,inquire,1,1,desid,0,0,1,0,0,0,0,0,1,918
ae,5581,insignificant,0,1,comp,0,0,0,0,0,0,1,0,1,400
ae,5582,insincere,0,1,comp,0,0,0,0,0,0,1,0,1,313
ae,5599,inspire,0,1,comp,0,0,0,0,0,0,1,0,1,102
ae,5606,instant,0,2,comp,0,0,0,0,0,0,2,0,1,1216
ae,5609,instead,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,478
ae,5638,intellect,0,1,comp,0,0,0,0,0,0,1,0,1,376
ae,5641,intend,1,3,"desid,comp",0,0,2,0,0,0,1,0,1,1209
ae,5643,intent,0,1,comp,0,0,0,0,0,0,1,0,1,462
ae,5656,interest,1,1,pass,0,1,0,0,0,0,0,0,1,508
ae,5661,interior,0,2,comp,0,0,0,0,0,0,2,0,1,197
ae,5672,interlunar,0,1,comp,0,0,0,0,0,0,1,0,1,16
ae,5675,intermedial,0,1,comp,0,0,0,0,0,0,1,0,1,193
ae,5678,intermit,1,1,pass,0,1,0,0,0,0,0,0,1,593
ae,5683,internal,0,1,comp,0,0,0,0,0,0,1,0,1,284
ae,5699,intervene,1,1,pass,0,1,0,0,0,0,0,0,1,315
ae,5703,intestine,0,1,comp,0,0,0,0,0,0,1,0,1,162
ae,5704,intimate,0,1,comp,0,0,0,0,0,0,1,0,1,168
ae,5711,intoxicate,1,1,pass,0,1,0,0,0,0,0,0,1,206
ae,5721,introduce,0,1,comp,0,0,0,0,0,0,1,0,1,161
ae,5735,inure,0,1,comp,0,0,0,0,0,0,1,0,1,105
ae,5757,invisible,1,1,pass,0,1,0,0,0,0,0,0,1,345
ae,5763,involve,0,1,comp,0,0,0,0,0,0,1,0,1,542
ae,5765,inward,0,1,comp,0,0,0,0,0,0,1,0,1,231
ae,5775,iron,0,1,comp,0,0,0,0,0,0,1,0,1,484
ae,5776,irony,0,1,comp,0,0,0,0,0,0,1,0,1,214
ae,5797,irrespective,0,1,comp,0,0,0,0,0,0,1,0,1,118
ae,5813,issue,1,1,pass,0,1,0,0,0,0,0,0,1,677
ae,5822,ivory,0,1,comp,0,0,0,0,0,0,1,0,1,54
ae,5835,jade,1,1,pass,0,1,0,0,0,0,0,0,1,198
ae,5874,join,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,1963
ae,5889,judge,0,1,comp,0,0,0,0,0,0,1,0,1,639
ae,5897,jumble,1,1,pass,0,1,0,0,0,0,0,0,1,139
ae,5912,just,1,4,"desid,comp",0,0,1,0,0,0,3,0,1,2422
ae,5922,keep,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,1794
ae,5938,kill,0,1,comp,0,0,0,0,0,0,1,0,1,452
ae,5942,kind,0,1,comp,0,0,0,0,0,0,1,0,1,1022
ae,5947,king,0,2,comp,0,0,0,0,0,0,2,0,1,1113
ae,5974,knock,1,1,pass,0,1,0,0,0,0,0,0,1,279
ae,5977,know,1,3,"pass,comp",0,1,0,0,0,0,2,0,1,1939
ae,5984,labor,1,2,pass,0,2,0,0,0,0,0,0,1,1613
ae,5991,lack,0,1,comp,0,0,0,0,0,0,1,0,1,342
ae,6031,land,0,1,comp,0,0,0,0,0,0,1,0,1,248
ae,6035,languish,1,1,pass,0,1,0,0,0,0,0,0,1,610
ae,6066,last,0,2,comp,0,0,0,0,0,0,2,0,1,1405
ae,6096,lead,0,3,comp,0,0,0,0,0,0,3,0,1,540
ae,6099,league,1,1,pass,0,1,0,0,0,0,0,0,1,500
ae,6103,learn,0,1,comp,0,0,0,0,0,0,1,0,1,841
ae,6107,least,0,1,comp,0,0,0,0,0,0,1,0,1,236
ae,6108,leather,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,6109,leave,1,1,pass,0,1,0,0,0,0,0,0,1,762
ae,6124,legal,0,1,comp,0,0,0,0,0,0,1,0,1,558
ae,6140,lenient,0,1,comp,0,0,0,0,0,0,1,0,1,572
ae,6151,less,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,399
ae,6163,level,1,1,pass,0,1,0,0,0,0,0,0,1,958
ae,6174,liable,1,4,"pass,comp",0,1,0,0,0,0,3,0,1,676
ae,6200,lift,0,1,comp,0,0,0,0,0,0,1,0,1,696
ae,6208,like,1,9,"pass,comp",0,3,0,0,0,0,6,0,1,4111
ae,6217,limmer,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,6231,linguist,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,6240,lion,0,1,comp,0,0,0,0,0,0,1,0,1,328
ae,6241,lip,0,1,comp,0,0,0,0,0,0,1,0,1,16
ae,6253,literal,0,1,comp,0,0,0,0,0,0,1,0,1,390
ae,6254,literary,0,2,comp,0,0,0,0,0,0,2,0,1,487
ae,6262,little,0,3,comp,0,0,0,0,0,0,3,0,1,1289
ae,6265,live,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,3143
ae,6272,load,0,1,comp,0,0,0,0,0,0,1,0,1,178
ae,6278,loathe,1,1,desid,0,0,1,0,0,0,0,0,1,382
ae,6282,local,0,1,comp,0,0,0,0,0,0,1,0,1,258
ae,6292,lodge,1,1,pass,0,1,0,0,0,0,0,0,1,709
ae,6304,long,1,6,"pass,den,comp",0,1,0,0,1,0,4,0,1,5277
ae,6307,look,1,3,"pass,comp",0,1,0,0,0,0,2,0,1,3397
ae,6308,loom,1,1,pass,0,1,0,0,0,0,0,0,1,73
ae,6315,lord,0,1,comp,0,0,0,0,0,0,1,0,1,1301
ae,6319,lose,1,3,pass,0,3,0,0,0,0,0,0,1,3478
ae,6331,love,1,4,"pass,comp",0,2,0,0,0,0,2,0,1,2964
ae,6332,low,1,3,"pass,comp",0,1,0,0,0,0,2,0,1,2368
ae,6356,lunar,0,1,comp,0,0,0,0,0,0,1,0,1,221
ae,6367,lurk,1,1,pass,0,1,0,0,0,0,0,0,1,237
ae,6389,machine,0,1,comp,0,0,0,0,0,0,1,0,1,824
ae,6399,magic,0,1,comp,0,0,0,0,0,0,1,0,1,371
ae,6400,magistrate,0,1,comp,0,0,0,0,0,0,1,0,1,222
ae,6407,magnitude,0,1,comp,0,0,0,0,0,0,1,0,1,255
ae,6412,main,0,1,comp,0,0,0,0,0,0,1,0,1,742
ae,6413,maintain,0,1,comp,0,0,0,0,0,0,1,0,1,377
ae,6417,make,0,4,comp,0,0,0,0,0,0,4,0,1,4084
ae,6428,male,0,1,comp,0,0,0,0,0,0,1,0,1,253
ae,6436,malign,0,1,comp,0,0,0,0,0,0,1,0,1,421
ae,6453,man,0,1,comp,0,0,0,0,0,0,1,0,1,731
ae,6480,mantle,1,2,pass,0,2,0,0,0,0,0,0,1,299
ae,6482,manual,0,1,comp,0,0,0,0,0,0,1,0,1,263
ae,6488,many,0,3,comp,0,0,0,0,0,0,3,0,1,1047
ae,6499,marine,0,1,comp,0,0,0,0,0,0,1,0,1,185
ae,6503,maritime,0,1,comp,0,0,0,0,0,0,1,0,1,105
ae,6515,marry,1,1,pass,0,1,0,0,0,0,0,0,1,1216
ae,6524,marvel,1,1,pass,0,1,0,0,0,0,0,0,1,365
ae,6526,masculine,0,1,comp,0,0,0,0,0,0,1,0,1,366
ae,6538,match,1,5,pass,0,5,0,0,0,0,0,0,1,1861
ae,6541,maternal,0,1,comp,0,0,0,0,0,0,1,0,1,200
ae,6543,matin,0,1,comp,0,0,0,0,0,0,1,0,1,105
ae,6552,mature,1,2,pass,0,2,0,0,0,0,0,0,1,1086
ae,6553,matutinal,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,6560,maxillar,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,6570,mean,1,5,"desid,comp",0,0,1,0,0,0,4,0,1,3308
ae,6573,measure,0,1,comp,0,0,0,0,0,0,1,0,1,1444
ae,6595,meet,1,1,pass,0,1,0,0,0,0,0,0,1,729
ae,6598,melancholy,1,1,pass,0,1,0,0,0,0,0,0,1,298
ae,6603,mellow,1,1,pass,0,1,0,0,0,0,0,0,1,308
ae,6607,member,0,1,comp,0,0,0,0,0,0,1,0,1,67
ae,6617,menial,0,1,comp,0,0,0,0,0,0,1,0,1,126
ae,6621,menstrual,0,1,comp,0,0,0,0,0,0,1,0,1,127
ae,6625,mental,0,1,comp,0,0,0,0,0,0,1,0,1,111
ae,6635,mere,0,2,comp,0,0,0,0,0,0,2,0,1,388
ae,6637,merge,1,2,pass,0,2,0,0,0,0,0,0,1,543
ae,6640,merit,0,1,comp,0,0,0,0,0,0,1,0,1,674
ae,6652,metal,0,1,comp,0,0,0,0,0,0,1,0,1,320
ae,6680,mid,0,2,comp,0,0,0,0,0,0,2,0,1,1654
ae,6689,military,0,1,comp,0,0,0,0,0,0,1,0,1,700
ae,6692,milk,0,1,comp,0,0,0,0,0,0,1,0,1,262
ae,6705,mind,0,1,comp,0,0,0,0,0,0,1,0,1,559
ae,6706,mine,0,2,comp,0,0,0,0,0,0,2,0,1,933
ae,6707,mingle,1,1,pass,0,1,0,0,0,0,0,0,1,168
ae,6712,minister,1,2,"desid,comp",0,0,1,0,0,0,1,0,1,1015
ae,6718,minus,0,2,comp,0,0,0,0,0,0,2,0,1,239
ae,6723,mire,1,1,pass,0,1,0,0,0,0,0,0,1,244
ae,6732,misbecome,1,1,pass,0,1,0,0,0,0,0,0,1,48
ae,6738,miscarry,1,1,pass,0,1,0,0,0,0,0,0,1,341
ae,6781,miss,1,1,pass,0,1,0,0,0,0,0,0,1,1117
ae,6790,mistake,0,2,comp,0,0,0,0,0,0,2,0,1,941
ae,6801,mix,1,1,pass,0,1,0,0,0,0,0,0,1,545
ae,6810,mock,0,1,comp,0,0,0,0,0,0,1,0,1,639
ae,6811,mode,0,1,comp,0,0,0,0,0,0,1,0,1,427
ae,6813,moderate,0,2,comp,0,0,0,0,0,0,2,0,1,1245
ae,6832,moment,0,1,comp,0,0,0,0,0,0,1,0,1,213
ae,6836,monarch,0,1,comp,0,0,0,0,0,0,1,0,1,196
ae,6868,moon,0,1,comp,0,0,0,0,0,0,1,0,1,1093
ae,6869,moor,0,1,comp,0,0,0,0,0,0,1,0,1,30
ae,6874,moral,0,2,comp,0,0,0,0,0,0,2,0,1,1452
ae,6881,more,0,1,comp,0,0,0,0,0,0,1,0,1,481
ae,6886,morn,0,1,comp,0,0,0,0,0,0,1,0,1,177
ae,6903,most,0,1,comp,0,0,0,0,0,0,1,0,1,394
ae,6906,mother,0,1,comp,0,0,0,0,0,0,1,0,1,78
ae,6909,motive,0,1,comp,0,0,0,0,0,0,1,0,1,254
ae,6915,moulder,1,2,pass,0,2,0,0,0,0,0,0,1,156
ae,6919,mount,0,2,comp,0,0,0,0,0,0,2,0,1,770
ae,6925,move,0,1,comp,0,0,0,0,0,0,1,0,1,614
ae,6927,much,0,2,comp,0,0,0,0,0,0,2,0,1,642
ae,6952,multiply,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,727
ae,6956,multitude,0,1,comp,0,0,0,0,0,0,1,0,1,142
ae,6968,municipal,0,1,comp,0,0,0,0,0,0,1,0,1,85
ae,6973,murder,0,1,comp,0,0,0,0,0,0,1,0,1,312
ae,6981,music,0,1,comp,0,0,0,0,0,0,1,0,1,508
ae,6985,must,1,1,pass,0,1,0,0,0,0,0,0,1,517
ae,6995,mutual,0,2,comp,0,0,0,0,0,0,2,0,1,414
ae,7013,naked,0,1,comp,0,0,0,0,0,0,1,0,1,416
ae,7014,name,0,1,comp,0,0,0,0,0,0,1,0,1,568
ae,7020,narrate,0,1,comp,0,0,0,0,0,0,1,0,1,99
ae,7021,narrow,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,460
ae,7025,natal,0,1,comp,0,0,0,0,0,0,1,0,1,51
ae,7027,nation,0,1,comp,0,0,0,0,0,0,1,0,1,434
ae,7028,native,0,1,comp,0,0,0,0,0,0,1,0,1,533
ae,7031,nature,0,3,comp,0,0,0,0,0,0,3,0,1,2906
ae,7035,nausea,1,1,desid,0,0,1,0,0,0,0,0,1,201
ae,7036,nautic,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,7037,naval,0,1,comp,0,0,0,0,0,0,1,0,1,71
ae,7045,near,0,3,comp,0,0,0,0,0,0,3,0,1,1567
ae,7049,necessary,1,1,pass,0,1,0,0,0,0,0,0,1,415
ae,7055,need,1,1,pass,0,1,0,0,0,0,0,0,1,600
ae,7077,nether,0,1,comp,0,0,0,0,0,0,1,0,1,211
ae,7085,new,0,1,comp,0,0,0,0,0,0,1,0,1,221
ae,7088,next,0,2,comp,0,0,0,0,0,0,2,0,1,614
ae,7092,nice,0,1,comp,0,0,0,0,0,0,1,0,1,721
ae,7102,night,0,1,comp,0,0,0,0,0,0,1,0,1,152
ae,7113,no,0,1,comp,0,0,0,0,0,0,1,0,1,157
ae,7114,noble,0,1,comp,0,0,0,0,0,0,1,0,1,1341
ae,7130,nominal,0,1,comp,0,0,0,0,0,0,1,0,1,235
ae,7146,nonsuited,1,1,pass,0,1,0,0,0,0,0,0,1,15
ae,7159,note,0,1,comp,0,0,0,0,0,0,1,0,1,470
ae,7186,null,0,1,comp,0,0,0,0,0,0,1,0,1,236
ae,7189,number,0,2,comp,0,0,0,0,0,0,2,0,1,938
ae,7191,numeral,0,1,comp,0,0,0,0,0,0,1,0,1,69
ae,7195,numerical,0,1,comp,0,0,0,0,0,0,1,0,1,152
ae,7202,nuptial,0,1,comp,0,0,0,0,0,0,1,0,1,194
ae,7212,nymph,0,1,comp,0,0,0,0,0,0,1,0,1,83
ae,7225,obey,1,1,desid,0,0,1,0,0,0,0,0,1,796
ae,7238,obnoxious,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,393
ae,7242,obsequies,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,7260,occasion,0,1,comp,0,0,0,0,0,0,1,0,1,90
ae,7265,occupy,0,1,comp,0,0,0,0,0,0,1,0,1,128
ae,7267,ocean,0,2,comp,0,0,0,0,0,0,2,0,1,433
ae,7286,of,0,5,comp,0,0,0,0,0,0,5,0,1,784
ae,7290,offer,1,3,"pass,desid",0,1,2,0,0,0,0,0,1,1707
ae,7302,old,0,2,comp,0,0,0,0,0,0,2,0,1,968
ae,7306,olfactory,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,7311,omen,0,1,comp,0,0,0,0,0,0,1,0,1,91
ae,7320,omphalic,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,7322,on,0,2,comp,0,0,0,0,0,0,2,0,1,572
ae,7324,one,0,1,comp,0,0,0,0,0,0,1,0,1,893
ae,7329,only,0,2,comp,0,0,0,0,0,0,2,0,1,251
ae,7337,open,1,6,pass,0,6,0,0,0,0,0,0,1,2353
ae,7348,oppose,0,3,comp,0,0,0,0,0,0,3,0,1,1057
ae,7353,optic,0,1,comp,0,0,0,0,0,0,1,0,1,152
ae,7369,order,0,1,comp,0,0,0,0,0,0,1,0,1,1017
ae,7377,organ,0,1,comp,0,0,0,0,0,0,1,0,1,755
ae,7382,origin,0,1,comp,0,0,0,0,0,0,1,0,1,1381
ae,7407,other,0,1,comp,0,0,0,0,0,0,1,0,1,304
ae,7410,ought,1,1,pass,0,1,0,0,0,0,0,0,1,72
ae,7413,out,0,5,comp,0,0,0,0,0,0,5,0,1,1866
ae,7448,outside,0,1,comp,0,0,0,0,0,0,1,0,1,141
ae,7453,outstretch,0,1,comp,0,0,0,0,0,0,1,0,1,163
ae,7454,outstrip,0,1,comp,0,0,0,0,0,0,1,0,1,85
ae,7456,outweigh,1,1,pass,0,1,0,0,0,0,0,0,1,96
ae,7462,over,0,6,comp,0,0,0,0,0,0,6,0,1,1525
ae,7473,overcome,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,787
ae,7480,overflood,1,1,pass,0,1,0,0,0,0,0,0,1,1107
ae,7490,overland,0,1,comp,0,0,0,0,0,0,1,0,1,107
ae,7537,owe,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,407
ae,7539,own,0,1,comp,0,0,0,0,0,0,1,0,1,1213
ae,7544,pace,0,1,comp,0,0,0,0,0,0,1,0,1,61
ae,7546,pacify,0,2,comp,0,0,0,0,0,0,2,0,1,371
ae,7561,pain,1,1,pass,0,1,0,0,0,0,0,0,1,680
ae,7564,pair,0,1,comp,0,0,0,0,0,0,1,0,1,429
ae,7571,pale,0,1,comp,0,0,0,0,0,0,1,0,1,640
ae,7582,palm,0,1,comp,0,0,0,0,0,0,1,0,1,60
ae,7651,pardon,1,1,desid,0,0,1,0,0,0,0,0,1,455
ae,7654,parent,0,1,comp,0,0,0,0,0,0,1,0,1,179
ae,7680,part,1,7,"pass,comp",0,3,0,0,0,0,4,0,1,4440
ae,7684,particular,0,2,comp,0,0,0,0,0,0,2,0,1,1690
ae,7687,party,0,1,comp,0,0,0,0,0,0,1,0,1,521
ae,7690,pass,1,7,"pass,comp",0,4,0,0,0,0,3,0,1,4697
ae,7698,pastor,0,1,comp,0,0,0,0,0,0,1,0,1,200
ae,7707,paternal,0,1,comp,0,0,0,0,0,0,1,0,1,243
ae,7713,patient,0,1,comp,0,0,0,0,0,0,1,0,1,538
ae,7715,patriarch,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,7729,pause,1,1,pass,0,1,0,0,0,0,0,0,1,299
ae,7736,peace,0,1,comp,0,0,0,0,0,0,1,0,1,184
ae,7751,peculiar,0,1,comp,0,0,0,0,0,0,1,0,1,379
ae,7752,pecuniary,0,1,comp,0,0,0,0,0,0,1,0,1,141
ae,7758,pedestrian,0,1,comp,0,0,0,0,0,0,1,0,1,82
ae,7766,peep,1,1,pass,0,1,0,0,0,0,0,0,1,322
ae,7813,perceive,0,1,comp,0,0,0,0,0,0,1,0,1,627
ae,7814,percent,0,1,comp,0,0,0,0,0,0,1,0,1,56
ae,7844,perish,1,1,pass,0,1,0,0,0,0,0,0,1,480
ae,7861,persevere,1,1,pass,0,1,0,0,0,0,0,0,1,902
ae,7863,person,0,5,"den,comp",0,0,0,0,1,0,4,0,1,2060
ae,7870,pertain,1,1,pass,0,1,0,0,0,0,0,0,1,92
ae,7872,pertinent,1,1,pass,0,1,0,0,0,0,0,0,1,289
ae,7890,petty,0,1,comp,0,0,0,0,0,0,1,0,1,61
ae,7912,philosophy,0,2,comp,0,0,0,0,0,0,2,0,1,742
ae,7917,phonetic,0,1,comp,0,0,0,0,0,0,1,0,1,112
ae,7925,physic,0,1,comp,0,0,0,0,0,0,1,0,1,319
ae,7939,piece,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,7942,pierce,0,1,comp,0,0,0,0,0,0,1,0,1,175
ae,7965,pine,1,2,"pass,comp",0,1,0,0,0,0,1,0,1,676
ae,7996,plain,0,1,comp,0,0,0,0,0,0,1,0,1,1140
ae,8002,planet,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,8005,plant,0,2,comp,0,0,0,0,0,0,2,0,1,288
ae,8019,play,0,2,"den,comp",0,0,0,0,1,0,1,0,1,1564
ae,8021,please,0,2,comp,0,0,0,0,0,0,2,0,1,1392
ae,8056,plus,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,8061,pneumatic,0,1,comp,0,0,0,0,0,0,1,0,1,73
ae,8068,poet,0,1,comp,0,0,0,0,0,0,1,0,1,779
ae,8070,point,1,2,"desid,comp",0,0,1,0,0,0,1,0,1,1747
ae,8072,poison,0,1,comp,0,0,0,0,0,0,1,0,1,15
ae,8074,pole,0,1,comp,0,0,0,0,0,0,1,0,1,183
ae,8077,policy,0,1,comp,0,0,0,0,0,0,1,0,1,728
ae,8111,poor,0,1,comp,0,0,0,0,0,0,1,0,1,778
ae,8115,populace,0,1,comp,0,0,0,0,0,0,1,0,1,1186
ae,8138,possess,0,5,comp,0,0,0,0,0,0,5,0,1,1219
ae,8139,possible,1,3,pass,0,3,0,0,0,0,0,0,1,937
ae,8178,power,0,1,comp,0,0,0,0,0,0,1,0,1,869
ae,8180,practice,0,3,comp,0,0,0,0,0,0,3,0,1,1048
ae,8196,precept,0,1,comp,0,0,0,0,0,0,1,0,1,122
