dict,view,rule,kind,sensitive_to_anusvara_visarga_policy,unit_index,prev_L,prev_pc,prev_k1,prev_iast,next_L,next_pc,next_k1,next_iast
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,36535,38033,5-277-c,samudBUtaH,samudbhūtaḥ,38034,5-277-c,samudayaM,samudayaṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,36598,38096,5-281-a,sampattiH,sampattiḥ,38097,5-281-a,sampat,sampat
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,36749,38256,5-294-a,saritsutaH,saritsutaḥ,38257,5-294-a,saritAMnATaH,saritāṃnāthaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,36787,38295,5-295-b,sarjjI,sarjjī,38296,5-295-b,sarjjaH,sarjjaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,36830,38339,5-302-b,sarvvaH,sarvvaḥ,38341,5-302-c,sarvvaMsahA,sarvvaṃsahā
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,36888,38399,5-307-c,sarvvarttuPalaM,sarvvarttuphalaṃ,38400,5-307-c,sarvvarakzaRakavacaM,sarvvarakṣaṇakavacaṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,36901,38412,5-308-b,sarvvasaNgataH,sarvvasaṅgataḥ,38413,5-308-b,sarvvasaMsargalavanaM,sarvvasaṃsargalavanaṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,36922,38433,5-309-a,sarvvArTAnusADinI,sarvvārthānusādhinī,38434,5-309-b,sarvvArTasidDaH,sarvvārthasiddhaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,36942,38453,5-311-b,sallakI,sallakī,38454,5-311-b,saMvaraM,saṃvaraṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,37120,38638,5-324-c,sAcivyaM,sācivyaṃ,38639,5-325-a,sAcivAwikA,sācivāṭikā
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,37321,38850,5-340-c,sArivA,sārivā,38851,5-340-c,sAri,sāri
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,37434,38965,5-347-b,sikatilaH,sikatilaḥ,38966,5-347-b,sik,sik
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,37485,39017,5-348-b,sitaSivaM,sitaśivaṃ,39018,5-348-b,sitaSiMSapA,sitaśiṃśapā
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,37618,39153,5-353-c,sinDulavaRaM,sindhulavaṇaṃ,39154,5-353-c,sinDu,sindhu
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,37770,39312,5-365-b,suganDiH,sugandhiḥ,39313,5-365-c,suganDi,sugandhi
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,37849,39391,5-368-c,sudaSanaH,sudaśanaḥ,39392,5-369-a,sudarSanacUrRaM,sudarśanacūrṇaṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,37949,39497,5-374-a,supanTAH,supanthāḥ,39498,5-374-a,supadmaH,supadmaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,37977,39526,5-375-a,supUrakaH,supūrakaḥ,39527,5-375-a,sup,sup
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38223,39781,5-386-a,suvarRakaH,suvarṇakaḥ,39782,5-386-a,suvaRnakadalI,suvaṇnakadalī
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38237,39795,5-386-c,suvarRI,suvarṇī,39796,5-386-c,suvayAH,suvayāḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38254,39812,5-387-a,suvinItA,suvinītā,39813,5-387-a,subIjaH,subījaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38280,39839,5-388-a,suSIvikA,suśīvikā,39840,5-388-a,suSImaH,suśīmaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38304,39864,5-389-a,susavI,susavī,39865,5-389-b,susampat,susampat
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38402,39966,5-393-b,sUtikAvAsaH,sūtikāvāsaḥ,39967,5-393-b,sUtikArogaH,sūtikārogaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38812,40391,5-430-c,skanDavandanA,skandhavandanā,40392,5-430-c,skanDamallakaH,skandhamallakaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38917,40500,5-435-c,stoma,stoma,40501,5-435-c,stoBaM,stobhaṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,38938,40521,5-441-b,strIparaH,strīparaḥ,40522,5-441-c,strIpaRyopajIvI,strīpaṇyopajīvī
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39111,40703,5-451-b,sTUlaSAwikA,sthūlaśāṭikā,40704,5-451-b,sTUlaSAwiH,sthūlaśāṭiḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39131,40723,5-452-a,sTOrI,sthaurī,40724,5-452-a,sTOReyaM,sthauṇeyaṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39370,40976,5-465-c,sraka,sraka,40977,5-465-c,srak,srak
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39406,41014,5-467-a,sruvAvfkzaH,sruvāvṛkṣaḥ,41015,5-467-a,sruH,sruḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39410,41018,5-467-a,srotaH,srotaḥ,41019,5-467-b,srotaISaH,srotaīśaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39415,41023,5-467-b,srotoYjanaM,srotoñjanaṃ,41024,5-467-c,srotAvahA,srotāvahā
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39465,41078,5-473-c,svapnakft,svapnakṛt,41079,5-473-c,svapnak,svapnak
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39475,41088,5-474-a,svayaMhArikA,svayaṃhārikā,41089,5-474-b,svayaMkftaH,svayaṃkṛtaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39479,41092,5-474-b,svayamupasTitaH,svayamupasthitaḥ,41093,5-474-b,svayaMpraBaH,svayaṃprabhaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39482,41095,5-474-c,svayamBuvaH,svayambhuvaḥ,41096,5-474-c,svayaMBuvA,svayaṃbhuvā
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39485,41098,5-474-c,svara,svara,41099,5-474-c,svar,svar
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39517,41131,5-486-a,svargiriH,svargiriḥ,41132,5-486-a,svargibaDUH,svargibadhūḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39555,41169,5-488-a,svarRayUTI,svarṇayūthī,41170,5-488-a,svarRanlatA,svarṇanlatā
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39582,41196,5-489-a,svavAminI,svavāminī,41197,5-489-a,svabIjaH,svabījaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39644,41263,5-492-c,svAyamBuvI,svāyambhuvī,41264,5-492-c,svarAw,svarāṭ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39683,41304,5-499-a,haH,haḥ,41305,5-499-a,haMsaH,haṃsaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39703,41324,5-500-c,haMsavAhanaH,haṃsavāhanaḥ,41325,5-501-a,haMmANGriH,haṃmāṅghriḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39754,41375,5-503-a,hana,hana,41376,5-503-a,han,han
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39772,41394,5-504-b,havuzA,havuṣā,41395,5-504-b,hambA,hambā
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39876,41502,5-518-a,hAralocanaH,hāralocanaḥ,41503,5-518-a,harivarzaM,harivarṣaṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39877,41503,5-518-a,harivarzaM,harivarṣaṃ,41504,5-518-a,harivaMSaH,harivaṃśaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,39896,41522,5-520-c,hariharAtmakaH,hariharātmakaḥ,41523,5-520-c,haritakI,haritakī
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,1,39946,41577,5-525-c,havaH,havaḥ,41578,5-525-c,hava,hava
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,40200,41841,5-539-b,himAhvayaH,himāhvayaḥ,41842,5-539-b,himASrayA,himāśrayā
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,40298,41942,5-545-a,hftkampaH,hṛtkampaḥ,41943,5-545-a,hftaM,hṛtaṃ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,40482,42138,5-554-a,hrasvaH,hrasvaḥ,42139,5-554-b,asvaH,asvaḥ
skd,main,M-pos/Hi-pos/Hf-slot/G-degem,isolated,0,40536,42195,5-555-c,hve,hve,42196,5-555-c,La,ḻa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,22,26,"0037,a",aMsatra,aṃsatra,27,"0037,a",aMsakUwa,aṃsakūṭa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,100,105,"0041,a",akrAntA,akrāntā,106,"0041,a",akratu,akratu
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,139,145,"0044,a",akzaracaRa,akṣaracaṇa,146,"0044,b",akzaracaYcu,akṣaracañcu
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,145,151,"0044,b",akzaranyAsa,akṣaranyāsa,152,"0044,b",akzarajIvika,akṣarajīvika
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,197,203,"0046,b",aKewika,akheṭika,204,"0046,b",aKAta,akhāta
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,235,244,"0048,b",agnAvizRu,agnāviṣṇu,245,"0048,b",agnAyI,agnāyī
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,311,320,"0059,b",agnivardDaka,agnivarddhaka,321,"0059,b",agnivarRRa,agnivarṇṇa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,338,347,"0061,b",agnistamBa,agnistambha,348,"0061,b",agnizvAtta,agniṣvātta
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,1,374,383,"0065,b",agratas,agratas,384,"0065,b",agrataHsara,agrataḥsara
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,416,425,"0067,b",agregA,agregā,426,"0067,b",agrega,agrega
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,481,493,"0071,b",aNkowa,aṅkoṭa,494,"0071,b",aNkIlaka,aṅkīlaka
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,483,495,"0071,b",aNkolikA,aṅkolikā,496,"0071,b",aNkolasAra,aṅkolasāra
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,496,509,"0075,a",aNganApriya,aṅganāpriya,510,"0075,a",aNgadanirvyUha,aṅgadanirvyūha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,511,524,"0076,a",aNgarAja,aṅgarāja,525,"0076,a",aNgarAj,aṅgarāj
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,528,541,"0078,a",aNgahAra,aṅgahāra,542,"0078,a",aNgahAni,aṅgahāni
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,537,550,"0079,b",aNgArakArin,aṅgārakārin,551,"0079,b",aNgArakamaRi,aṅgārakamaṇi
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,810,834,"0097,b",ata,ata,837,"0097,b",at,at
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,875,901,"0101,a",atinu,atinu,902,"0101,a",atinidra,atinidra
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,951,977,"0105,a",ativeDa,ativedha,978,"0105,a",ativegita,ativegita
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,1053,1079,"0110,a",atyukti,atyukti,1080,"0110,a",atyuktA,atyuktā
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,1150,1177,"0118,b",adridviz,adridviṣ,1178,"0118,b",adridugDa,adridugdha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,1229,1256,"0125,b",aDikatara,adhikatara,1257,"0125,b",aDikatama,adhikatama
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,1244,1271,"0129,a",aDikArTavacana,adhikārthavacana,1272,"0129,a",aDikAma,adhikāma
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,1420,1447,"0142,b",aDvaramImAMsA,adhvaramīmāṃsā,1448,"0142,b",aDvaraTa,adhvaratha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,1,1603,1632,"0153,b",anahaNkArin,anahaṅkārin,1633,"0153,b",anahaMkfta,anahaṃkṛta
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,1,1605,1634,"0153,b",anahaNkfti,anahaṅkṛti,1635,"0153,b",anahaMvAdin,anahaṃvādin
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,1671,1700,"0160,a",anAvila,anāvila,1701,"0160,a",anAvidDa,anāviddha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,1819,1848,"0173,b",anuttAna,anuttāna,1849,"0173,b",anuttaraNga,anuttaraṅga
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,1874,1903,"0175,b",anupada,anupada,1904,"0175,b",anupad,anupad
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2017,2046,"0185,b",anuviDAyin,anuvidhāyin,2047,"0185,b",anuvidDa,anuviddha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2058,2087,"0188,b",anuzwubgarBA,anuṣṭubgarbhā,2088,"0188,b",anuzaRqa,anuṣaṇḍa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2089,2118,"0190,a",anusyUta,anusyūta,2119,"0190,a",anusamAhAra,anusamāhāra
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2112,2141,"0191,a",anUrusAraTi,anūrusārathi,2142,"0191,a",anUrADa,anūrādha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2153,2182,"0194,b",anodana,anodana,2183,"0194,b",anoNkfta,anoṅkṛta
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2193,2222,"0198,a",antama,antama,2223,"0198,a",antapAla,antapāla
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2261,2290,"0203,a",antarmuKa,antarmukha,2291,"0203,a",antarmAtfkA,antarmātṛkā
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2292,2321,"0205,a",antassalila,antassalila,2322,"0205,b",antastApa,antastāpa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2350,2380,"0210,b",anDamBAvuka,andhambhāvuka,2381,"0210,b",anDam,andham
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2352,2382,"0210,b",anDAhi,andhāhi,2383,"0210,b",anDavartman,andhavartman
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2357,2387,"0211,a",anDula,andhula,2388,"0211,a",anDa,andha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2449,2479,"0218,b",anvavAya,anvavāya,2480,"0218,b",anvayavyatirekin,anvayavyatirekin
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2478,2508,"0220,b",anvizwa,anviṣṭa,2509,"0220,b",anviti,anviti
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2493,2523,"0221,a",apakarmman,apakarmman,2524,"0221,a",apakarttf,apakarttṛ
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2544,2574,"0224,a",apaYcIkfta,apañcīkṛta,2575,"0224,a",apajaya,apajaya
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2818,2849,"0242,b",apAkriyA,apākriyā,2850,"0243,a",apAktAt,apāktāt
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2884,2915,"0247,a",apIcya,apīcya,2916,"0247,a",apijU,apijū
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,2980,3011,"0259,a",apratikAra,apratikāra,3012,"0259,a",apratikarmman,apratikarmman
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3005,3036,"0261,b",apratisaMKyAniroDa,apratisaṃkhyānirodha,3037,"0261,b",apratiSruta,apratiśruta
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3126,3157,"0270,a",abuDya,abudhya,3158,"0270,a",abuDna,abudhna
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3145,3176,"0272,a",abdasAra,abdasāra,3177,"0272,a",abdavAhana,abdavāhana
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3170,3201,"0273,b",abBrotTa,abbhrottha,3202,"0273,b",abBri,abbhri
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3213,3244,"0284,a",aBikrama,abhikrama,3245,"0284,a",aBikftvan,abhikṛtvan
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3275,3306,"0288,b",aBidrA,abhidrā,3307,"0288,b",aBidipsu,abhidipsu
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3532,3563,"0307,b",aBihvrat,abhihvrat,3564,"0307,b",aBihUti,abhihūti
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3587,3618,"0310,a",aByaDva,abhyadhva,3619,"0310,a",aByakzRa,abhyakṣṇa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3673,3704,"0314,a",aByudyata,abhyudyata,3705,"0314,a",aByudDfta,abhyuddhṛta
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3684,3715,"0314,b",aByupetyASuSrUzA,abhyupetyāśuśrūṣā,3716,"0314,b",aByupetyA,abhyupetyā
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3686,3717,"0314,b",aByuzita,abhyuṣita,3718,"0314,b",aByuza,abhyuṣa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,1,3692,3724,"0315,a",aBraka,abhraka,3725,"0315,a",aBraMliha,abhraṃliha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3717,3749,"0316,a",ama,ama,3752,"0316,a",am,am
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3725,3759,"0318,b",amatra,amatra,3760,"0318,b",amatta,amatta
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3772,3806,"0320,b",amasa,amasa,3807,"0320,b",amalina,amalina
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3782,3816,"0321,b",amAya,amāya,3817,"0321,b",amAnin,amānin
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3786,3820,"0321,b",amAvasyA,amāvasyā,3821,"0321,b",amAvasu,amāvasu
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3888,3922,"0328,a",ambarOkas,ambaraukas,3923,"0328,b",ambara,ambara
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3938,3972,"0332,a",ambuvihAra,ambuvihāra,3973,"0332,a",ambuvisravA,ambuvisravā
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,1,3947,3981,"0332,b",amBas,ambhas,3982,"0333,a",amBaHsAra,ambhaḥsāra
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,3953,3987,"0333,a",amBojazaRqa,ambhojaṣaṇḍa,3988,"0333,a",amBojajanman,ambhojajanman
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4027,4062,"0339,b",ayanavalana,ayanavalana,4063,"0339,b",ayanaja,ayanaja
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4072,4107,"0344,b",ayugmanetra,ayugmanetra,4108,"0344,b",ayugmacCada,ayugmacchada
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4270,4307,"0361,a",aruza,aruṣa,4308,"0361,a",aruz,aruṣ
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4335,4375,"0364,a",arcatri,arcatri,4376,"0364,a",arcattrya,arcattrya
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4423,4464,"0373,a",arTopamA,arthopamā,4465,"0373,a",arTopakzepaka,arthopakṣepaka
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4494,4537,"0378,a",ardDodayAsana,arddhodayāsana,4538,"0378,a",ardDendumOli,arddhendumauli
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4520,4563,"0380,a",arvvAc,arvvāc,4564,"0380,a",arvAgvasu,arvāgvasu
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4572,4618,"0409,a",alaYjura,alañjura,4619,"0409,a",alaYjIvika,alañjīvika
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4576,4622,"0409,a",alanDana,alandhana,4623,"0409,a",alantarAm,alantarām
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4587,4633,"0409,b",alaya,alaya,4634,"0409,b",alambusA,alambusā
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4589,4635,"0409,b",alarka,alarka,4636,"0410,a",alapas,alapas
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4596,4642,"0410,b",alAbU,alābū,4643,"0410,b",alAbumaya,alābumaya
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4672,4719,"0416,b",avakuYcana,avakuñcana,4720,"0416,b",avakIrRivratam,avakīrṇivratam
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4826,4873,"0429,a",avanAya,avanāya,4874,"0429,a",avanAma,avanāma
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4877,4924,"0432,a",avamAnin,avamānin,4925,"0432,a",avamAnanIya,avamānanīya
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,4988,5036,"0445,b",avasarpin,avasarpin,5037,"0445,b",avasarga,avasarga
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5049,5097,"0448,b",avAkSruti,avākśruti,5098,"0448,b",avAkin,avākin
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5052,5100,"0448,b",avANmuKa,avāṅmukha,5101,"0448,b",avANmanasagocara,avāṅmanasagocara
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5056,5104,"0449,a",avAta,avāta,5105,"0449,a",avAYcita,avāñcita
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5057,5105,"0449,a",avAYcita,avāñcita,5106,"0449,a",avAcyadeSa,avācyadeśa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5128,5176,"0458,a",avidugDa,avidugdha,5177,"0458,a",avidita,avidita
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5129,5177,"0458,a",avidita,avidita,5178,"0458,a",avidAhin,avidāhin
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5198,5246,"0463,a",aviSvAsin,aviśvāsin,5247,"0463,a",aviSlizwa,aviśliṣṭa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5257,5305,"0466,a",avda,avda,5306,"0466,a",abdapa,abdapa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5280,5328,"0469,b",avyaBicArin,avyabhicārin,5329,"0470,a",avyaBicAra,avyabhicāra
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5313,5361,"0472,b",avyutpanna,avyutpanna,5362,"0472,b",avyutTiti,avyutthiti
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5321,5370,"0473,a",aSakti,aśakti,5371,"0473,b",aSakumBI,aśakumbhī
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5450,5499,"0497,a",aSrOta,aśrauta,5500,"0497,a",aSAGA,aśāghā
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5462,5511,"0505,a",aSvaKura,aśvakhura,5512,"0505,a",aSvakinI,aśvakinī
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5583,5633,"0518,a",azwadiS,aṣṭadiś,5634,"0518,a",azwadikkariRI,aṣṭadikkariṇī
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5591,5641,"0518,b",azwapAd,aṣṭapād,5642,"0518,b",azwapadikA,aṣṭapadikā
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5634,5684,"0525,b",azwAviMSatitattva,aṣṭāviṃśatitattva,5685,"0526,a",azwAra,aṣṭāra
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5726,5778,"0541,b",asamaYjasa,asamañjasa,5779,"0541,b",asamaYjas,asamañjas
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5735,5787,"0542,b",asamazwa,asamaṣṭa,5788,"0542,b",asamavAyikAraRa,asamavāyikāraṇa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5802,5854,"0550,b",asAmarTya,asāmarthya,5855,"0550,b",asAmayika,asāmayika
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5861,5915,"0558,a",asurAryya,asurāryya,5916,"0558,a",asurADipa,asurādhipa
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5865,5919,"0558,a",asuzvi,asuṣvi,5920,"0558,a",asulaBa,asulabha
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,5982,6036,"0570,b",asmad,asmad,6037,"0570,b",asmattrA,asmattrā
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,6142,6199,"0586,b",ahorAtra,ahorātra,6200,"0586,b",ahoraTantara,ahorathantara
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,6152,6209,"0586,b",ahruta,ahruta,6210,"0586,b",ahrIka,ahrīka
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,6159,6216,"0587,a",Akampita,ākampita,6217,"0587,a",Akatya,ākatya
vcp,main,M-pos/Hi-pos/Hf-drop/G-degem,isolated,0,6213,6270,"0600,a",AkIrRRa,ākīrṇṇa,6271,"0600,a",AkIm,ākīm
