dict,L,k1,n_preverb_sub,preverbs
pw,134348,hA,22,ati|anu|apa|aBi|ud|atyud|anUd|aByud|prod|pratyud|samud|upa|ni|nis|parA|pra|atipra|aBipra|vi|sam|parisam|pratisam
pw,134349,hA,21,apa|vyapa|api|ava|vyava|samava|A|apA|samud|upa|ni|nis|pari|pra|vipra|saMpra|prati|vi|pravi|prativi|sam
pw,134538,hi,11,apa|api|A|pari|pra|anupra|aBipra|upapra|pratipra|saMpra|sam
pw,134540,hiMs,7,vyati|ava|A|upa|ni|prati|vi
pw,134592,hiRq,3,A|anvA|pari
pw,134928,hIq,1,ni
pw,134973,hu,12,aDi|apa|aBi|ava|A|ud|aByud|upa|nis|pra|prati|sam
pw,134974,hu,3,aBi|A|sAmA
pw,135028,hum,2,kar|kar
pw,135070,hUrC,2,anu|vi
pw,135259,heW,1,vi
pw,135445,hel,2,ava|vi
pw,135465,hez,1,aBi
pw,135644,hnu,9,apa|api|ni|atini|apani|aBini|vini|pari|vi
pw,135645,hmal,2,apa|vi
pw,135665,hras,4,apa|nis|pra|prati
pw,135694,hrAd,5,anu|ni|nis|pra|sam
pw,135714,hrI,1,sam
pw,135733,hru,3,aBi|pari|vi
pw,135754,hlAd,3,A|pra|sam
pw,135770,hvar,10,aBi|ava|A|upa|samupa|pari|pra|prati|vi|sam
pw,135774,hval,5,pari|pra|vi|parivi|saMvi
pw,135777,hvA,27,ati|anu|aBi|prABi|ava|A|atyA|anvA|aByA|upA|paryA|pratyA|vyA|samA|ud|upa|paryupa|pratyupa|samupa|ni|nis|pari|pra|pratipra|prati|vi|sam
pw,201221,arD,1,vi
pw,201420,as,1,aBisam
pw,201462,asUy,1,aBi
pw,201621,As,1,anu
pw,201625,i,3,prADi|ud|aBipalA
pw,202668,AhlAdayitar,2,palyA|atipari
pw,202923,kar,1,ud
pw,203058,kUq,1,ni
pw,203059,kUR,1,vi
pw,203988,as,2,anvaDi|pratinim
pw,204092,Ap,2,paryava|sam
pw,204383,kar,1,pravi
pw,204515,kram,1,prati
pw,204604,graB,1,aBipari
pw,204662,ci,1,samaByud
pw,204686,jan,1,pratyA
pw,204986,ac,2,ni|prati
pw,205313,arTay,1,sam
pw,205357,as,5,A|upa|praRi|pari|pratisam
pw,205593,gar,1,vini
pw,205596,gAh,1,pra
pw,205652,jan,1,parivi
pw,205850,pad,1,pratyA
pw,205855,par,1,vyA
pw,206426,arC,1,A
pw,206865,utpuMsay,1,samud
pw,206942,Uh,3,vinis|pra|nirvi
pw,207003,kar,2,paryA|vi
pw,207157,gam,1,nis
pw,207255,cumb,1,A
pw,207339,tar,2,samava|ud
pw,207469,drA,1,vini
pw,207491,DA,2,aByupa|aBisam
pw,207518,naw,1,vi
pw,207611,nI,3,samava|upa|aBipra
pw,207665,pat,1,aBisam
pw,208094,mA,2,A|sam
pw,208160,ruMz,2,aDi|prati
pw,208655,i,1,atipari
pw,209028,DA,2,vini|sam
pw,209337,vaYc,1,vi
pw,209341,varmay,1,sam
pw,209866,ac,3,samud|ni|prati
pw,209993,aYj,1,pravi
pw,212696,arC,3,A|upa|nis
pw,212731,arTay,2,pra|sam
pw,212755,arD,1,vi
pw,212914,av,1,aBi
pw,213486,as,13,aDi|anvaDi|A|ud|upa|aDini|upani|praRi|pratinis|pari|vipari|aBisam|pratisam
pw,213689,asUy,1,aBi
pw,214162,Ap,4,ava|payarva|vi|sam
pw,214444,As,1,anu
pw,214506,i,12,prADi|anu|samudA|palyA|ud|upopa|upani|atipari|aBipalA|upasaMpra|prati|vi
pw,214592,irasy,1,aBi
pw,214598,iz,2,upa|atipra
pw,214627,Ikz,6,samaBi|niraByava|aDyupa|pratyupa|samupa|upapari
pw,214638,Ir,2,vi|sam
pw,214680,uc,1,sam
pw,215305,Uh,6,vinis|aBipari|pra|anupra|nirvi|prativi
pw,215741,kamp,1,ud
pw,215749,kayASuBIya,8,anvava|aByA|paryA|ud|vi|pravi|sam|aBisam
pw,215750,kar,1,avasam
pw,215844,karz,4,apod|samud|viprati|sam
pw,215847,kal,2,anu|samA
pw,215879,kalp,2,pravi|sam
pw,215926,kas,1,nis
pw,216082,kAS,1,sam
pw,216152,kuc,1,sam
pw,216184,kutsay,1,vi
pw,216291,kUq,1,ni
pw,216485,kram,6,pratyati|apa|pratyud|samud|pari|prati
pw,216486,krAnta,1,pratisam
pw,216502,krI,1,pari
pw,216503,krIq,1,sam
pw,216511,kruS,2,pari|prati
pw,216523,klid,2,A|samA
pw,216553,kzam,1,anu
pw,216564,kzA,1,saMpra
pw,216582,kzip,4,A|ativi|aBivi|pravi
pw,216696,KyA,2,samA|pratisam
pw,216760,gad,1,pari
pw,216783,gam,4,A|aByud|nis|upanis
pw,216790,gar,1,aBiprati
pw,216791,gar,3,ud|prod|vini
pw,216833,gA,4,aDi|ava|pra|vi
pw,216834,gA,1,ava
pw,216857,gAh,2,pra|mam
pw,216893,gup,1,vi
pw,216908,guh,1,ni
pw,216970,gopay,1,vi
pw,217016,graT,1,ud
pw,217019,graB,7,anu|upod|nis|anupari|aBipari|prati|vi
pw,217066,Gaww,2,vyA|samA
pw,217089,Guz,1,ud
pw,217129,cakz,2,aBipra|vi
pw,217227,car,4,anvaByava|upa|pari|anupari
pw,217293,ci,2,pratyaBi|samaByud
pw,217348,cumb,1,pari
pw,217399,Cad,2,upa|vi
pw,217423,Cid,1,vipra
pw,217429,Cur,1,A
pw,217452,jan,5,ava|pratyA|nis|pra|parivi
pw,217559,ji,2,apa|aBinis
pw,217572,jIv,1,aBi
pw,217607,jYA,2,anu|pra
pw,217673,takz,3,A|nis|pari
pw,217715,tan,2,pra|pravi
pw,217757,tar,5,samava|ud|vyud|pratinis|pra
pw,217770,tark,3,pari|pra|anuvi
pw,217868,tud,1,ud
pw,218014,daMS,1,vi
pw,218020,dakziRa,1,A — diS
pw,218065,daB,1,prati
pw,218080,darS,2,pra|aBipra
pw,218102,dA,5,upA|vyA|nirvyA|samA|pari
pw,218104,dA,1,pari
pw,218133,dAS,1,A
pw,218158,diS,3,samA|ud|sam
pw,218162,dIkz,1,anu
pw,218177,du,1,saMpari
pw,218248,dUzay,1,pra
pw,218329,dyut,1,ava
pw,218354,drA,1,vini
pw,218436,Dar,1,saMpra
pw,218476,DA,10,anvava|samA|aByupa|anuni|vini|saMpi|pra|vi|sam|aBisam
pw,218494,DAv,2,aBivi|sam
pw,218506,DU,2,A|samud
pw,218526,DyA,1,ni
pw,218551,naw,1,vi
pw,218554,nad,1,aBivi
pw,218559,nand,2,samaBi|samA
pw,218570,nam,5,nis|vipari|aBipra|samaBipra|sam
pw,218612,naS,2,pra|vipra
pw,218872,nI,10,samanu|vyava|samava|samudA|upa|pi|pra|atipra|aBipra|aBivi
pw,218912,ned,1,pra
pw,219020,paw,2,pari|vi
pw,219037,pat,4,samA|aByud|aBini|aBisam
pw,219058,pad,9,aByava|pratyA|aByupa|vyupa|ni|parinis|anuprati|viprati|sam
pw,219087,par,1,vyA
pw,219088,par,1,vi
pw,219256,pA,1,nis
pw,219374,pIq,3,ud|ni|aBinis
pw,219462,pU,1,ava
pw,219900,plu,2,samA|anupari
pw,219918,Pull,1,ud
pw,219930,banD,2,A|vini
pw,219988,bAD,1,vyA
pw,220032,buD,1,vi
pw,220115,Bar,1,prati
pw,220163,BAs,1,prati
pw,220168,Bid,2,ava|upapra
pw,220193,BU,2,ud|samud
pw,220297,maT,1,pari
pw,220330,man,3,samanu|saMprod|prati
pw,220446,mA,3,A|pra|sam
pw,220493,mi,1,sam
pw,220494,miYj,2,ni|sam
pw,220536,muc,3,pra|vi|pratisam
pw,220546,mud,1,pratisam
pw,220560,mUrC,1,vi
pw,220628,yat,1,anvA
pw,220668,yam,3,parini|pratini|aBisam
pw,220678,yA,6,vyatI|aBi|A|pari|pra|aBipra
pw,220700,yuj,5,nis|pra|atipra|visaMpra|pratisam
pw,220759,ran,1,saMpra
pw,220790,rAD,2,sam|aBisam
pw,220799,ri,1,ni
pw,220811,ruz,1,aDi
pw,220814,rud,1,aBi
pw,220819,ruD,2,samupa|prativi
pw,220823,ruh,2,vyupa|vi
pw,220847,lakzay,2,samaBi|A
pw,220854,laNg,1,ati
pw,220857,laNG,1,prod
pw,220858,laq,1,upa
pw,220888,lul,2,pari|vi
pw,220894,lok,3,vyava|samud|prati
pw,220922,vac,1,vi
pw,220927,vaYc,1,vi
pw,220952,var,2,pra|saMpra
pw,220966,varRay,2,sam|anusam
pw,220967,vart,5,antar|ud|pari|saMpari|pratisaMni
pw,220974,varmay,1,sam
pw,220998,vas,1,aBivi
pw,220999,vas,1,vi
pw,221008,vah,3,aBi|samud|prati
pw,221231,viS,1,manas
pw,221385,vraj,1,anupra
pw,221543,SramB,1,pratipra
pw,221547,Sri,2,saMni|nis
pw,221551,Sru,1,upa
pw,221647,saYj,3,aBi|vi|sam
pw,221657,sad,6,ud|anUpa|aBipra|samaBipra|vipra|sam
pw,221739,samI,1,BU
pw,221792,sar,6,ati|vyati|aBi|pratyava|aBipra|vyapasam
pw,221800,sarj,5,prod|pratini|pratinis|prativini|vi
pw,221900,sic,1,ni
pw,221987,star,1,pratyA
pw,221998,sTA,1,vyud
pw,222008,sPar,1,pari
pw,222020,sru,1,pra
pw,222039,har,1,pratyud
pw,222055,hA,1,aBivi
pw,222088,ac,1,ud
pw,222244,as,2,pra|utpra
pw,222341,kuT,1,pari
pw,222493,par,2,vipari|vi
pwg,41,aMsay,1,vi
pwg,165,akz,2,nis|sam
pwg,606,aGAy,1,aBi
pwg,666,aNKay,1,pari
pwg,667,aNg,2,pali|vipali
pwg,791,ac,8,apa|A|ud|upa|ni|pari|vi|sam
pwg,871,aj,10,apa|aBi|ava|A|aByA|ud|upa|nis|vi|sam
pwg,1052,aYj,10,aDi|antar|aBi|A|ni|pra|prati|vi|aBivi|sam
pwg,1087,aw,1,pari
pwg,1188,at,3,aBi|ava|sam
pwg,1655,ad,5,ava|A|pra|vi|sam
pwg,2199,an,14,apa|aByapa|ava|ud|aByud|upa|parA|pari|pra|anupra|aBipra|vi|aBivi|sam
pwg,5034,am,3,aBi|vi|sam
pwg,5535,ar,14,anu|apa|aBi|ava|A|ud|upa|ni|nis|pra|prati|vi|sam|aBisam
pwg,5818,arc,7,anu|aBi|samaBi|pra|aBipra|prati|sam
pwg,5842,arC,10,apa|aBi|A|avA|upa|ni|nis|pra|vi|sam
pwg,5843,arC,1,sam
pwg,5844,arj,10,ati|apyati|anu|api|ava|anvava|samava|ud|upa|pra
pwg,5847,arj,4,aBi|A|ni|sam
pwg,5903,arTay,6,aBi|pra|aBipra|saMpra|prati|sam
pwg,5935,ard,9,ati|aBi|ud|ni|nis|pra|prati|vi|sam
pwg,5940,arD,6,aDi|anu|A|upa|vi|sam
pwg,6070,arz,5,aBi|pari|pra|vi|sam
pwg,6071,arz,5,ud|upa|ni|pari|vi
pwg,6075,arh,3,ati|aBi|pra
pwg,6233,av,6,anu|ud|upa|pra|saMpra|sam
pwg,6878,aS,12,anu|aBi|A|ud|upa|pari|pra|vi|anuvi|sam|anusam|upasam
pwg,6879,aS,9,ati|A|upa|samupa|nis|pari|pra|vi|sam
pwg,7256,as,13,ati|vyati|anu|api|aBi|Avis|upa|ni|pari|pra|prati|prAdus|vi
pwg,7257,as,36,ati|vyati|aDi|anu|apa|aBi|ava|aByava|A|ud|anUd|paryud|vyud|upa|vyupa|ni|aBini|upani|samupani|parini|pratini|vini|saMni|nis|parA|pari|vipari|pra|anupra|aBipra|pratipra|prati|vi|sam|anusam|upasam
pwg,7452,asUy,1,aBi
pwg,7606,ah,1,sam
pwg,7607,ah,6,aDi|anu|nis|pra|prati|vi
pwg,7777,AkarRay,1,sam
pwg,8712,Ap,22,aBi|ava|pratyava|samava|ud|upa|pari|saMpari|pra|anupra|samanupra|aBipra|upapra|saMpra|anusaMpra|aBisaMpra|upasaMpra|vi|aBivi|sam|anusam|parisam
pwg,9394,AliNg,2,prati|sam
pwg,9721,As,12,aDi|samaDi|anu|A|ud|upa|paryupa|samupa|pari|prati|sam|pratisam
pwg,9940,i,114,acCa|ati|anvati|aByati|upAti|antarupAti|vyati|samati|aDi|prADi|pratyaDi|samaDi|anu|samanu|antar|apa|vyapa|api|aBi|samaBi|ava|anvava|aByava|samaByava|upAva|paryava|pratyava|aBipratyava|vyava|anuvyava|samava|astam|aByastam|A|acCA|atyA|anvA|aByA|samaByA|udA|anUdA|aByudA|upodA|upA|aByupA|nyA|nirA|paryA|anuparyA|aBiparyA|pratyA|aBipratyA|samA|aBisamA|upasamA|ud|anUd|apod|aByud|upod|prod|pratyud|samud|upa|aDyupa|aByupa|samaByupa|samopa|pratyupa|samupa|dus|ni|aBini|upani|nis|parA|anuparA|aBiparA|upaparA|pratiparA|viparA|pari|anupari|aBipari|pratipari|vipari|prativipari|saMpari|palA|prapalA|vipalA|saMpalA|pali|upapali|vipali|pra|anupra|apapra|aBipra|upapra|paripra|vipra|saMpra|prati|saMprati|pla|vi|anuvi|aBivi|sam|atisam|anusam|aBisam|upasam
pwg,9980,iNg,2,ud|sam
pwg,10088,iD,6,anu|aBi|A|pra|sam|pratisam
pwg,10096,in,6,A|upa|pra|prati|vi|sam
pwg,10098,inakz,2,ud|sam
pwg,10304,iyakz,2,aBi|pra
pwg,10314,irajy,1,pra
pwg,10319,irasy,1,aBi
pwg,10344,il,1,ava
pwg,10371,iz,9,anu|api|pra|anupra|aBipra|upapra|nipra|paripra|saMpra
pwg,10373,iz,9,aDi|anu|paryanu|samanu|aBi|A|pari|prati|saMprati
pwg,10374,iz,1,anu
pwg,10381,izaRy,1,sam
pwg,10470,Ikz,51,aDi|anu|samanu|apa|vyapa|aBi|ava|anvava|aByava|upAva|nirava|paryava|pratyava|samava|A|ud|aByud|pratyud|samud|upa|aByupa|samupa|nis|saMnis|parA|pari|pra|anupra|aBipra|samaBipra|Apra|utpra|upapra|vipra|saMpra|aBisaMpra|prati|saMprati|vi|anuvi|aBivi|samaBivi|udvi|samudvi|upavi|prativi|saMvi|sam|anusam|aBisam|prasam
pwg,10478,INK,3,pari|pra|sam
pwg,10484,Iq,3,pra|upapra|prati
pwg,10503,Ir,13,A|nyA|ud|aByud|samud|ni|pra|aBipra|saMpra|prati|vi|sam|aBisam
pwg,10559,Iz,9,apa|A|upA|ud|samud|upa|prati|vi|sam
pwg,10571,Ih,1,sam
pwg,10579,u,2,A|vi
pwg,10605,ukz,13,anu|aBi|ava|A|ud|upa|nis|pari|pra|saMpra|vi|aBivi|sam
pwg,10606,ukz,2,ati|sam
pwg,10654,uc,3,aBi|ni|sam
pwg,10750,ujJ,2,pra|sam
pwg,10753,uYC,1,pra
pwg,10790,utkaRW,1,sam
pwg,11137,ud,6,aBi|ava|upa|ni|vi|sam
pwg,11627,unmUlay,1,sam
pwg,12367,ubj,7,ud|aByud|ni|aBini|nis|vi|sam
pwg,12369,uB,3,apa|pra|sam
pwg,12602,uz,8,aBi|ava|ud|upa|samupa|ni|prati|sam
pwg,12775,UrRu,6,apa|aBi|A|pra|saMpra|vi
pwg,12883,Uh,26,ati|aDi|apa|avApa|vyapa|aBi|ava|ud|aByud|pratyud|vyud|upa|samupa|nis|pari|vipari|pra|prati|vi|anuvi|nirvi|prativi|sam|aBisam|upasam|parisam
pwg,12884,Uh,5,ati|apa|api|aBi|ni
pwg,13470,ej,4,apa|ud|pra|sam
pwg,13512,eD,3,aDi|e|sam
pwg,13581,ez,3,ati|upa|pari
pwg,13761,oK,1,parA
pwg,14266,kac,2,A|vi
pwg,14331,kaw,1,pra
pwg,14613,katT,2,A|vi
pwg,14625,kaTay,3,anu|pra|sam
pwg,14692,kan,2,A|sam
pwg,14989,kam,3,anu|aBi|ni
pwg,15024,kamp,12,anu|samanu|aBi|A|ud|pra|anupra|aBipra|saMpra|prati|vi|sam
pwg,15071,kar,42,ati|aDi|anu|apa|aBi|A|atyA|apA|aByA|avA|udA|upA|aByupA|samupA|nyA|nirA|paryA|vyA|samA|upasamA|is|ud|upa|pratyupa|ni|prani|vini|nis|aBinis|upanis|parA|pari|pra|vipra|saMpra|prati|vi|anuvi|sam|aBisam|upasam|pratisam
pwg,15073,kar,31,vyati|anu|apa|aBi|ava|anvava|aByava|paryava|samava|A|apA|avA|vyA|samA|ud|samud|upa|ni|vini|saMni|parA|pari|anupari|pra|vipra|saMpra|prati|vi|anuvi|pravi|sam
pwg,15421,kart,16,samaDi|anu|apa|api|ava|ud|samud|upa|ni|vini|nis|pari|pra|vi|aDivi|sam
pwg,15422,kart,2,ud|pari
pwg,15586,karS,2,ava|vi
pwg,15590,karz,29,ati|anu|apa|vyapa|aBi|ava|aByava|vyava|A|apA|vyapA|paryA|vyA|samA|ud|apod|samud|upa|samupa|ni|saMni|nis|parA|pari|pra|vipra|prati|vi|sam
pwg,15591,karz,3,pari|prati|vi
pwg,15603,kal,8,ava|vyava|A|pratyA|ud|pari|sam|pratyAsam
pwg,15604,kal,5,ud|pari|pra|sam|anusam
pwg,15749,kalp,15,anu|samanu|aBi|ava|A|ud|upa|samupa|pari|pra|sapraM|prati|vi|sam|upasam
pwg,15914,kaz,4,apa|A|ud|ni
pwg,15941,kas,7,ud|nis|pra|vi|anuvi|pravi|sam
pwg,16114,kANkz,9,anu|aBi|A|aByA|pratyA|samA|pra|prati|vi
pwg,16988,kAS,15,anu|aBi|ava|A|ud|ni|saMni|nis|pra|aBipra|saMpra|prati|vi|anuvi|sam
pwg,17097,kAs,1,ud
pwg,17370,kIrtay,8,anu|samaBi|ud|pari|saMpari|pra|saMpra|sam
pwg,17467,kuc,7,anu|ava|A|ud|ni|vi|sam
pwg,17509,kuw,3,ud|vi|sam
pwg,17510,kuw,2,ava|pra
pwg,17621,kuRW,1,vi
pwg,17694,kutsay,2,aBi|ava
pwg,17701,kuT,1,pra
pwg,17753,kunT,2,kunT|prani
pwg,17767,kup,4,ati|pari|pra|sam
pwg,18291,kuz,4,anu|aBi|ava|nis
pwg,18409,kU,1,A
pwg,18420,kUj,11,anu|aBi|A|ud|upa|ni|nis|pari|prati|vi|sam
pwg,18510,kUrd,3,ati|ud|pra
pwg,18525,kUl,1,ava
pwg,18751,kfpAy,1,anu
pwg,19013,ketay,1,sam
pwg,19708,knUy,1,aBi
pwg,19756,krand,10,anu|aBi|ava|A|samA|ni|pari|pra|vi|sam
pwg,19763,krap,1,anu
pwg,19764,kram,59,ati|atyati|aByati|vyati|samati|aDi|anu|samanu|apa|aByapa|vyapa|aBi|samaBi|ava|anvava|A|atyA|aDyA|anvA|apA|aByA|upA|samupA|nirA|samA|ud|atyud|anUd|aByud|upod|vyud|samud|upa|samupa|ni|anuni|aBini|nis|aBinis|upanis|vinis|parA|pari|anupari|vipari|saMpari|pra|aBipra|saMpra|prati|anuprati|vi|aDivi|anuvi|nirvi|sam|anusam|upasam|pratisam
pwg,19863,krI,9,apa|aBi|ava|A|upa|nis|pari|vi|sam
pwg,19866,krIq,11,anu|ava|A|samA|upa|ni|pari|pra|vi|sam|parisam
pwg,19905,kruD,7,aBi|samaBi|pari|prati|sam|aBisam|pratisam
pwg,19912,kruS,20,ati|anu|apa|aBi|ava|A|aByA|pratyA|vyA|samA|ud|aByud|prod|samud|upa|pari|pra|vi|sam|aBisam
pwg,20014,klam,2,pari|vi
pwg,20018,klav,1,vi
pwg,20020,klid,8,ava|A|samA|ud|pari|pra|vi|sam
pwg,20025,kliS,6,ud|samud|upa|pari|vi|sam
pwg,20059,kvaR,3,upa|ni|pra
pwg,20063,kvaT,2,ud|nis
pwg,20138,kzad,1,aBi
pwg,20140,kzan,5,upa|pari|vi|aBivi|parivi
pwg,20144,kzap,1,sam
pwg,20162,kzam,3,aBi|ava|sam
pwg,20198,kzar,12,ati|aByati|anu|aBi|ava|A|upa|pari|pra|aBipra|vi|sam
pwg,20208,kzal,5,ava|pari|pra|aBipra|vi
pwg,20213,kzA,3,ava|pra|saMpra
pwg,20253,kzAray,1,A
pwg,20272,kzi,6,aDi|anu|A|upa|pari|prati
pwg,20273,kzi,1,aDi
pwg,20274,kzi,9,anu|apa|api|ava|upa|pari|pra|vi|sam
pwg,20315,kzip,29,ati|aDi|apa|aBi|ava|samava|A|paryA|vyA|samA|ud|samud|upa|ni|upani|pratini|vini|nis|vinis|parA|pari|pra|saMpra|prati|vi|sam|aBisam|upasam|parisam
pwg,20433,kzIv,1,pra
pwg,20435,kzu,1,ava
pwg,20447,kzud,4,ava|pra|vi|sam
pwg,20531,kzuD,1,vi
pwg,20546,kzuB,4,pra|saMpra|vi|sam
pwg,20722,kzRu,4,ava|A|pra|sam
pwg,20733,kzmAy,1,vi
pwg,20739,kzviq,2,A|pra
pwg,20741,kzvid,1,pra
pwg,20782,Kac,1,ud
pwg,20894,KaRqay,5,ava|A|ud|pari|vi
pwg,20919,Kad,1,prani
pwg,20941,Kan,9,aBi|A|ud|prod|samud|ni|nis|pari|vi
pwg,21155,KAd,3,A|prani|sam
pwg,21215,Kid,6,A|ud|ni|pari|pra|sam
pwg,21236,Kud,1,pra
pwg,21311,KyA,31,ati|anu|antar|aBi|ava|A|anvA|aByA|udA|upA|pratyA|vyA|anuvyA|upavyA|samA|upa|parA|pari|saMpari|pra|prati|vi|aBivi|pravi|sam|anusam|aBisam|upasam|parisam|prasam|pratisam
pwg,21498,gaRay,6,aDi|anu|ava|pari|pra|vi
pwg,21607,gad,9,praRyA|ni|aBini|pariRi|praRi|pratini|pari|prati|vi
pwg,21638,gaD,2,A|pari
pwg,21814,gam,62,acCa|ati|upAti|vyati|aDi|samaDi|anu|samanu|antar|apa|vyapa|api|aBi|samaBi|aram|ava|pratyava|samava|astam|A|aDyA|anvA|samanvA|aByA|samaByA|samudA|upA|aByupA|samupA|nyA|paryA|pratyA|saMpratyA|samA|aBisamA|ud|aByud|prod|pratyud|samud|upa|aByupa|samupa|ni|upani|saMni|nis|aBinis|vinis|saMnis|parA|pari|punar|pra|vipra|prati|vi|pravi|sam|aBisam|upasam|saha
pwg,21847,gar,13,anu|apa|api|aBi|A|pratyA|upa|pra|saMpra|prati|aBiprati|sam|aBisam
pwg,21848,gar,6,ava|ud|upa|ni|nis|sam
pwg,21849,gar,3,anu|pra|prati
pwg,21898,garj,9,anu|aBi|samaBi|pari|pra|saMpra|prati|vi|sam
pwg,21937,garD,2,anu|prati
pwg,22041,garh,5,ava|ni|pari|prati|vi
pwg,22048,gal,9,ava|A|paryA|samA|ud|ni|nis|pari|vi
pwg,22088,galB,2,ava|pra
pwg,22170,gA,36,acCa|ati|vyati|aDi|anu|samanu|antar|apa|api|aBi|ava|anvava|anuvyava|aByastam|A|anvA|aByA|samaByA|udA|upA|paryA|anuparyA|ud|aByud|pratyud|upa|ni|nis|parA|pari|anupari|pra|upapra|prati|vi|sam
pwg,22171,gA,16,acCa|anu|aBi|ava|A|ud|prod|pratyud|upa|ni|pari|pra|aBipra|saMpra|vi|sam
pwg,22362,gAh,13,ati|aBi|ava|vyava|ud|upa|pra|aBipra|saMpra|prati|vi|pravi|sam
pwg,22497,gu,1,prati
pwg,22498,gu,1,vi
pwg,22587,guRay,3,anuguRita|pari|praguRita
pwg,22628,guRW,1,ava
pwg,22667,gup,10,aDi|anu|aBi|upa|nis|pari|prati|vi|sam|aBisam
pwg,22683,gur,7,ati|apa|aBi|ava|A|ud|pra
pwg,22745,guh,9,apa|ava|ud|upa|samupa|ni|vini|vi|sam
pwg,23182,gopay,2,aBi|pra
pwg,23196,gopAy,2,aBi|pari
pwg,23621,graT,7,A|ud|samud|upa|ni|vi|sam
pwg,23656,graB,38,ati|anu|samanu|apa|api|aBi|ava|pratyava|vyava|A|upA|samA|ud|upod|pratyud|samud|upa|ni|upani|pratini|vini|saMni|nis|pari|saMpari|pra|paripra|pratipra|saMpra|prati|saMprati|vi|sam|anusam|aBisam|upasam|pratisam|saha
pwg,23661,gras,5,aBi|A|upa|pra|sam
pwg,23861,glA,5,ava|pari|aBipari|pra|vi
pwg,23883,Gaw,7,A|vyA|ud|pari|pra|vi|sam
pwg,23918,Gaww,7,anu|ava|A|ud|pari|vi|sam
pwg,24000,Gar,4,aBi|pratyaBi|A|vyA
pwg,24037,Garz,11,ava|A|ud|ni|saMni|nis|pari|pra|saMpra|vi|sam
pwg,24043,Gas,4,api|ud|pra|vi
pwg,24080,Guw,2,ava|vyA
pwg,24100,Guz,13,anu|ava|A|vyA|ud|prod|upa|nis|pra|vi|udvi|sam|parisam
pwg,24101,Guz,1,ni
pwg,24110,GUrR,5,ava|A|vyA|pari|vi
pwg,24247,GrA,13,anu|aBi|ava|A|upA|samupA|samA|ud|upa|samupa|pari|vi|sam
pwg,24261,cak,2,ud|pra
pwg,24382,cakz,23,anu|aBi|ava|A|anvA|aByA|udA|pratyA|saMpratyA|vyA|samA|pari|pra|aBipra|saMpra|prati|vi|aBivi|pravi|sam|avasam|parisam|prasam
pwg,24449,caw,1,ud
pwg,24519,cat,3,nis|pra|vi
pwg,24850,cam,5,A|anvA|paryA|samA|vi
pwg,24902,car,52,ati|vyati|aDi|anu|antar|apa|aBi|pratyaBi|vyaBi|ava|anvava|aByava|nyava|A|aDyA|anvA|aByA|udA|samudA|upA|samupA|upanyA|paryA|samA|anusamA|ud|aByud|prod|pratyud|vyud|anuvyud|samud|upa|dus|nis|vinis|parA|pari|pra|saMpra|prati|vi|anuvi|aBivi|parivi|pravi|anusaMvi|sam|anusam|aBisam|upasam|pratisam
pwg,24921,caraRy,2,A|ud
pwg,24962,carc,1,anu
pwg,24974,cart,10,ati|ava|A|upa|ni|nis|pari|pra|vi|sam
pwg,25044,cal,10,A|ud|samud|pari|pra|saMpra|vi|anuvi|pravi|sam
pwg,25297,ci,27,aDi|anu|apa|ava|A|anvA|avA|paryA|samA|ud|aByud|samud|upa|samupa|ni|Ani|pariRi|saMni|pari|pra|vipra|saMpra|vi|saMvi|sam|aBisam|parisam
pwg,25298,ci,13,anu|apa|ava|upa|ni|nis|aBinis|avanis|vinis|pari|vi|pravi|sam
pwg,25300,ci,2,apa|ni
pwg,25362,cit,7,anu|apa|A|pra|atipra|vi|sam
pwg,25554,cint,16,anu|samanu|aBi|vyA|nis|pari|saMpari|pra|vipra|prati|vi|anuvi|pravi|sam|anusam|aBisam
pwg,25655,cihnay,2,aBi|pari
pwg,25746,cud,8,aBi|pari|pra|aBipra|saMpra|prati|sam|sama
pwg,25750,cup,1,pra
pwg,25758,cumb,2,pari|vi
pwg,25822,cUrRay,5,ava|vini|pra|vi|sam
pwg,25836,cUz,2,A|sam
pwg,25894,cezw,5,ati|A|pari|vi|sam
pwg,26032,cyu,13,apa|A|ud|upa|nis|pari|pra|atipra|anupra|aBipra|saMpra|vi|sam
pwg,26080,Cad,17,anu|aBi|samaBi|ava|samava|A|samA|ud|apod|samud|upa|samupa|pari|pra|prati|vi|sam
pwg,26081,Cad,4,ava|upa|vi|sam
pwg,26132,Card,2,A|pra
pwg,26160,CA,4,anu|ava|A|pra
pwg,26237,Cid,20,anu|antar|apa|ava|paryava|vyava|A|avA|upA|samA|ud|vyud|samud|pari|vipari|pra|saMpra|prati|vi|sam
pwg,26278,Cur,3,ava|A|vi
pwg,26309,jaMh,1,aBivi
pwg,26313,jakz,3,apa|pra|vi
pwg,26483,jan,27,vyati|aDi|anu|samanu|apa|api|aBi|samaBi|ava|A|udA|ud|upa|samupa|nis|pari|pra|anupra|apapra|aBipra|upapra|saMpra|prati|vi|sam|aBisam|pratisam
pwg,26634,jap,8,anu|aBi|A|upa|pari|pra|prati|sam
pwg,26652,jaB,1,aBi
pwg,26655,jam,1,pra
pwg,26778,jar,4,anu|nis|pari|pra
pwg,26780,jar,2,prati|sam
pwg,27096,jalp,9,vyati|anu|aBi|upa|pari|pra|prati|vi|sam
