dict,field_key,field_order,kanda,varga,upavarga,amar_lemmas,covered_lemmas,coverage_pct,covered_examples,missing_examples
mci,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,11,0.1642,parvata|trikUwa|asta|udaya|nizaDa|vinDya|ganDamAdana|hemakUwa,mahIDra|SiKarin|kzmABft|ahArya|Dara|adri|gotra|giri
md,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,43,0.6418,SiKarin|Dara|parvata|adri|gotra|giri|grAvan|acala,mahIDra|kzmABft|ahArya|lokAloka|cakravAla|caramakzmABft|pUrvaparvata|himavat
mw,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,66,0.9851,mahIDra|SiKarin|kzmABft|ahArya|Dara|parvata|adri|gotra,pariyAtraka
mw72,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,48,0.7164,SiKarin|ahArya|Dara|parvata|adri|gotra|giri|grAvan,mahIDra|kzmABft|Siloccaya|lokAloka|cakravAla|trikUwa|trikakud|caramakzmABft
mwe,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,0,0.0000,,mahIDra|SiKarin|kzmABft|ahArya|Dara|parvata|adri|gotra
pe,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,18,0.2687,Dara|parvata|adri|gotra|acala|lokAloka|trikUwa|nizaDa,mahIDra|SiKarin|kzmABft|ahArya|giri|grAvan|SEla|Siloccaya
pgn,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,1,0.0149,kawaka,mahIDra|SiKarin|kzmABft|ahArya|Dara|parvata|adri|gotra
pui,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,21,0.3134,Dara|parvata|gotra|giri|acala|lokAloka|trikUwa|udaya,mahIDra|SiKarin|kzmABft|ahArya|adri|grAvan|SEla|Siloccaya
pw,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,62,0.9254,mahIDra|SiKarin|kzmABft|ahArya|Dara|parvata|adri|gotra,himavat|mAlyavat|pariyAtraka|darI|guhA
pwg,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,60,0.8955,mahIDra|SiKarin|kzmABft|ahArya|Dara|parvata|adri|gotra,cakravAla|himavat|mAlyavat|pariyAtraka|darI|pratyantaparvata|upatyakA
pwkvn,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,13,0.1940,ahArya|Dara|acala|SEla|nizaDa|kUwa|Bfgu|snu,mahIDra|SiKarin|kzmABft|parvata|adri|gotra|giri|grAvan
sch,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,33,0.4925,SiKarin|ahArya|Dara|gotra|acala|SEla|lokAloka|trikUwa,mahIDra|kzmABft|parvata|adri|giri|grAvan|Siloccaya|cakravAla
shs,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,59,0.8806,mahIDra|SiKarin|kzmABft|Dara|adri|gotra|giri|grAvan,ahArya|parvata|pUrvaparvata|pariyAtraka|SilA|darI|guhA|pratyantaparvata
skd,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,9,0.1343,kzmABft|caramakzmABft|SilA|kUwa|bila|guhA|pAda|upatyakA,mahIDra|SiKarin|ahArya|Dara|parvata|adri|gotra|giri
snp,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,0,0.0000,,mahIDra|SiKarin|kzmABft|ahArya|Dara|parvata|adri|gotra
stc,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,46,0.6866,SiKarin|ahArya|Dara|parvata|adri|gotra|giri|grAvan,mahIDra|kzmABft|Siloccaya|lokAloka|cakravAla|trikUwa|trikakud|caramakzmABft
vcp,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,61,0.9104,mahIDra|SiKarin|kzmABft|Dara|parvata|adri|gotra|giri,ahArya|pariyAtraka|SilA|vAripravAha|guhA|Kani
vei,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,13,0.1940,parvata|adri|gotra|giri|trikakud|prastara|dfzad|kUwa,mahIDra|SiKarin|kzmABft|ahArya|Dara|grAvan|acala|SEla
wil,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,58,0.8657,mahIDra|SiKarin|kzmABft|Dara|adri|gotra|giri|grAvan,ahArya|parvata|trikUwa|pUrvaparvata|pariyAtraka|SilA|darI|guhA
yat,dvitIyaM kARqam|SElavargaH|,13,dvitIyaM kARqam,SElavargaH,,67,59,0.8806,mahIDra|SiKarin|kzmABft|Dara|adri|gotra|giri|grAvan,ahArya|parvata|pUrvaparvata|pariyAtraka|SilA|darI|guhA|pratyantaparvata
abch,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,0,0.0000,,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI
acc,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,53,0.0406,skanDa|SAKA|kalikA|makaranda|aSvatTa|manmaTa|setu|SARqilya,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI
acph,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,0,0.0000,,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI
acsj,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,0,0.0000,,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI
ae,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,0,0.0000,,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI
ap,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,543,0.4155,awavI|vipina|gahana|araRyAnI|ArAma|vfkzavAwikA|AkrIqa|Ali,araRya|kAnana|vana|mahAraRya|gfhArAma|nizkuwa|upavana|udyAna
ap90,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,242,0.1852,awavI|gahana|araRyAnI|ArAma|AkrIqa|Ali|SreRI|leKA,araRya|vipina|kAnana|vana|mahAraRya|gfhArAma|nizkuwa|upavana
armh,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,347,0.2655,awavI|araRya|vipina|gahana|kAnana|vana|nizkuwa|ArAma,mahAraRya|araRyAnI|gfhArAma|vfkzavAwikA|AkrIqa|vITi|Avali|leKA
ben,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,389,0.2976,awavI|araRya|vipina|gahana|kAnana|vana|araRyAnI|nizkuwa,mahAraRya|gfhArAma|vfkzavAwikA|pramadavana|SreRI|leKA|vanyA|aBinavodBid
bhs,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,172,0.1316,awavI|araRya|gahana|vana|nizkuwa|udyAna|Ali|vfkza,vipina|kAnana|mahAraRya|araRyAnI|gfhArAma|ArAma|upavana|vfkzavAwikA
bop,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,273,0.2089,awavI|araRya|gahana|kAnana|vana|araRyAnI|ArAma|upavana,vipina|mahAraRya|gfhArAma|nizkuwa|vfkzavAwikA|pramadavana|vITi|SreRI
bor,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,0,0.0000,,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI
bur,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,428,0.3275,araRya|vipina|gahana|kAnana|vana|nizkuwa|ArAma|upavana,awavI|mahAraRya|araRyAnI|gfhArAma|vfkzavAwikA|pramadavana|SreRI|leKA
cae,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,455,0.3481,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI,gfhArAma|leKA|vanyA|aBinavodBid|kuwa|avakeSin|Palavat|samPulla
ccs,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,407,0.3114,awavI|araRya|vipina|gahana|kAnana|mahAraRya|nizkuwa|ArAma,vana|araRyAnI|gfhArAma|SreRI|leKA|vanyA|aBinavodBid|kuwa
fri,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,173,0.1324,araRya|gahana|kAnana|vana|upavana|udyAna|leKA|aNkura,awavI|vipina|mahAraRya|araRyAnI|gfhArAma|nizkuwa|ArAma|vfkzavAwikA
gra,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,124,0.0949,araRya|gahana|vana|araRyAnI|paNkti|vfkza|taru|kuwa,awavI|vipina|kAnana|mahAraRya|gfhArAma|nizkuwa|ArAma|upavana
gst,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,27,0.0207,awavI|aNkura|anokaha|agama|aPala|agra|atimuktaka|akzowa,araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI|gfhArAma
ieg,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,101,0.0773,awavI|araRya|vana|ArAma|udyAna|vITi|Ali|paNkti,vipina|gahana|kAnana|mahAraRya|araRyAnI|gfhArAma|nizkuwa|upavana
inm,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,189,0.1446,awavI|gahana|kAnana|nizkuwa|vfkza|pAdapa|taru|druma,araRya|vipina|vana|mahAraRya|araRyAnI|gfhArAma|ArAma|upavana
krm,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,30,0.0230,vana|vfkza|kuwa|dru|sPuwa|Pulla|mUla|sAra,awavI|araRya|vipina|gahana|kAnana|mahAraRya|araRyAnI|gfhArAma
lan,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,116,0.0888,awavI|araRya|vana|araRyAnI|upavana|udyAna|pramadavana|paNkti,vipina|gahana|kAnana|mahAraRya|gfhArAma|nizkuwa|ArAma|vfkzavAwikA
lrv,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,648,0.4958,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI,paNkti|aNkura|aBinavodBid|avanDya|vanDya|samPulla|SaNku|stamba
mci,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,75,0.0574,kAnana|nizkuwa|ozaDi|Druva|mUla|pallava|sumanas|puzpa,awavI|araRya|vipina|gahana|vana|mahAraRya|araRyAnI|gfhArAma
md,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,398,0.3045,awavI|araRya|vipina|gahana|kAnana|vana|nizkuwa|ArAma,mahAraRya|araRyAnI|gfhArAma|vfkzavAwikA|pramadavana|vanyA|aBinavodBid|mahIruha
mw,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,1227,0.9388,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI,nari|patra|sumanoraja|yugapatraka|Arevata|AkzIva|parkawi|karkanDU
mw72,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,591,0.4522,araRya|vipina|gahana|kAnana|vana|nizkuwa|ArAma|upavana,awavI|mahAraRya|araRyAnI|gfhArAma|vfkzavAwikA|pramadavana|SreRI|leKA
mwe,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,1,0.0008,arjuna,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI
pe,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,162,0.1239,araRya|nizkuwa|vfkza|druma|vanaspati|sTARu|Druva|SaNku,awavI|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI|gfhArAma
pgn,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,6,0.0046,vana|vITi|kakuBa|padmA|vAsaka|trivftA,awavI|araRya|vipina|gahana|kAnana|mahAraRya|araRyAnI|gfhArAma
pui,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,215,0.1645,araRya|gahana|vana|nizkuwa|ArAma|leKA|SAla|druma,awavI|vipina|kAnana|mahAraRya|araRyAnI|gfhArAma|upavana|vfkzavAwikA
pw,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,968,0.7406,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|gfhArAma,araRyAnI|leKA|vanyA|aBinavodBid|Palavat|samPulla|vikasita|pratAninI
pwg,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,932,0.7131,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI,SreRI|leKA|vanyA|aBinavodBid|Palavat|samPulla|vikasita|pratAninI
pwkvn,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,79,0.0604,vana|dru|avanDya|avakeSin|sTARu|Druva|SAKA|agra,awavI|araRya|vipina|gahana|kAnana|mahAraRya|araRyAnI|gfhArAma
sch,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,289,0.2211,vana|ArAma|vITi|Avali|leKA|vanyA|viwapin|taru,awavI|araRya|vipina|gahana|kAnana|mahAraRya|araRyAnI|gfhArAma
shs,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,901,0.6894,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI,SreRI|leKA|vanyA|avanDya|vanDya|Palina|vallI|pratAninI
skd,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,549,0.4200,awavI|vana|araRyAnI|vfkzavAwikA|SreRI|leKA|vanyA|vfkza,araRya|vipina|gahana|kAnana|mahAraRya|gfhArAma|nizkuwa|ArAma
snp,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,209,0.1599,latA|tvac|dAru|patra|palASa|dala|pallava|Pala,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI
stc,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,381,0.2915,awavI|araRya|vipina|gahana|kAnana|vana|araRyAnI|nizkuwa,mahAraRya|gfhArAma|vfkzavAwikA|pramadavana|SreRI|vanyA|aBinavodBid|mahIruha
vcp,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,974,0.7452,awavI|araRya|vipina|gahana|kAnana|vana|araRyAnI|gfhArAma,mahAraRya|pramadavana|vanyA|avanDya|vanDya|pratAninI|gulminI|SAKA
vei,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,133,0.1018,araRya|vana|paNkti|vfkza|taru|dru|druma|vAnaspatya,awavI|vipina|gahana|kAnana|mahAraRya|araRyAnI|gfhArAma|nizkuwa
wil,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,902,0.6901,awavI|araRya|vipina|gahana|kAnana|vana|mahAraRya|araRyAnI,SreRI|leKA|vanyA|avanDya|vanDya|Palina|vallI|pratAninI
yat,dvitIyaM kARqam|vanOzaDivargaH|,14,dvitIyaM kARqam,vanOzaDivargaH,,1307,917,0.7016,araRya|vipina|gahana|kAnana|vana|mahAraRya|gfhArAma|nizkuwa,awavI|araRyAnI|SreRI|leKA|vanyA|avanDya|vanDya|Palina
abch,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,0,0.0000,,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
acc,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,32,0.0808,mfgendra|hari|puRqarIka|vyAGra|varAha|mArjAra|koka|rAma,siMha|paYcAsya|haryakza|kesarin|kaRWIrava|mfgAri|mfgadfzwi|mfgASana
acph,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,0,0.0000,,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
acsj,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,0,0.0000,,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
ae,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,0,0.0000,,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
ap,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,124,0.3131,paYcAsya|kesarin|hari|mfgadviz|potrin|daMzwrin|GoRin|stabDaroman,siMha|mfgendra|haryakza|kaRWIrava|mfgAri|mfgadfzwi|mfgASana|puRqarIka
ap90,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,73,0.1843,kesarin|hari|potrin|daMzwrin|GoRin|Kaqgin|SivA|krozwu,siMha|mfgendra|paYcAsya|haryakza|kaRWIrava|mfgAri|mfgadfzwi|mfgASana
armh,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,249,0.6288,siMha|haryakza|kesarin|hari|kaRWIrava|mfgAri|puRqarIka|citrakAya,mfgendra|paYcAsya|mfgadfzwi|mfgASana|paYcanaKa|mfgadviz|dvipin|mfgAdana
ben,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,230,0.5808,siMha|hari|kaRWIrava|puRqarIka|SArdUla|vyAGra|tarakzu|mfgAdana,mfgendra|paYcAsya|haryakza|kesarin|mfgAri|mfgadfzwi|mfgASana|paYcanaKa
bhs,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,63,0.1591,siMha|haryakza|kesarin|hari|puRqarIka|SArdUla|kola|kiwi,mfgendra|paYcAsya|kaRWIrava|mfgAri|mfgadfzwi|mfgASana|paYcanaKa|citrakAya
bop,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,196,0.4949,siMha|hari|puRqarIka|SArdUla|vyAGra|tarakzu|varAha|sUkara,mfgendra|paYcAsya|haryakza|kesarin|kaRWIrava|mfgAri|mfgadfzwi|mfgASana
bor,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,0,0.0000,,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
bur,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,205,0.5177,siMha|haryakza|hari|puRqarIka|SArdUla|vyAGra|tarakzu|varAha,mfgendra|paYcAsya|kesarin|kaRWIrava|mfgAri|mfgadfzwi|mfgASana|paYcanaKa
cae,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,247,0.6237,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|mfgAri|puRqarIka,kaRWIrava|mfgadfzwi|mfgASana|citrakAya|mfgadviz|dvipin|mfgAdana|Gfzwi
ccs,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,228,0.5758,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|puRqarIka|paYcanaKa,kaRWIrava|mfgAri|mfgadfzwi|mfgASana|citrakAya|mfgadviz|dvipin|tarakzu
fri,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,99,0.2500,siMha|mfgendra|paYcAsya|kesarin|hari|puRqarIka|SArdUla|vyAGra,haryakza|kaRWIrava|mfgAri|mfgadfzwi|mfgASana|paYcanaKa|citrakAya|mfgadviz
gra,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,79,0.1995,siMha|hari|puRqarIka|varAha|sUkara|kapi|mahiza|gomAyu,mfgendra|paYcAsya|haryakza|kesarin|kaRWIrava|mfgAri|mfgadfzwi|mfgASana
gst,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,3,0.0076,ajinayoni|aRqaja|aRqa,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
ieg,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,45,0.1136,puRqarIka|varAha|kola|kroqa|gaRqaka|mfga|gokarRa|rAma,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
inm,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,97,0.2449,siMha|haryakza|kesarin|hari|puRqarIka|vyAGra|varAha|daMzwrin,mfgendra|paYcAsya|kaRWIrava|mfgAri|mfgadfzwi|mfgASana|paYcanaKa|citrakAya
krm,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,17,0.0429,kapi|Balla|Sala|vfka|mfga|SaSa|druRa|cilla,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
lan,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,72,0.1818,siMha|hari|SArdUla|vyAGra|varAha|sUkara|daMzwrin|kroqa,mfgendra|paYcAsya|haryakza|kesarin|kaRWIrava|mfgAri|mfgadfzwi|mfgASana
lrv,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,300,0.7576,siMha|haryakza|kesarin|hari|mfgAri|mfgASana|citrakAya|mfgadviz,mfgendra|paYcAsya|kaRWIrava|mfgadfzwi|puRqarIka|paYcanaKa|dvipin|plavaNga
mci,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,37,0.0934,kesarin|hari|puRqarIka|varAha|SivA|kuraNga|hariRa|cIna,siMha|mfgendra|paYcAsya|haryakza|kaRWIrava|mfgAri|mfgadfzwi|mfgASana
md,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,210,0.5303,siMha|paYcAsya|haryakza|kesarin|hari|kaRWIrava|puRqarIka|paYcanaKa,mfgendra|mfgAri|mfgadfzwi|mfgASana|citrakAya|mfgadviz|dvipin|tarakzu
mw,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,365,0.9217,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri,mfgadfzwi|dvipin|plavaNga|fkzAcCa|aDogantf|punDvaja|patrin|Satapatraka
mw72,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,254,0.6414,siMha|kesarin|hari|puRqarIka|SArdUla|vyAGra|varAha|sUkara,mfgendra|paYcAsya|haryakza|kaRWIrava|mfgAri|mfgadfzwi|mfgASana|paYcanaKa
mwe,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,0,0.0000,,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
pe,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,87,0.2197,hari|puRqarIka|SArdUla|varAha|sUkara|valImuKa|vAnara|Kaqga,siMha|mfgendra|paYcAsya|haryakza|kesarin|kaRWIrava|mfgAri|mfgadfzwi
pgn,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,2,0.0051,hari|rAma,siMha|mfgendra|paYcAsya|haryakza|kesarin|kaRWIrava|mfgAri|mfgadfzwi
pui,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,100,0.2525,siMha|haryakza|hari|puRqarIka|SArdUla|vyAGra|varAha|sUkara,mfgendra|paYcAsya|kesarin|kaRWIrava|mfgAri|mfgadfzwi|mfgASana|paYcanaKa
pw,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,345,0.8712,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri,mfgadfzwi|mfgASana|mfgadviz|dvipin|plavaNga|fkzAcCa|vAhadvizat|SivA
pwg,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,336,0.8485,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri,mfgadfzwi|mfgASana|mfgadviz|dvipin|plavaNga|fkzAcCa|vAhadvizat|SivA
pwkvn,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,46,0.1162,siMha|puRqarIka|kola|kiri|BUdAra|kISa|Balla|gaRqaka,mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri|mfgadfzwi
sch,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,143,0.3611,siMha|paYcAsya|hari|kaRWIrava|puRqarIka|citrakAya|SArdUla|tarakzu,mfgendra|haryakza|kesarin|mfgAri|mfgadfzwi|mfgASana|paYcanaKa|mfgadviz
shs,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,338,0.8535,siMha|mfgendra|paYcAsya|kesarin|hari|kaRWIrava|mfgAri|puRqarIka,haryakza|mfgadfzwi|mfgASana|dvipin|sUkara|valImuKa|vanOkas|fkzAcCa
skd,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,61,0.1540,Balla|SivA|SalalI|Sala|vfka|mfga|kadalI|kandalI,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
snp,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,5,0.0126,kola|kadalI|pArAvata|arizwa|patra,siMha|mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri
