lemma,raw_forms,genders,field_key,kanda,varga,upavarga,first_amar_L,first_eid,occurrences
lalAmaka,lalAmaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,972,1964,1
prAlamba,prAlamba,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,972,1965,1
vEkakzika,vEkakzika,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,972,1966,1
ApIqa,ApIqa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,973,1967,1
SeKara,SeKara,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,973,1967,1
racanA,racanA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,974,1968,1
parispanda,parispanda,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,974,1968,1
ABoga,ABoga,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,974,1969,1
paripUrRatA,paripUrRatA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,974,1969,1
upaDAna,upaDAna,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1970,1
upabarha,upabarha,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1970,1
SayyA,SayyA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1971,1
SayanIya,SayanIya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1971,1
Sayana,Sayana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1971,1
maYca,maYca,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1972,1
paryaNka,paryaNka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1972,1
palyaNka,palyaNka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1972,1
KawvA,KawvA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,975,1972,1
genduka,genduka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,976,1973,1
kanduka,kanduka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,976,1973,1
dIpa,dIpa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,976,1974,1
pradIpa,pradIpa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,976,1974,1
pIWa,pIWa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,976,1975,1
Asana,Asana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,976,1975,1
samudgaka,samudgaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,977,1976,1
sampuwaka,sampuwaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,977,1976,1
pratigrAha,pratigrAha,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,977,1977,1
patadgraha,patadgraha,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,977,1977,1
prasADanI,prasADanI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,978,1978,1
kaNkatikA,kaNkatikA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,978,1978,1
pizwAta,pizwAta,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,978,1979,1
pawavAsaka,pawavAsaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,978,1979,1
darpaRa,darpaRa,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,979,1980,1
mukura,mukura,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,979,1980,1
AdarSa,AdarSa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,979,1980,1
vyajana,vyajana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,979,1981,1
tAlavfntaka,tAlavfntaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,979,1981,1
santati,santati,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
gotra,gotra,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
janana,janana,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
kula,kula,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
aBijana,aBijana,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
anvaya,anvaya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
vaMSa,vaMSa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
anvavAya,anvavAya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
santAna,santAna,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1982,1
varRa,varRa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1983,1
brAhmaRa,brAhmaRa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1984,2
kzatriya,kzatriya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1985,1
vESya,vESya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1986,1
SUdra,SUdra,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1987,1
cAturvarRya,cAturvarRya,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,980,1988,1
rAjabIjin,rAjabIjin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,981,1989,1
rAjavaMSya,rAjavaMSya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,981,1989,1
bIjya,bIjya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,981,1990,1
kulasamBava,kulasamBava,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,981,1990,1
mahAkula,mahAkula,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,982,1991,1
kulIna,kulIna,tri,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,982,1991,1
Arya,Arya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,982,1991,1
saBya,saBya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,982,1991,2
sajjana,sajjana,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,982,1991,1
sADu,sADu,tri,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,982,1991,1
brahmacArin,brahmacArin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,983,1992,2
gfhin,gfhin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,983,1993,1
vAnaprasTa,vAnaprasTa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,983,1994,1
Bikzu,Bikzu,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,983,1995,2
ASrama,ASrama,puMklI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,984,1996,1
dvijAti,dvijAti,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,984,1997,1
agrajanman,agrajanman,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,984,1997,1
BUdeva,BUdeva,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,984,1997,1
vAqava,vAqava,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,984,1997,1
vipra,vipra,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,984,1997,1
zawkarman,zawkarman,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,984,1998,1
vidvas,vidvas,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
vipaScit,vipaScit,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
dozajYa,dozajYa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
sat,sat,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
suDI,suDI,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
kovida,kovida,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
buDa,buDa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
DIra,DIra,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
manIzin,manIzin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
jYa,jYa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
prAjYa,prAjYa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
saNKyAvat,saNKyAvat,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
paRqita,paRqita,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
kavi,kavi,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
DImat,DImat,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
sUrin,sUrin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
kftin,kftin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
kfzwi,kfzwi,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
labDavarRa,labDavarRa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
vicakzaRa,vicakzaRa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
dUradarSin,dUradarSin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
dIrGadarSin,dIrGadarSin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,985,1999,1
Srotriya,Srotriya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,986,2000,1
CAndasa,CAndasa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,986,2000,1
mImAMsaka,mImAMsaka,tri,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,987,2001,1
jEminIya,jEminIya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,987,2001,1
vedAntin,vedAntin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,987,2002,1
brahmavAdin,brahmavAdin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,987,2002,1
vESezika,vESezika,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,988,2003,1
OlUkya,OlUkya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,988,2003,1
sOgata,sOgata,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,988,2004,1
SUnyavAdin,SUnyavAdin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,988,2004,1
nEyAyika,nEyAyika,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,989,2005,1
akzapAda,akzapAda,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,989,2005,1
syAdvAdin,syAdvAdin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,989,2006,1
Arhaka,Arhaka,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,989,2006,1
cArvAka,cArvAka,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,990,2007,1
lOkAyatika,lOkAyatika,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,990,2007,1
sANKya,sANKya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,990,2008,1
kApila,kApila,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,990,2008,1
upADyAya,upADyAya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,991,2009,1
aDyApaka,aDyApaka,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,991,2009,1
guru,guru,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,991,2010,1
mantravyAKyAkft,mantravyAKyAkft,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,992,2011,1
AcArya,AcArya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,992,2011,1
vratin,vratin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,992,2012,2
yazwf,yazwf,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,992,2012,1
yajamAna,yajamAna,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,992,2012,1
dIkzita,dIkzita,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,993,2013,1
ijyASIla,ijyASIla,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,994,2014,1
yAyajUka,yAyajUka,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,994,2014,1
yajvan,yajvan,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,994,2015,1
sTapati,sTapati,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,995,2016,1
somapITin,somapITin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,995,2017,1
somapa,somapa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,995,2017,1
sarvavedas,sarvavedas,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,996,2018,1
anUcAna,anUcAna,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,997,2019,1
samAvftta,samAvftta,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,998,2020,1
sutvan,sutvan,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,998,2021,1
CAtra,CAtra,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,999,2022,1
antevAsin,antevAsin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,999,2022,1
Sizya,Sizya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,999,2022,1
SEkza,SEkza,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,999,2023,1
prATamakalpika,prATamakalpika,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,999,2023,1
sabrahmacArin,sabrahmacArin,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1000,2024,1
satIrTya,satIrTya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1001,2025,1
ekaguru,ekaguru,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1001,2025,1
agnicit,agnicit,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1001,2026,1
Etihya,Etihya,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1002,2027,1
itiha,itiha,a,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1002,2027,1
upajYA,upajYA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1003,2028,1
upakrama,upakrama,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1003,2029,1
yajYa,yajYa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1004,2030,1
sava,sava,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1004,2030,1
aDvara,aDvara,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1004,2030,1
yAga,yAga,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1004,2030,1
saptatantu,saptatantu,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1004,2030,1
maKa,maKa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1004,2030,1
kratu,kratu,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1004,2030,1
pAWa,pAWa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1005,2031,1
homa,homa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1005,2032,1
atiTI_saparyA,atiTI_saparyA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1005,2033,1
tarpaRa,tarpaRa,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1005,2034,1
bali,bali,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1005,2035,1
paYcamahAyajYa,paYcamahAyajYa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1005,2036,1
brahmayajYa,brahmayajYa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1005,2037,1
samajyA,samajyA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
parizad,parizad,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
gozWI,gozWI,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
saBA,saBA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
samiti,samiti,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
saMsad,saMsad,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
AsTAnI,AsTAnI,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
AsTAna,AsTAna,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
sadas,sadas,strIklI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1006,2038,1
prAgvaMSa,prAgvaMSa,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1007,2039,1
sadasya,sadasya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1007,2040,1
saBAsad,saBAsad,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1008,2041,1
saBAstAra,saBAstAra,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1008,2041,1
sAmAjika,sAmAjika,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1008,2041,1
aDvaryu,aDvaryu,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1009,2042,1
udgAtf,udgAtf,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1009,2043,1
hotf,hotf,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1009,2044,1
ftvij,ftvij,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1009,2045,1
yAjaka,yAjaka,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1009,2045,1
vedi,vedi,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1010,2046,1
sTaRqila,sTaRqila,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1010,2047,1
catvara,catvara,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1010,2047,1
cazAla,cazAla,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1011,2048,1
yUpakawaka,yUpakawaka,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1011,2048,1
kumbA,kumbA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1011,2049,1
yUpAgra,yUpAgra,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1012,2050,1
tarman,tarman,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1012,2050,1
araRi,araRi,puMstrI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1012,2051,1
dakziRAgni,dakziRAgni,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1013,2052,1
gArhapatya,gArhapatya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1013,2053,1
AhavanIya,AhavanIya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1014,2054,1
tretA,tretA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1014,2055,1
praRIta,praRIta,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1014,2056,1
samUhya,samUhya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1015,2057,1
paricAyya,paricAyya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1015,2057,1
upacAyya,upacAyya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1015,2057,1
AnAyya,AnAyya,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1016,2058,1
AgnAyI,AgnAyI,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1016,2059,1
svAhA,svAhA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1016,2059,1
hutaBukpriyA,hutaBukpriyA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1016,2059,1
sAmiDenI,sAmiDenI,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1017,2060,1
DAyyA,DAyyA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1017,2060,1
gAyatrI,gAyatrI,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1018,2061,1
caru,caru,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1018,2062,1
AmikzA,AmikzA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1019,2063,1
Davitra,Davitra,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1020,2064,1
pfzadAjya,pfzadAjya,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1021,2065,1
paramAnna,paramAnna,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1021,2066,1
pAyasa,pAyasa,puMklI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1021,2066,1
havya,havya,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1022,2067,1
kavya,kavya,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1022,2068,1
pAtra,pAtra,klI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1023,2069,1
DruvA,DruvA,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1023,2070,1
upaBft,upaBft,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1023,2070,1
jahU,jahU,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1023,2070,1
sruva,sruva,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1023,2070,1
sruc,sruc,strI,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1023,2070,1
upAkfta,upAkfta,puM,dvitIyaM kARqam|brahmavargaH|,dvitIyaM kARqam,brahmavargaH,,1024,2071,1
