lemma,raw_forms,genders,field_key,kanda,varga,upavarga,first_amar_L,first_eid,occurrences
upanizad,upanizad,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1994,4200,2
Darma,Darma,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1994,4200,7
rahas,rahas,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1994,4201,4
Sarad,Sarad,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1994,4202,2
ftuBeda,ftuBeda,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1994,4202,1
pada,pada,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1995,4204,7
vyavasiti,vyavasiti,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1995,4204,1
trARa,trARa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1995,4205,1
sTAna,sTAna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1995,4206,4
gozpada,gozpada,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1996,4210,2
sevita,sevita,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1996,4210,1
Aspada,Aspada,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1996,4212,2
pratizWA,pratizWA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1996,4212,1
kftya,kftya,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1996,4213,3
svAdu,svAdu,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1997,4214,3
maDura,maDura,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1997,4215,3
mfdu,mfdu,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1997,4216,2
atIkzRa,atIkzRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1997,4216,1
komala,komala,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1997,4217,1
manda,manda,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4218,6
apawu,apawu,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4220,1
nirBAgya,nirBAgya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4221,1
SArada,SArada,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4222,2
pratyagra,pratyagra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4222,1
apratiBa,apratiBa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4223,1
viSArada,viSArada,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4224,2
vidvas,vidvas,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4224,2
supragalBa,supragalBa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1998,4225,1
nyagroDa,nyagroDa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1999,4226,2
vyAma,vyAma,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1999,4226,1
vawa,vawa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1999,4227,1
utseDa,utseDa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1999,4228,2
kAya,kAya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1999,4228,2
unnati,unnati,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,1999,4229,1
vivaDa,vivaDa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2000,4230,2
paryAhAra,paryAhAra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2000,4230,2
mArga,mArga,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2000,4231,3
vIvaDa,vIvaDa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2000,4232,2
pariDi,pariDi,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2001,4234,2
yajYiyataruSAKA,yajYiyataruSAKA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2001,4234,1
upasUryaka,upasUryaka,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2001,4235,1
ADi,ADi,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2002,4236,4
banDaka,banDaka,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2002,4236,1
cetaHpIqA,cetaHpIqA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2002,4238,1
aDizWAna,aDizWAna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2002,4239,5
samADi,samADi,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2003,4240,3
samarTana,samarTana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2003,4240,1
nIvAka,nIvAka,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2003,4241,1
niyama,niyama,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2003,4242,1
anubanDa,anubanDa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2004,4243,5
dozotpAda,dozotpAda,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2004,4243,1
prakftyAdivinaSvara,prakftyAdivinaSvara,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2004,4244,1
muKyAnuyAyin,muKyAnuyAyin,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2004,4245,1
prakftAnuvartana,prakftAnuvartana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2004,4247,1
viDu,viDu,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2005,4248,1
viDi,viDi,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2005,4249,4
candramas,candramas,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2005,4249,1
avaDi,avaDi,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2005,4250,5
paricCeda,paricCeda,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2005,4250,1
bila,bila,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2005,4251,1
viDAna,viDAna,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2006,4252,1
praRiDi,praRiDi,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2006,4254,2
prArTana,prArTana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2006,4254,1
cara,cara,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2006,4255,2
paRqita,paRqita,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2007,4256,2
skanDa,skanDa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2007,4258,1
samudaya,samudaya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2007,4258,1
sinDu,sinDu,puM|strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2008,4259,3
abDi,abDi,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2008,4260,1
sarit,sarit,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2008,4261,1
viDA,viDA,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2009,4262,2
ramya,ramya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2009,4264,1
vaDU,vaDU,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2010,4265,3
jAyA,jAyA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2010,4265,1
snuzA,snuzA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2010,4266,1
suDA,suDA,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2010,4268,3
lepa,lepa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2010,4268,1
snuhI,snuhI,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2010,4270,1
sanDA,sanDA,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2011,4271,2
SradDA,SradDA,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2011,4273,2
sampratyaya,sampratyaya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2011,4273,1
maDu,maDu,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2012,4275,3
madya,madya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2012,4275,2
puzparasa,puzparasa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2012,4276,1
kzOdra,kzOdra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2012,4277,1
tamas,tamas,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2012,4278,4
samunnadDa,samunnadDa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2013,4279,2
paRqitammanya,paRqitammanya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2013,4279,1
garvita,garvita,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2013,4280,1
brahmabanDu,brahmabanDu,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2014,4281,2
aDikzepa,aDikzepa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2014,4281,1
nirdeSa,nirdeSa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2014,4282,1
avazwabDa,avazwabDa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2014,4283,2
avalambita,avalambita,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2014,4283,1
avidUra,avidUra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2014,4284,1
prasidDa,prasidDa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2014,4285,2
BUzita,BUzita,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2014,4286,1
citraBAnu,citraBAnu,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2015,4287,2
vahni,vahni,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2015,4288,3
BAnu,BAnu,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2015,4289,2
divAkara,divAkara,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2015,4290,1
BUtAtman,BUtAtman,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2016,4291,2
deha,deha,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2016,4292,4
pfTagjana,pfTagjana,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2016,4293,2
mUrKa,mUrKa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2016,4293,2
nIca,nIca,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2016,4294,2
grAvan,grAvan,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2017,4295,2
pAzARa,pAzARa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2017,4296,1
patrin,patrin,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2017,4297,2
SiKarin,SiKarin,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2018,4299,2
taru,taru,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2018,4299,1
SiKin,SiKin,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2018,4301,2
barhin,barhin,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2018,4302,1
pratiyatna,pratiyatna,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2019,4303,2
lipsA,lipsA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2019,4303,1
upagraha,upagraha,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2019,4304,1
sAdin,sAdin,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2019,4305,2
hayAroha,hayAroha,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2019,4306,1
vAjin,vAjin,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2019,4307,4
aSva,aSva,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2019,4307,1
aBijana,aBijana,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2020,4310,2
kula,kula,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2020,4310,5
janmaBUmi,janmaBUmi,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2020,4311,1
hAyana,hAyana,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2020,4312,3
varza,varza,puMklI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2020,4312,4
arcis,arcis,strIklI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2020,4313,3
vrIhiBeda,vrIhiBeda,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2020,4314,1
virocana,virocana,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2020,4315,3
vfjina,vfjina,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2021,4318,1
keSa,keSa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2021,4318,1
viSvakarman,viSvakarman,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2021,4319,2
suraSilpin,suraSilpin,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2021,4320,1
budDi,budDi,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2022,4323,2
brahman,brahman,klI|puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2022,4325,7
varzman,varzman,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2022,4326,3
GanAGana,GanAGana,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2023,4327,3
Sakra,Sakra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2023,4327,1
GAtukamatteBa,GAtukamatteBa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2023,4328,1
varzukAbda,varzukAbda,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2023,4329,1
aBimAna,aBimAna,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2024,4330,4
arTAdidarpa,arTAdidarpa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2024,4330,1
praRaya,praRaya,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2024,4332,5
hiMsA,hiMsA,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2024,4333,3
Gana,Gana,puM|tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2025,4334,4
mUrtiguRa,mUrtiguRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2025,4335,1
mUrta,mUrta,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2025,4336,1
nirantara,nirantara,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2025,4337,1
ina,ina,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2026,4338,2
praBu,praBu,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2026,4339,2
rAjan,rAjan,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2026,4340,4
mfgANka,mfgANka,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2026,4341,1
kzatriya,kzatriya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2026,4342,2
vARinI,vARinI,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2027,4344,2
nartakI,nartakI,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2027,4344,1
dUtI,dUtI,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2027,4345,1
vAhinI,vAhinI,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2027,4346,1
sravantI,sravantI,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2027,4346,1
hlAdinI,hlAdinI,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2028,4347,2
taqit,taqit,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2028,4348,1
kAminI,kAminI,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2028,4349,1
vandA,vandA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2028,4349,1
tanu,tanu,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2029,4350,2
tvac,tvac,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2029,4350,1
sUnA,sUnA,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2029,4352,1
aDojihvikA,aDojihvikA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2029,4352,1
vitAna,vitAna,puMklI|tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2030,4353,4
kratu,kratu,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2030,4353,2
tucCaka,tucCaka,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2030,4355,1
ketana,ketana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2030,4357,3
upanimantraRa,upanimantraRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2030,4359,1
tattva,tattva,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2031,4361,1
tapas,tapas,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2031,4362,2
prajApati,prajApati,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2031,4364,1
ganDana,ganDana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2032,4365,3
utsAhana,utsAhana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2032,4365,1
sUcana,sUcana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2032,4367,1
AtaYcana,AtaYcana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2033,4368,3
pratIvApa,pratIvApa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2033,4368,1
javana,javana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2033,4369,1
ApyAyana,ApyAyana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2033,4370,1
lAYCana,lAYCana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2034,4371,1
