headword_slp1,cited_verse,category,delta,n_loci
muc,2597,absent,,0
Slezman,2597,absent,,0
vaYcaka,2598,absent,,0
snA,2598,absent,,0
mizwa,2600,absent,,0
nid,2601,absent,,0
maryAdA,2603,absent,,0
vas,2605,absent,,0
viS,2606,absent,,0
vid,2613,absent,,0
vid,2615,absent,,0
nI,2617,absent,,0
dA,2618,absent,,0
pratibala,2618,absent,,0
yA,2630,absent,,0
BU,2639,absent,,0
jYA,2648,absent,,0
DA,2651,absent,,0
jYA,2652,absent,,0
sajjay,2672,absent,,0
padmaka,2674,absent,,0
padmakarRika,2674,absent,,0
lap,2681,absent,,0
digISvara,2683,absent,,0
sru,2689,absent,,0
Suc,2695,absent,,0
Boktar,2696,absent,,0
ji,2702,absent,,0
ji,2702,absent,,0
pat,2709,absent,,0
pratisrotas,2710,absent,,0
vivfdDi,2711,absent,,0
Sru,2725,absent,,0
syamantapaYcaka,2725,absent,,0
praRud,2727,absent,,0
guRW,2734,absent,,0
nam,2735,absent,,0
nad,2739,absent,,0
vivatsa,2748,absent,,0
garD,2749,absent,,0
SuSrUzin,2752,absent,,0
pU,2757,absent,,0
SuSrUzin,2759,absent,,0
nAruMtuda,2763,absent,,0
vErAwa,2766,absent,,0
viS,2774,absent,,0
lAja,2776,absent,,0
star,2776,absent,,0
nEtyika,2778,absent,,0
pfTuyaSas,2783,absent,,0
par,2787,absent,,0
par,2790,absent,,0
mantray,2796,absent,,0
dru,2805,absent,,0
sugrIva,2812,absent,,0
yA,2814,absent,,0
SAs,2819,absent,,0
lup,2822,absent,,0
vikANkzA,2835,absent,,0
joza,2840,absent,,0
pradeSa,2848,absent,,0
brahmatuNga,2850,absent,,0
SaryAti,2851,absent,,0
sutuNga,2851,absent,,0
prasravaRa,2853,absent,,0
lAsya,2860,absent,,0
saMnAda,2860,absent,,0
pratihartar,2865,absent,,0
pad,2867,absent,,0
naparAjit,2877,absent,,0
vyADya,2877,absent,,0
nEtyaka,2887,absent,,0
devAri,2892,absent,,0
smftimant,2905,absent,,0
niGAtin,2910,absent,,0
gomuKa,2914,absent,,0
snAtaka,2918,absent,,0
mantray,2919,absent,,0
snA,2919,absent,,0
plu,2920,absent,,0
sad,2920,absent,,0
susuganDi,2920,absent,,0
vezw,2921,absent,,0
lip,2922,absent,,0
haricandana,2922,absent,,0
snA,2926,absent,,0
snA,2926,absent,,0
dogDar,2929,absent,,0
nandyAvarta,2930,absent,,0
varDamAna,2930,absent,,0
nandyAvarta,2930,absent,,0
rocana,2931,absent,,0
DU,2937,absent,,0
stu,2938,absent,,0
tar,2959,absent,,0
tar,2959,absent,,0
punardarSana,2970,absent,,0
divasakft,2985,absent,,0
sAMgrAmika,2989,absent,,0
ruh,2991,absent,,0
svaryAti,2991,absent,,0
yamaloka,3002,absent,,0
yiyAsu,3002,absent,,0
ji,3004,absent,,0
pad,3008,absent,,0
div,3013,absent,,0
vitaRqA,3022,absent,,0
saMlApa,3022,absent,,0
tan,3027,absent,,0
hA,3045,absent,,0
Sru,3064,absent,,0
nud,3069,absent,,0
vyaBIcAra,3070,absent,,0
viS,3073,absent,,0
Sam,3073,absent,,0
saMkawa,3086,absent,,0
marj,3089,absent,,0
rac,3096,absent,,0
pravAhin,3104,absent,,0
ruh,3105,absent,,0
guh,3110,absent,,0
Bedana,3120,absent,,0
saMnAda,3122,absent,,0
var,3123,absent,,0
har,3123,absent,,0
nad,3125,absent,,0
var,3131,absent,,0
pASavant,3136,absent,,0
vfzwimant,3153,absent,,0
paripakva,3159,absent,,0
nirvyUha,3166,absent,,0
vezw,3168,absent,,0
smi,3171,absent,,0
prAkAra,3184,absent,,0
vyAlamba,3192,absent,,0
yantra,3204,absent,,0
pratidarSana,3214,absent,,0
Siz,3231,absent,,0
prasTa,3236,absent,,0
han,3236,absent,,0
han,3236,absent,,0
Bojin,3239,absent,,0
hval,3240,absent,,0
yA,3261,absent,,0
viGAtaka,3268,absent,,0
martavya,3308,absent,,0
pI,3313,absent,,0
pat,3318,absent,,0
parigraha,3322,absent,,0
vizPuliNga,3327,absent,,0
Dvajayantra,3332,absent,,0
yantra,3332,absent,,0
BaYj,3333,absent,,0
nirantara,3343,absent,,0
sad,3344,absent,,0
pad,3361,absent,,0
luq,3367,absent,,0
pAzARa,3371,absent,,0
gErika,3373,absent,,0
vam,3376,absent,,0
vid,3378,absent,,0
dArva,3380,absent,,0
lAlasa,3383,absent,,0
Sat,3384,absent,,0
saMkrama,3386,absent,,0
star,3395,absent,,0
taq,3401,absent,,0
cUrRay,3404,absent,,0
nad,3406,absent,,0
banDana,3407,absent,,0
prI,3420,absent,,0
jIv,3422,absent,,0
ced,3423,absent,,0
ced,3423,absent,,0
visismApayizu,3448,absent,,0
gAnDAri,3457,absent,,0
jarjara,3468,absent,,0
vErocani,3484,absent,,0
purovAta,3494,absent,,0
saMhrAdin,3502,absent,,0
plu,3503,absent,,0
man,3514,absent,,0
dru,3515,absent,,0
yat,3534,absent,,0
dakziRatas,3539,absent,,0
vAmatas,3539,absent,,0
jan,3563,absent,,0
dvaMdvIBUta,3577,absent,,0
jambuka,3585,absent,,0
lup,3586,absent,,0
yudDaraNga,3590,absent,,0
miSray,3593,absent,,0
miSray,3594,absent,,0
saMnahana,3597,absent,,0
par,3603,absent,,0
muc,3604,absent,,0
muc,3605,absent,,0
sar,3608,absent,,0
jU,3618,absent,,0
saMnipAta,3625,absent,,0
sru,3631,absent,,0
ram,3633,absent,,0
ram,3633,absent,,0
mardana,3652,absent,,0
pad,3663,absent,,0
vij,3664,absent,,0
snAyu,3672,absent,,0
vERava,3673,absent,,0
smi,3700,absent,,0
glA,3701,absent,,0
viSalya,3703,absent,,0
pragAQa,3713,absent,,0
saMGarza,3713,absent,,0
nud,3727,absent,,0
garBagfha,3738,absent,,0
nud,3740,absent,,0
pA,3741,absent,,0
bAlakrIqanaka,3746,absent,,0
luq,3756,absent,,0
yA,3760,absent,,0
han,3779,absent,,0
Danvan,3781,absent,,0
BAsvant,3784,absent,,0
Bid,3787,absent,,0
saMskAra,3799,absent,,0
sAPalya,3810,absent,,0
praDarzaRa,3825,absent,,0
pratimitra,3830,absent,,0
samunnAda,3830,absent,,0
saMninAda,3838,absent,,0
BraMS,3845,absent,,0
nEzPalya,3846,absent,,0
BraMS,3846,absent,,0
ji,3860,absent,,0
ji,3860,absent,,0
surapati,3862,absent,,0
susaMgraha,3862,absent,,0
gup,3863,absent,,0
vyaNgIkar,3877,absent,,0
vEyAGra,3892,absent,,0
nadIja,3898,absent,,0
vad,3905,absent,,0
parirakzin,3907,absent,,0
virAga,3931,absent,,0
raNga,3932,absent,,0
vilAsaka,3932,absent,,0
paS,3944,absent,,0
rAj,3945,absent,,0
ruh,3945,absent,,0
dIp,3954,absent,,0
pratikzepa,3958,absent,,0
muc,3967,absent,,0
yA,3974,absent,,0
ruz,3983,absent,,0
ci,3984,absent,,0
par,3987,absent,,0
Sam,4000,absent,,0
saMGarza,4004,absent,,0
yam,4028,absent,,0
var,4051,absent,,0
yODizWiri,4061,absent,,0
rAvaRi,4065,absent,,0
jan,4066,absent,,0
sfj,4103,absent,,0
hEqambi,4123,absent,,0
barh,4124,absent,,0
piz,4125,absent,,0
piz,4125,absent,,0
sPar,4126,absent,,0
sPuw,4126,absent,,0
DU,4128,absent,,0
nad,4133,absent,,0
yamadaMzwrA,4152,absent,,0
vanOkas,4166,absent,,0
par,4170,absent,,0
rAj,4170,absent,,0
rAj,4172,absent,,0
DA,4180,absent,,0
pIq,4219,absent,,0
nud,4226,absent,,0
saMkarzaRa,4227,absent,,0
vIrataru,4228,absent,,0
vac,4230,absent,,0
vijYApya,4247,absent,,0
paS,4251,absent,,0
garD,4252,absent,,0
DA,4253,absent,,0
ced,4254,absent,,0
rOkmiReya,4260,absent,,0
yuj,4268,absent,,0
BI,4270,absent,,0
vyApad,4271,absent,,0
Darz,4286,absent,,0
sad,4286,absent,,0
sa,4289,absent,,0
Siz,4297,absent,,0
Siz,4297,absent,,0
durvAri,4333,absent,,0
yaTAvat,4337,absent,,0
raTakalpaka,4337,absent,,0
samAvAya,4339,absent,,0
lal,4340,absent,,0
jakz,4346,absent,,0
nI,4346,absent,,0
vac,4352,absent,,0
svaj,4352,absent,,0
GrA,4357,absent,,0
viS,4359,absent,,0
svaj,4368,absent,,0
ji,4376,absent,,0
Sar,4378,absent,,0
varzin,4382,absent,,0
nIqa,4384,absent,,0
dih,4386,absent,,0
yoktra,4389,absent,,0
paryanta,4416,absent,,0
Sar,4425,absent,,0
var,4435,absent,,0
ci,4440,absent,,0
plu,4444,absent,,0
pad,4445,absent,,0
sar,4449,absent,,0
Bftaka,4463,absent,,0
naKa,4527,absent,,0
piRqaka,4564,absent,,0
mastaka,4564,absent,,0
Sar,4564,absent,,0
Bid,4565,absent,,0
mlA,4568,absent,,0
sKal,4568,absent,,0
mukuwin,4571,absent,,0
rUz,4571,absent,,0
Bid,4583,absent,,0
Bid,4584,absent,,0
pratIkASa,4588,absent,,0
sPar,4589,absent,,0
vasuMDarADara,4591,absent,,0
sic,4593,absent,,0
sic,4594,absent,,0
siD,4607,absent,,0
plu,4626,absent,,0
jU,4631,absent,,0
BAnumant,4641,absent,,0
prekzin,4652,absent,,0
Siz,4655,absent,,0
pat,4656,absent,,0
pat,4656,absent,,0
sad,4671,absent,,0
vAtAy,4681,absent,,0
SarAsanin,4689,absent,,0
Bid,4694,absent,,0
viS,4694,absent,,0
saMniBa,4697,absent,,0
visismApayizu,4700,absent,,0
vismApayanIya,4701,absent,,0
tartavya,4706,absent,,0
hastaprApta,4707,absent,,0
vizamIkar,4710,absent,,0
DU,4711,absent,,0
talatrARa,4714,absent,,0
SramB,4714,absent,,0
tAmraliptaka,4716,absent,,0
barbara,4722,absent,,0
tap,4731,absent,,0
saMnikASa,4739,absent,,0
piRqay,4746,absent,,0
vibarha,4749,absent,,0
dIrGakUrca,4749,absent,,0
var,4767,absent,,0
saMgara,4801,absent,,0
mard,4806,absent,,0
Sak,4814,absent,,0
taNgaRa,4819,absent,,0
DA,4841,absent,,0
dIp,4842,absent,,0
taNgaRa,4847,absent,,0
pulinda,4847,absent,,0
piRqaka,4850,absent,,0
dru,4865,absent,,0
vAhaka,4867,absent,,0
muc,4880,absent,,0
viS,4881,absent,,0
Sam,4881,absent,,0
gAh,4883,absent,,0
vIraketu,4893,absent,,0
vIraketu,4899,absent,,0
har,4905,absent,,0
muh,4907,absent,,0
pat,4912,absent,,0
sad,4921,absent,,0
sad,4921,absent,,0
yamaka,4926,absent,,0
dru,4935,absent,,0
maSaka,4944,absent,,0
garta,4953,absent,,0
smi,4958,absent,,0
vah,4968,absent,,0
samudyoga,4976,absent,,0
hvA,4977,absent,,0
pfzWatas,4995,absent,,0
luq,4999,absent,,0
maRqalIkar,5004,absent,,0
pataMga,5055,absent,,0
mardana,5060,absent,,0
jArAsaMDi,5061,absent,,0
tap,5067,absent,,0
ninIzu,5071,absent,,0
prekzita,5076,absent,,0
ruh,5084,absent,,0
vyA,5087,absent,,0
paYcaka,5089,absent,,0
luq,5096,absent,,0
lokApavAda,5109,absent,,0
sA,5128,absent,,0
mlA,5130,absent,,0
cakora,5135,absent,,0
dA,5146,absent,,0
yat,5173,absent,,0
luq,5174,absent,,0
duHSala,5176,absent,,0
yat,5179,absent,,0
brahmabanDu,5191,absent,,0
plu,5196,absent,,0
cud,5202,absent,,0
tar,5219,absent,,0
vivArayizu,5219,absent,,0
has,5219,absent,,0
cyu,5220,absent,,0
vinASin,5223,absent,,0
GrA,5228,absent,,0
gA,5229,absent,,0
graB,5234,absent,,0
graB,5235,absent,,0
DA,5267,absent,,0
dah,5277,absent,,0
dru,5292,absent,,0
gErika,5300,absent,,0
prasyandin,5300,absent,,0
lul,5311,absent,,0
vad,5318,absent,,0
viprakAra,5369,absent,,0
smi,5375,absent,,0
marz,5381,absent,,0
sad,5399,absent,,0
SoBin,5401,absent,,0
var,5406,absent,,0
gUQapAda,5407,absent,,0
vEkalya,5412,absent,,0
sAyakamaya,5433,absent,,0
miSray,5440,absent,,0
samAja,5445,absent,,0
yat,5458,absent,,0
dIrGApekzin,5467,absent,,0
dIrGaprekzin,5467,absent,,0
vASitA,5483,absent,,0
har,5484,absent,,0
diS,5492,absent,,0
tUvaraka,5493,absent,,0
viSArada,5540,absent,,0
pad,5558,absent,,0
durjara,5561,absent,,0
varRay,5562,absent,,0
vid,5575,absent,,0
has,5582,absent,,0
cArucitra,5594,absent,,0
citrAkza,5594,absent,,0
sIv,5599,absent,,0
muc,5603,absent,,0
sfj,5604,absent,,0
vErocani,5608,absent,,0
pat,5621,absent,,0
vAja,5642,absent,,0
ruha,5643,absent,,0
nihantavya,5646,absent,,0
sar,5677,absent,,0
vezwaka,5688,absent,,0
yuj,5694,absent,,0
vikaca,5718,absent,,0
SakracApa,5732,absent,,0
ruh,5738,absent,,0
goDA,5743,absent,,0
cawacawA,5743,absent,,0
ram,5745,absent,,0
has,5755,absent,,0
viDanvan,5756,absent,,0
vicarman,5761,absent,,0
laya,5767,absent,,0
lI,5767,absent,,0
ruh,5768,absent,,0
su,5783,absent,,0
tUvaraka,5786,absent,,0
samudyoga,5792,absent,,0
lI,5794,absent,,0
duzkula,5799,absent,,0
siD,5805,absent,,0
yA,5806,absent,,0
har,5810,absent,,0
viS,5812,absent,,0
han,5816,absent,,0
luq,5823,absent,,0
var,5839,absent,,0
har,5851,absent,,0
sad,5852,absent,,0
ji,5855,absent,,0
rAvaRi,5888,absent,,0
yA,5908,absent,,0
yoktra,5922,absent,,0
pASana,5923,absent,,0
lAsana,5923,absent,,0
vibanDa,5923,absent,,0
saMdAna,5923,absent,,0
saMDAna,5923,absent,,0
raTANga,5940,absent,,0
jar,5967,absent,,0
jar,5967,absent,,0
saMbanDin,5970,absent,,0
yiyAsu,5985,absent,,0
pakzavAda,6009,absent,,0
kaYcuka,6012,absent,,0
vyavasAyavant,6020,absent,,0
sma,6021,absent,,0
dinArDa,6036,absent,,0
dinArDa,6036,absent,,0
vijetar,6046,absent,,0
hiMsaka,6049,absent,,0
sic,6050,absent,,0
har,6051,absent,,0
yA,6065,absent,,0
Sri,6085,absent,,0
Sri,6085,absent,,0
raTAkza,6090,absent,,0
dah,6092,absent,,0
Boga,6100,absent,,0
Bogin,6100,absent,,0
tarj,6131,absent,,0
vAtika,6132,absent,,0
nad,6143,absent,,0
piNgala,6148,absent,,0
pat,6149,absent,,0
sPowa,6153,absent,,0
sma,6157,absent,,0
mantray,6158,absent,,0
mantray,6161,absent,,0
plu,6164,absent,,0
vyaNguli,6176,absent,,0
viDura,6177,absent,,0
roDas,6186,absent,,0
paS,6194,absent,,0
var,6195,absent,,0
paS,6199,absent,,0
gup,6218,absent,,0
nam,6222,absent,,0
han,6236,absent,,0
BIzaRaka,6239,absent,,0
mahABIzaRaka,6239,absent,,0
nABi,6241,absent,,0
SIGrAstra,6249,absent,,0
sma,6249,absent,,0
praKya,6253,absent,,0
mantray,6253,absent,,0
yA,6257,absent,,0
samantapaYcaka,6267,absent,,0
praBaYjana,6268,absent,,0
lih,6272,absent,,0
kadambakIkar,6276,absent,,0
pat,6287,absent,,0
tamoGna,6296,absent,,0
sad,6305,absent,,0
yA,6307,absent,,0
nI,6310,absent,,0
sad,6315,absent,,0
sad,6317,absent,,0
sad,6320,absent,,0
har,6323,absent,,0
durAcarita,6336,absent,,0
manogata,6337,absent,,0
nI,6343,absent,,0
saMnivartana,6351,absent,,0
Kac,6379,absent,,0
pad,6380,absent,,0
yantra,6383,absent,,0
pramuKatas,6387,absent,,0
odarika,6390,absent,,0
vikala,6397,absent,,0
vac,6398,absent,,0
durvacas,6399,absent,,0
Sru,6403,absent,,0
tu,6406,absent,,0
yA,6406,absent,,0
pad,6411,absent,,0
varDanIya,6421,absent,,0
vah,6421,absent,,0
yazwi,6432,absent,,0
guh,6436,absent,,0
darImuKa,6437,absent,,0
darImuKa,6437,absent,,0
parisrava,6437,absent,,0
vanDura,6440,absent,,0
modana,6443,absent,,0
prakarzaRa,6446,absent,,0
prakarzaRa,6446,absent,,0
cyu,6449,absent,,0
sIv,6449,absent,,0
tar,6452,absent,,0
pad,6456,absent,,0
vikarRin,6488,absent,,0
tar,6490,absent,,0
yantray,6490,absent,,0
samudyama,6501,absent,,0
luB,6506,absent,,0
SI,6509,absent,,0
sad,6524,absent,,0
jYA,6536,absent,,0
man,6537,absent,,0
Sri,6549,absent,,0
tap,6555,absent,,0
saMtarpya,6566,absent,,0
muz,6569,absent,,0
vyavasAyavant,6595,absent,,0
luq,6624,absent,,0
vip,6645,absent,,0
kavala,6658,absent,,0
rAS,6658,absent,,0
cawacawA,6665,absent,,0
vallakI,6665,absent,,0
cItkAra,6666,absent,,0
hez,6666,absent,,0
ru,6670,absent,,0
purovAta,6674,absent,,0
stanita,6675,absent,,0
plu,6676,absent,,0
luq,6690,absent,,0
luq,6692,absent,,0
puT,6708,absent,,0
jayarAta,6710,absent,,0
tElapAyin,6713,absent,,0
lul,6725,absent,,0
han,6726,absent,,0
pAMsana,6736,absent,,0
vfttasTa,6741,absent,,0
BaYj,6774,absent,,0
pad,6782,absent,,0
nalva,6786,absent,,0
nam,6792,absent,,0
nam,6792,absent,,0
nimnita,6792,absent,,0
galadvAra,6793,absent,,0
praBaYjana,6809,absent,,0
nad,6814,absent,,0
bAD,6822,absent,,0
hEqambi,6822,absent,,0
BI,6825,absent,,0
raTAkza,6829,absent,,0
viBAvan,6832,absent,,0
saMkawa,6833,absent,,0
prasravaRa,6834,absent,,0
puraMjaya,6851,absent,,0
hemapuYjaka,6851,absent,,0
jayaDarman,6852,absent,,0
parakrATin,6852,absent,,0
nErfta,6864,absent,,0
dAraka,6871,absent,,0
mantray,6875,absent,,0
plu,6887,absent,,0
Sat,6898,absent,,0
viSfNga,6900,absent,,0
maRqUka,6902,absent,,0
pAzARa,6904,absent,,0
vapra,6904,absent,,0
varj,6905,absent,,0
SatruMjaya,6910,absent,,0
pfzaDru,6912,absent,,0
plu,6927,absent,,0
nipAtin,6928,absent,,0
prAtipIya,6934,absent,,0
nAgadatta,6938,absent,,0
virajas,6938,absent,,0
vIragavAkza,6944,absent,,0
vasAtika,6949,absent,,0
yODeya,6950,absent,,0
dA,6976,absent,,0
ruz,6993,absent,,0
ruz,6993,absent,,0
han,6993,absent,,0
pUjaka,7005,absent,,0
jayapriya,7011,absent,,0
vIraBadra,7011,absent,,0
taTya,7044,absent,,0
rAj,7063,absent,,0
Sallaka,7107,absent,,0
BasmIkar,7122,absent,,0
yA,7159,absent,,0
tarj,7176,absent,,0
vAtika,7188,absent,,0
visarpin,7211,absent,,0
dIp,7237,absent,,0
ci,7242,absent,,0
lih,7262,absent,,0
varj,7272,absent,,0
luq,7287,absent,,0
digdEvata,7293,absent,,0
pat,7293,absent,,0
pat,7295,absent,,0
pradIpaka,7295,absent,,0
vidIpaka,7295,absent,,0
dIp,7296,absent,,0
sev,7297,absent,,0
pratipraBA,7299,absent,,0
dIp,7306,absent,,0
miSray,7309,absent,,0
sic,7319,absent,,0
dIp,7322,absent,,0
pratikANkzin,7350,absent,,0
pratikANkzin,7350,absent,,0
samAvAya,7351,absent,,0
saMkawa,7370,absent,,0
pravaRa,7397,absent,,0
siD,7397,absent,,0
siD,7397,absent,,0
siD,7397,absent,,0
muc,7401,absent,,0
Salalita,7418,absent,,0
mantray,7421,absent,,0
sImanta,7451,absent,,0
tu,7473,absent,,0
sunizWura,7477,absent,,0
pat,7488,absent,,0
sPar,7493,absent,,0
sad,7510,absent,,0
cyu,7515,absent,,0
nirmoka,7516,absent,,0
Salala,7527,absent,,0
padAtIya,7598,absent,,0
sva,7608,absent,,0
svakIya,7608,absent,,0
drumasena,7631,absent,,0
vileKana,7634,absent,,0
mard,7657,absent,,0
Cattra,7687,absent,,0
man,7740,absent,,0
bAD,7761,absent,,0
sADuvAdin,7786,absent,,0
pratyudyAtar,7810,absent,,0
nizedDar,7826,absent,,0
yA,7844,absent,,0
sfj,7875,absent,,0
graB,7880,absent,,0
nam,7894,absent,,0
nam,7894,absent,,0
nimnita,7894,absent,,0
SaNkukarRa,7894,absent,,0
harit,7894,absent,,0
BrU,7895,absent,,0
varzman,7896,absent,,0
nABi,7897,absent,,0
piRqaka,7897,absent,,0
vikawa,7897,absent,,0
sPij,7897,absent,,0
bahurUpaka,7899,absent,,0
nalva,7901,absent,,0
gErika,7919,absent,,0
prasrava,7919,absent,,0
BUtAntaka,7926,absent,,0
Salalita,7944,absent,,0
prasravaRa,7962,absent,,0
saMkawa,7962,absent,,0
vah,7963,absent,,0
vispandana,7993,absent,,0
BI,7995,absent,,0
prakza,7997,absent,,0
praKya,7997,absent,,0
carmin,8025,absent,,0
pratidarSana,8029,absent,,0
barh,8036,absent,,0
pratyamitra,8039,absent,,0
cawacawA,8092,absent,,0
goSIrza,8097,absent,,0
jagatIruha,8098,absent,,0
pIlu,8098,absent,,0
sru,8104,absent,,0
visUta,8125,absent,,0
nad,8127,absent,,0
prasaMGa,8128,absent,,0
pravarza,8128,absent,,0
dIp,8138,absent,,0
nah,8141,absent,,0
lI,8146,absent,,0
BaYj,8152,absent,,0
BaYj,8152,absent,,0
nirdaSana,8160,absent,,0
yam,8180,absent,,0
vyA,8181,absent,,0
sPuw,8181,absent,,0
aMsay,8190,absent,,0
nI,8192,absent,,0
jramB,8198,absent,,0
yam,8210,absent,,0
tadDita,8211,absent,,0
tadDita,8211,absent,,0
jarAsaMDa,8214,absent,,0
Sri,8215,absent,,0
Darz,8220,absent,,0
rOhiReya,8220,absent,,0
sImanta,8221,absent,,0
rOhiRinandana,8222,absent,,0
dar,8223,absent,,0
saMsTApana,8241,absent,,0
viroDin,8263,absent,,0
vah,8279,absent,,0
niragni,8284,absent,,0
bAD,8292,absent,,0
hi,8292,absent,,0
nI,8294,absent,,0
vimoktavya,8298,absent,,0
gAh,8313,absent,,0
han,8346,absent,,0
par,8378,absent,,0
svapnAy,8381,absent,,0
nad,8386,absent,,0
mIl,8388,absent,,0
boDa,8405,absent,,0
daSaSatAkza,8409,absent,,0
piYjara,8409,absent,,0
vidAraRa,8409,absent,,0
sar,8413,absent,,0
marz,8421,absent,,0
muc,8431,absent,,0
pratyudGAta,8433,absent,,0
vittapati,8444,absent,,0
tAmrIkar,8458,absent,,0
muz,8458,absent,,0
i,8458,absent,,0
sar,8479,absent,,0
piz,8484,absent,,0
vEqUrya,8498,absent,,0
Sap,8509,absent,,0
Sap,8509,absent,,0
samutpiYja,8514,absent,,0
nejana,8530,absent,,0
nij,8531,absent,,0
susaMpUrRa,8533,absent,,0
Penila,8534,absent,,0
vij,8541,absent,,0
pArijAta,8551,absent,,0
ruc,8551,absent,,0
SarIrAvaraRa,8562,absent,,0
pravegita,8590,absent,,0
vij,8590,absent,,0
saMDAna,8598,absent,,0
pradarSin,8600,absent,,0
su,8603,absent,,0
Sam,8624,absent,,0
pat,8627,absent,,0
vastika,8638,absent,,0
sUcIkapiSa,8639,absent,,0
has,8648,absent,,0
DA,8651,absent,,0
jar,8652,absent,,0
yA,8670,absent,,0
han,8677,absent,,0
nud,8691,absent,,0
sEkata,8711,absent,,0
tar,8721,absent,,0
pfSni,8728,absent,,0
nizpARqava,8739,absent,,0
jyAyaMs,8741,absent,,0
nam,8750,absent,,0
pat,8768,absent,,0
miSray,8773,absent,,0
han,8786,absent,,0
muc,8787,absent,,0
vegin,8798,absent,,0
vimanaska,8829,absent,,0
sPur,8829,absent,,0
vivArayizu,8838,absent,,0
trap,8848,absent,,0
vikarman,8848,absent,,0
nam,8859,absent,,0
durAkrama,8861,absent,,0
tud,8869,absent,,0
yA,8881,absent,,0
vid,8885,absent,,0
vid,8885,absent,,0
glA,8898,absent,,0
har,8903,absent,,0
Durya,8916,absent,,0
ruh,8917,absent,,0
pratisrotas,8918,absent,,0
saMkawa,8920,absent,,0
rukmavAhana,8943,absent,,0
gam,8969,absent,,0
pIq,8974,absent,,0
jihIrzu,8980,absent,,0
viDarmika,8989,absent,,0
vihaga,9021,absent,,0
qiRqima,9025,absent,,0
stanayitnumant,9029,absent,,0
pratisrotas,9030,absent,,0
ruh,9041,absent,,0
sIv,9043,absent,,0
barh,9048,absent,,0
nad,9055,absent,,0
car,9062,absent,,0
vArzika,9088,absent,,0
marz,9092,absent,,0
sopAna,9122,absent,,0
drohin,9125,absent,,0
nizeva,9126,absent,,0
vikutsA,9135,absent,,0
sA,9140,absent,,0
sA,9140,absent,,0
pAMsana,9141,absent,,0
pASana,9141,absent,,0
dru,9159,absent,,0
joza,9162,absent,,0
spand,9176,absent,,0
Sam,9185,absent,,0
sad,9186,absent,,0
DA,9209,absent,,0
brU,9226,absent,,0
vigraha,9240,absent,,0
pratidvaMdva,9243,absent,,0
nizpratidvaMdva,9265,absent,,0
vyuparama,9280,absent,,0
brU,9283,absent,,0
brU,9283,absent,,0
parisrava,9325,absent,,0
mard,9328,absent,,0
dAman,9342,absent,,0
han,9345,absent,,0
mIl,9355,absent,,0
par,9357,absent,,0
pravarzin,9361,absent,,0
Bid,9379,absent,,0
pradveza,9394,absent,,0
sad,9396,absent,,0
SlIla,9403,absent,,0
mantray,9407,absent,,0
plu,9408,absent,,0
arcis,9408,absent,,0
gam,9410,absent,,0
ras,9419,absent,,0
Sam,9427,absent,,0
DA,9455,absent,,0
paraSvaDin,9455,absent,,0
yajYopavIta,9456,absent,,0
saMniDAna,9456,absent,,0
mA,9457,absent,,0
tap,9458,absent,,0
nipAtin,9462,absent,,0
sAyujya,9468,absent,,0
riz,9469,absent,,0
dA,9499,absent,,0
dA,9499,absent,,0
jagaddIpa,9506,absent,,0
jit,9518,absent,,0
mIQvaMs,9524,absent,,0
muYja,9527,absent,,0
nivAsin,9532,absent,,0
Danvan,9536,absent,,0
atikopa,9554,absent,,0
nI,9557,absent,,0
nI,9557,absent,,0
toyamaya,9608,absent,,0
vac,9611,absent,,0
mah,9616,absent,,0
DUrjawi,9621,absent,,0
vyomakeSa,9626,absent,,0
BAsvant,9633,absent,,0
sAMgrAmika,9642,absent,,0
parASara,9645,absent,,0
sar,14246,absent,,0
