L,headword_slp1,parvan,verse,marker,confidence,category,delta
85170,rUpin,14,229,zu lesen,high,corroborated,0
85170,rUpin,14,229,zu lesen,high,corroborated,0
49998,praSna,14,640,lies,high,corroborated,0
65277,alarka,14,840,fälschlich,medium,corroborated,0
39257,nirAbADa,14,950,st.,medium,corroborated,1
54904,Binnavftti,14,999,fehlerhaft,high,corroborated,0
42709,parigraha,14,1029,st.,medium,corroborated,0
49581,pramodana,14,1035,fehlerhaft,high,corroborated,0
95601,vEkArika,14,1054,zu lesen,high,corroborated,0
59310,mahendra,14,1174,zu lesen,high,corroborated,0
23675,grahaRa,14,1197,lies,high,corroborated,0
39857,niveSana,14,1901,st.,medium,corroborated,1
113088,sOKyaSAyika,14,2039,fehlerhaft,high,corroborated,0
25941,cEtravAhanI,14,2405,fälschlich,medium,corroborated,0
47500,pOrARa,15,677,lies,high,corroborated,0
47500,pOrARa,15,677,lies,high,corroborated,0
105652,samAyoga,15,1070,zu lesen,high,corroborated,-1
43196,parizad,16,73,fälschlich,medium,corroborated,0
86664,lokanATa,16,137,st.,medium,corroborated,0
60059,mArga,1,5,falsch,medium,displaced,196
60059,mArga,1,5,falsch,medium,displaced,196
59386,mahya,1,43,st.,medium,displaced,1945
107849,sahya,1,43,st.,medium,displaced,3120
117624,heramba,1,75,fehlerhaft,high,displaced,-46
45711,puRqra,1,228,zu lesen,high,displaced,-40
45941,pundra,1,228,fehlerhaft,high,displaced,-40
45711,puRqra,1,228,st.,medium,displaced,-40
110714,supratIka,1,228,fälschlich,medium,displaced,-39
84468,rAma,1,272,zu lesen,high,displaced,-37
84468,rAma,1,272,st.,medium,displaced,-37
95950,vErAwa,1,328,zu lesen,high,displaced,-41
52834,bIBatsa,1,347,zu lesen,high,displaced,4462
52834,bIBatsa,1,347,st.,medium,displaced,4462
50205,prasTAnika,1,356,fehlerhaft,high,displaced,7365
99022,SAlA,1,391,st.,medium,displaced,-46
102991,saMSaya,1,608,zu lesen,high,displaced,-37
58678,mahAprasTAnika,1,629,fehlerhaft,high,displaced,-32
50988,prAsTAnika,1,633,fälschlich,medium,displaced,7088
34957,dEvaraTa,1,634,fehlerhaft,high,displaced,-35
95256,veda,1,684,st.,medium,displaced,13
113928,sTA,1,747,st.,medium,displaced,-143
114357,sparS,1,764,zu lesen,high,displaced,2279
114357,sparS,1,764,st.,medium,displaced,2279
78435,pAtra,1,773,st.,medium,displaced,1183
40779,netra,1,1124,zu lesen,high,displaced,-38
95906,vEra,1,1155,st.,medium,displaced,164
121513,mahant,1,1155,st.,medium,displaced,-38
46044,purAtana,1,1204,zu lesen,high,displaced,-38
23367,govinda,1,1216,lies,high,displaced,729
54780,BAs,1,1241,zu lesen,high,displaced,-38
66880,Alaya,1,1321,lies,high,displaced,6919
66880,Alaya,1,1321,st.,medium,displaced,6919
85874,laNG,1,1445,st.,medium,displaced,4789
86010,lamb,1,1445,st.,medium,displaced,-60
103307,sakASa,1,1466,statt,medium,displaced,1789
94757,vftta,1,1555,zu lesen,high,displaced,380
103843,saYj,1,1699,st.,medium,displaced,-1232
103843,saYj,1,1973,zu lesen,high,displaced,-1506
41710,paW,1,2020,zu lesen,high,displaced,-260
113928,sTA,1,2167,zu lesen,high,displaced,-83
113928,sTA,1,2167,st.,medium,displaced,-83
97107,Sakti,1,2209,zu lesen,high,displaced,210
97107,Sakti,1,2209,st.,medium,displaced,210
54447,BAgin,1,2304,zu lesen,high,displaced,-148
82233,yuD,1,2387,zu lesen,high,displaced,74
36492,DAtar,1,2523,st.,medium,displaced,2299
21731,ganDarva,1,2550,fälschlich,medium,displaced,-36
93395,viSvakarman,1,2592,st.,medium,displaced,-159
53140,bfhant,1,2691,zu lesen,high,displaced,1300
24110,GUrR,1,2850,zu lesen,high,displaced,453
53862,Baj,1,3260,zu lesen,high,displaced,-19
36186,Dar,1,3581,fehlerhaft,high,displaced,9
100486,Sura,1,3708,fehlerhaft,high,displaced,-9
113280,sOra,1,3738,st.,medium,displaced,1253
37095,DyA,1,3847,fehlerhaft,high,displaced,-836
114658,syad,1,3990,lies,high,displaced,-424
63465,anADfzya,1,4004,lies,high,displaced,548
63465,anADfzya,1,4004,st.,medium,displaced,548
45963,pura,1,4007,st.,medium,displaced,-8
86272,lABa,1,4197,zu lesen,high,displaced,407
53320,brahmacArin,1,4814,zu lesen,high,displaced,257
73713,cAraRa,1,4907,st.,medium,displaced,194
99221,Sikz,1,5099,zu lesen,high,displaced,256
46755,pUrva,1,5144,zu lesen,high,displaced,28
46755,pUrva,1,5144,st.,medium,displaced,28
101448,Srama,1,5255,zu lesen,high,displaced,686
83542,raB,1,5258,zu lesen,high,displaced,-1253
92080,viniScaya,1,5260,st.,medium,displaced,41
36186,Dar,1,5308,zu lesen,high,displaced,130
51214,prezya,1,5326,fehlerhaft,high,displaced,1955
105279,samanantara,1,5333,zu lesen,high,displaced,41
30811,tras,1,5496,st.,medium,displaced,-511
122468,saYj,1,5545,lies,high,displaced,-5078
122468,saYj,1,5545,st.,medium,displaced,-5078
61405,mUzaka,1,5573,zu lesen,high,displaced,-4016
81465,yadA,1,5598,fehlerhaft,high,displaced,137
114358,sparSa,1,5792,fehlerhaft,high,displaced,-2177
17750,kunti,1,5905,fälschlich,medium,displaced,25
1211,atas,1,5909,zu lesen,high,displaced,-5671
97454,SataguRa,1,6031,zu lesen,high,displaced,50
106193,saMbanDa,1,6153,zu lesen,high,displaced,56
55050,Buj,1,6221,st.,medium,displaced,-142
35163,dyut,1,6406,zu lesen,high,displaced,-4116
113928,sTA,1,6437,fehlerhaft,high,displaced,118
106590,sarp,1,6441,fehlerhaft,high,displaced,-1614
106590,sarp,1,6450,fehlerhaft,high,displaced,-1623
36457,DarzaRa,1,6502,lies,high,displaced,60
36457,DarzaRa,1,6502,st.,medium,displaced,60
50055,prasannatva,1,6541,lies,high,displaced,60
35162,dyut,1,6613,zu lesen,high,displaced,-4323
88840,vaSa,1,6684,st.,medium,displaced,38
98096,SaraBa,1,6684,statt,medium,displaced,-4021
86899,lolupa,1,6730,st.,medium,displaced,63
97121,Saktin,1,6736,zu lesen,high,displaced,36
24407,cakzuza,1,6818,fehlerhaft,high,displaced,-214
48055,praRipAta,1,6825,zu lesen,high,displaced,64
37864,nartaka,1,6940,druckfehler,high,displaced,65
115043,svaBAva,1,7015,zu lesen,high,displaced,971
104646,saMtrAsa,1,7073,druckfehler,high,displaced,1311
39123,niyojya,1,7139,zu lesen,high,displaced,68
44414,pAdAntara,1,7164,st.,medium,displaced,68
54834,BikzApracAra,1,7181,falsch,medium,displaced,68
69955,karz,1,7197,st.,medium,displaced,-50
93876,vizahya,1,7300,zu lesen,high,displaced,66
82136,yuga,1,7343,fehlerhaft,high,displaced,-7323
113928,sTA,1,7452,fehlerhaft,high,displaced,513
89481,vAcya,1,7488,zu lesen,high,displaced,-447
40438,nIpa,1,7584,zu lesen,high,displaced,192
40438,nIpa,1,7584,st.,medium,displaced,192
91229,vijaya,1,7641,zu lesen,high,displaced,410
81465,yadA,1,7713,statt,medium,displaced,-11
57699,manyu,1,7727,zu lesen,high,displaced,-803
112718,sEnika,1,7760,zu lesen,high,displaced,260
88405,varj,1,7845,lies,high,displaced,678
62164,mokzay,1,7879,st.,medium,displaced,616
58872,mahArava,1,7916,st.,medium,displaced,402
108152,sAtvata,1,7965,fehlerhaft,high,displaced,12
99221,Sikz,1,8033,fehlerhaft,high,displaced,-1617
98980,SArNgika,1,8346,st.,medium,displaced,97
86010,lamb,1,8443,st.,medium,displaced,-5143
53862,Baj,1,12683,zu lesen,high,displaced,-4810
37766,nara,2,72,zu lesen,high,displaced,72
113928,sTA,2,95,zu lesen,high,displaced,38
116782,hAriRa,2,97,fehlerhaft,high,displaced,1631
44166,pARqa,2,119,fehlerhaft,high,displaced,-16
49507,pramARa,2,138,zu lesen,high,displaced,-5
49507,pramARa,2,138,st.,medium,displaced,-5
72729,gAnDarva,2,143,lies,high,displaced,-8
72729,gAnDarva,2,143,st.,medium,displaced,-8
22561,guRa,2,155,falsch,medium,displaced,415
95024,vfzaBa,2,415,zu lesen,high,displaced,1230
48334,pratipad,2,475,druckfehler,high,displaced,-299
56300,majj,2,607,zu lesen,high,displaced,1491
54463,BAj,2,636,zu lesen,high,displaced,-49
114480,sPIta,2,810,st.,medium,displaced,12
29896,tIvra,2,1067,zu lesen,high,displaced,-566
100646,SUrasena,2,1106,zu lesen,high,displaced,-516
56635,matsya,2,1108,zu lesen,high,displaced,-516
102991,saMSaya,2,1126,zu lesen,high,displaced,-270
63533,anukarza,2,1208,zu lesen,high,displaced,-682
65498,avarza,2,1208,lies,high,displaced,4
65498,avarza,2,1208,st.,medium,displaced,4
107317,savarRa,2,1881,zu lesen,high,displaced,-1016
107317,savarRa,2,1881,st.,medium,displaced,-1016
50692,prAtikAmin,2,2198,fälschlich,medium,displaced,11
81162,yaTA,2,2399,st.,medium,displaced,10
113928,sTA,2,2432,zu lesen,high,displaced,-677
55485,BUyaMs,2,2517,st.,medium,displaced,-1070
96821,vraj,2,2674,fehlerhaft,high,displaced,-42
88549,varD,3,258,zu lesen,high,displaced,-46
77205,nirayu,3,291,st.,medium,displaced,10023
26091,Cadman,3,415,zu lesen,high,displaced,14412
60147,mAla,3,433,lies,high,displaced,1335
55960,Bram,3,733,st.,medium,displaced,14865
87675,vaD,3,805,statt,medium,displaced,66
50535,prARa,3,866,zu lesen,high,displaced,132
50535,prARa,3,866,st.,medium,displaced,132
64049,apaga,3,1087,lies,high,displaced,5401
51753,banD,3,1297,falsch,medium,displaced,93
9015,Ayati,3,1412,zu lesen,high,displaced,15636
44137,pARin,3,1622,statt,medium,displaced,45
101720,SrImant,3,1724,fälschlich,medium,displaced,9225
96273,vyaTA,3,1736,st.,medium,displaced,-399
117438,hfdya,3,1818,zu lesen,high,displaced,681
55050,Buj,3,2167,zu lesen,high,displaced,1540
88124,varaRa,3,2171,st.,medium,displaced,-18
56300,majj,3,2251,st.,medium,displaced,8475
104762,saMDya,3,2256,zu lesen,high,displaced,5774
54756,BAz,3,2282,zu lesen,high,displaced,302
88503,vart,3,2347,fehlerhaft,high,displaced,255
113416,sOhfda,3,2358,zu lesen,high,displaced,12355
99255,SiKA,3,2398,fehlerhaft,high,displaced,459
106590,sarp,3,2513,zu lesen,high,displaced,9903
70285,kAtara,3,2549,lies,high,displaced,9145
27221,jAti,3,2556,zu lesen,high,displaced,408
23656,graB,3,2810,falsch,medium,displaced,11116
41140,nyUna,3,4057,st.,medium,displaced,-2804
107621,sahasraka,3,5037,fehlerhaft,high,displaced,1541
105505,samAkula,3,5891,zu lesen,high,displaced,-3450
105505,samAkula,3,5891,st.,medium,displaced,-3450
106415,saraka,3,6045,st.,medium,displaced,456
43750,pavana,3,6075,statt,medium,displaced,450
37862,nart,3,6087,lies,high,displaced,-4220
37862,nart,3,6088,zu lesen,high,displaced,-4221
46350,puzkara,3,6130,zu lesen,high,displaced,492
76833,naraka,3,7039,zu lesen,high,displaced,3521
76833,naraka,3,7039,st.,medium,displaced,3521
51703,badara,3,7051,fälschlich,medium,displaced,-451
81468,yadi,3,8075,st.,medium,displaced,-47
55050,Buj,3,8085,st.,medium,displaced,3644
15038,kambala,3,8219,fälschlich,medium,displaced,-8038
103025,saMSraya,3,8370,zu lesen,high,displaced,2523
88503,vart,3,8438,fehlerhaft,high,displaced,133
88503,vart,3,8438,fehlerhaft,high,displaced,133
19905,kruD,3,8545,lies,high,displaced,-7472
79103,praRaya,3,8584,st.,medium,displaced,-5549
15594,karzaRa,3,10080,zu lesen,high,displaced,45
82912,rakzya,3,10285,fehlerhaft,high,displaced,4729
34077,duhitar,3,10304,falsch,medium,displaced,100
20315,kzip,3,10403,fehlerhaft,high,displaced,4
11389,uddAlaka,3,10603,zu lesen,high,displaced,55
44228,pAta,3,10646,lies,high,displaced,-24
57066,maDuvilA,3,10692,zu lesen,high,displaced,53
12669,uzRIgaNga,3,10698,fehlerhaft,high,displaced,53
51753,banD,3,10727,fälschlich,medium,displaced,3127
56300,majj,3,10756,zu lesen,high,displaced,-27
109975,suKozita,3,10866,fehlerhaft,high,displaced,51
48457,pratimAna,3,10879,zu lesen,high,displaced,50
48457,pratimAna,3,10879,st.,medium,displaced,50
79199,pratimAna,3,10879,fälschlich,medium,displaced,50
57103,maDusrava,3,11035,zu lesen,high,displaced,49
27058,jalASaya,3,11123,zu lesen,high,displaced,47
49619,prayAtavya,3,11173,zu lesen,high,displaced,46
16525,kAmyA,3,11190,zu lesen,high,displaced,-68
116009,hanUmant,3,11193,druckfehler,high,displaced,77
105700,samASraya,3,11242,fehlerhaft,high,displaced,45
104369,sadgati,3,11316,zu lesen,high,displaced,43
39854,nivedya,3,11322,fehlerhaft,high,displaced,43
69878,kart,3,11383,st.,medium,displaced,-235
72557,ganDarva,3,11762,lies,high,displaced,-143
72557,ganDarva,3,11762,lies,high,displaced,-143
72557,ganDarva,3,11762,st.,medium,displaced,-143
116135,hari,3,11903,zu lesen,high,displaced,-40
87964,vand,3,11907,st.,medium,displaced,36
84768,ripu,3,11912,st.,medium,displaced,-557
53140,bfhant,3,11964,lies,high,displaced,347
86636,loka,3,12025,zu lesen,high,displaced,8
109151,sita,3,12109,fehlerhaft,high,displaced,24
85650,lakzmaRa,3,12182,st.,medium,displaced,3837
34889,dEteya,3,12203,fehlerhaft,high,displaced,34
23656,graB,3,12225,st.,medium,displaced,1701
23656,graB,3,12225,st.,medium,displaced,1701
42573,parABAva,3,12242,st.,medium,displaced,33
119654,kzan,3,12274,zu lesen,high,displaced,-304
11060,utpAta,3,12513,fehlerhaft,high,displaced,31
53862,Baj,3,12683,fehlerhaft,high,displaced,-806
109803,suKa,3,12770,zu lesen,high,displaced,30
41710,paW,3,12813,zu lesen,high,displaced,279
32168,dala,3,13178,st.,medium,displaced,22
51896,bala,3,13178,st.,medium,displaced,-131
23656,graB,3,13180,falsch,medium,displaced,746
63075,atra,3,13229,lies,high,displaced,136
63075,atra,3,13229,st.,medium,displaced,136
116888,hiMs,3,13269,st.,medium,displaced,20
50344,prAkfta,3,13864,zu lesen,high,displaced,-427
73487,caturviMSaka,3,13918,zu lesen,high,displaced,15
119898,caturviMSaka,3,13918,zu lesen,high,displaced,15
73487,caturviMSaka,3,13918,st.,medium,displaced,15
66987,ASin,3,13994,st.,medium,displaced,507
87023,lohitoda,3,14269,statt,medium,displaced,255
20315,kzip,3,14314,fehlerhaft,high,displaced,20
79314,praT,3,14417,fehlerhaft,high,displaced,-179
79314,praT,3,14417,st.,medium,displaced,-179
85996,laB,3,14797,st.,medium,displaced,-84
103193,saMsmAraRa,3,14854,st.,medium,displaced,320
114102,sTURAkarRa,3,14995,fälschlich,medium,displaced,-14009
88503,vart,3,15613,fehlerhaft,high,displaced,-106
109632,sImantin,3,15613,zu lesen,high,displaced,1005
113928,sTA,3,15621,fehlerhaft,high,displaced,-77
82233,yuD,3,15645,st.,medium,displaced,159
89553,vAjin,3,15672,zu lesen,high,displaced,-5460
31573,daMSita,3,15684,zu lesen,high,displaced,720
31573,daMSita,3,15684,st.,medium,displaced,720
55960,Bram,3,15734,st.,medium,displaced,-136
101122,SoBana,3,15788,unrichtig,medium,displaced,-659
101122,SoBana,3,15788,falsch,medium,displaced,-659
108057,sAMgrAma,3,15867,fehlerhaft,high,displaced,-7439
20315,kzip,3,16117,unrichtig,medium,displaced,46
45963,pura,3,16215,st.,medium,displaced,-50
7773,Akara,3,16302,zu lesen,high,displaced,-756
36186,Dar,3,16580,fälschlich,medium,displaced,-8
104617,saMtApa,3,16622,zu lesen,high,displaced,-5338
60166,mAlava,3,16637,fälschlich,medium,displaced,170
88230,varAroha,3,16646,lies,high,displaced,202
54756,BAz,3,16731,zu lesen,high,displaced,67
61706,mfdu,3,16746,st.,medium,displaced,-70
97104,Sakti,3,16751,falsch,medium,displaced,-231
7011,aSrAy,3,16834,st.,medium,displaced,-3371
101074,SoRita,3,16862,fehlerhaft,high,displaced,-2248
21498,gaRay,3,16878,st.,medium,displaced,-14047
15421,kart,3,17212,lies,high,displaced,-132
15421,kart,3,17212,st.,medium,displaced,-132
102166,Svas,3,17310,zu lesen,high,displaced,-175
88503,vart,4,24,st.,medium,displaced,61
3608,anyonya,4,39,zu lesen,high,displaced,1023
54690,BAva,4,55,zu lesen,high,displaced,14
114357,sparS,4,278,zu lesen,high,displaced,462
114357,sparS,4,278,st.,medium,displaced,462
50535,prARa,4,355,st.,medium,displaced,619
113928,sTA,4,355,st.,medium,displaced,-161
113928,sTA,4,355,st.,medium,displaced,-161
113928,sTA,4,355,st.,medium,displaced,-161
108327,sAntvay,4,383,zu lesen,high,displaced,53
32590,dAra,4,414,st.,medium,displaced,-7
55050,Buj,4,539,zu lesen,high,displaced,210
42385,paramaka,4,619,fälschlich,medium,displaced,5
85996,laB,4,701,fehlerhaft,high,displaced,-25
24263,cakAs,4,755,zu lesen,high,displaced,1016
116395,harz,4,847,zu lesen,high,displaced,835
106590,sarp,4,1051,zu lesen,high,displaced,187
36648,DArA,4,1062,zu lesen,high,displaced,-158
36648,DArA,4,1062,falsch,medium,displaced,-158
79870,balAhaka,4,1416,zu lesen,high,displaced,614
59947,mAmaka,4,1622,fehlerhaft,high,displaced,-94
92228,vipAwa,4,1668,fehlerhaft,high,displaced,-337
92232,vipAWa,4,1668,fälschlich,medium,displaced,-337
88549,varD,4,1918,fehlerhaft,high,displaced,-1360
88549,varD,4,1918,zu lesen,high,displaced,-1360
88549,varD,4,1918,st.,medium,displaced,-1360
96281,vyaD,4,1977,fehlerhaft,high,displaced,-1776
18517,kUrma,4,2016,lies,high,displaced,-1217
43685,palAy,4,2247,zu lesen,high,displaced,-66
87675,vaD,5,22,statt,medium,displaced,227
49231,praDAnya,5,121,fehlerhaft,high,displaced,3425
50764,prADAnya,5,121,fälschlich,medium,displaced,3425
19764,kram,5,267,lies,high,displaced,1333
88503,vart,5,699,fehlerhaft,high,displaced,16
61175,muhUrta,5,1055,st.,medium,displaced,-730
65930,asta,5,1082,fehlerhaft,high,displaced,-13
84433,rAD,5,1086,st.,medium,displaced,-447
56235,maNgala,5,1166,lies,high,displaced,-80
62087,mEtra,5,1495,zu schreiben,high,displaced,-845
113928,sTA,5,1747,st.,medium,displaced,22
33327,duHKa,5,1819,druckfehler,high,displaced,-168
23822,grAha,5,2024,st.,medium,displaced,2424
35439,droRa,5,2191,fälschlich,medium,displaced,-5
58940,mahAvana,5,2322,zu lesen,high,displaced,820
58940,mahAvana,5,2322,st.,medium,displaced,820
26690,jamBa,5,2474,zu lesen,high,displaced,-541
82233,yuD,5,2489,zu schreiben,high,displaced,-37
51570,Palgu,5,2516,lies,high,displaced,-288
106211,saMbADa,5,2776,zu lesen,high,displaced,-19
26237,Cid,5,2909,st.,medium,displaced,-1862
108547,sAMprata,5,3255,st.,medium,displaced,-442
108327,sAntvay,5,3472,zu lesen,high,displaced,-2196
76851,nartaka,5,3491,zu lesen,high,displaced,-47
76851,nartaka,5,3491,st.,medium,displaced,-47
46350,puzkara,5,3533,lies,high,displaced,-46
107910,sAMhAra,5,3540,fehlerhaft,high,displaced,1411
107910,sAMhAra,5,3540,st.,medium,displaced,1411
110789,subala,5,3588,st.,medium,displaced,-46
31601,dakza,5,3597,st.,medium,displaced,39
37556,nanda,5,3628,statt,medium,displaced,188
60983,mudgaraparRaka,5,3629,fälschlich,medium,displaced,-46
94757,vftta,5,3630,fehlerhaft,high,displaced,-46
54144,Bar,5,4060,fehlerhaft,high,displaced,13
113928,sTA,5,4283,zu lesen,high,displaced,-17
105662,samArTa,5,4312,zu lesen,high,displaced,-80
35825,dvivida,5,4405,fälschlich,medium,displaced,-64
65280,alAta,5,4507,lies,high,displaced,-65
90604,vAsas,5,4553,fehlerhaft,high,displaced,94
48033,praRayin,5,4929,lies,high,displaced,-70
88503,vart,5,5134,fehlerhaft,high,displaced,15
88503,vart,5,5361,fehlerhaft,high,displaced,-99
88503,vart,5,5361,fehlerhaft,high,displaced,-99
107849,sahya,5,5371,fehlerhaft,high,displaced,-108
54756,BAz,5,5411,st.,medium,displaced,-465
60105,mArjAra,5,5422,st.,medium,displaced,-66
51453,Pal,5,5817,fehlerhaft,high,displaced,200
102948,saMvega,5,5878,zu schreiben,high,displaced,-23
105345,samaya,5,5990,fehlerhaft,high,displaced,-44
63394,anaya,5,6008,zu lesen,high,displaced,-680
59010,mahAvrata,5,7009,zu lesen,high,displaced,42
85641,lakzay,5,7042,fehlerhaft,high,displaced,-2866
85641,lakzay,5,7042,fehlerhaft,high,displaced,-2866
108434,sAman,5,7042,st.,medium,displaced,130
103843,saYj,5,7152,zu lesen,high,displaced,-1820
103843,saYj,5,7152,st.,medium,displaced,-1820
88503,vart,5,7164,fehlerhaft,high,displaced,-84
88503,vart,5,7276,zu lesen,high,displaced,-26
43511,paryaya,5,7384,zu lesen,high,displaced,-2003
65270,alam,5,7521,lies,high,displaced,-1493
93315,viSeza,5,7521,fehlerhaft,high,displaced,94
65270,alam,5,7521,st.,medium,displaced,-1493
96955,vrIqa,5,7528,zu lesen,high,displaced,-1447
113928,sTA,6,27,zu lesen,high,displaced,136
107897,sAMsa,6,64,fehlerhaft,high,displaced,447
113928,sTA,6,93,fehlerhaft,high,displaced,70
97135,Saktimant,6,318,fehlerhaft,high,displaced,2595
88301,varuRa,6,338,st.,medium,displaced,881
56863,madra,6,349,st.,medium,displaced,1748
18144,kulinda,6,363,fälschlich,medium,displaced,8
79778,baka,6,369,st.,medium,displaced,-317
98522,SAka,6,428,zu lesen,high,displaced,-69
56193,maga,6,436,zu lesen,high,displaced,-78
56193,maga,6,436,st.,medium,displaced,-78
27320,jAmbUnada,6,785,zu lesen,high,displaced,-506
53887,Bawa,6,1886,zu lesen,high,displaced,-4
98108,Sarava,6,2084,fehlerhaft,high,displaced,2631
61784,mekala,6,2103,zu lesen,high,displaced,1764
103843,saYj,6,2421,fehlerhaft,high,displaced,89
61706,mfdu,6,2591,zu lesen,high,displaced,3132
81491,yantra,6,2659,zu lesen,high,displaced,-370
91871,viDAna,6,3030,fehlerhaft,high,displaced,-1594
91871,viDAna,6,3030,fehlerhaft,high,displaced,-1594
96821,vraj,6,3142,fehlerhaft,high,displaced,-103
58784,mahAmAtra,6,3155,zu lesen,high,displaced,-695
82848,rakz,6,3760,zu lesen,high,displaced,11
99439,Siras,6,4041,zu lesen,high,displaced,136
99834,SIkara,6,4389,zu lesen,high,displaced,6
42109,padma,6,4613,lies,high,displaced,-1585
42197,padmin,6,4613,zu lesen,high,displaced,-48
92296,vipracitta,6,5031,fehlerhaft,high,displaced,-819
49339,prabala,6,5117,zu lesen,high,displaced,-1354
49339,prabala,6,5117,st.,medium,displaced,-1354
22844,gfDra,6,5203,zu lesen,high,displaced,-7
88503,vart,6,5491,fehlerhaft,high,displaced,-285
112560,segava,6,5632,zu lesen,high,displaced,17
97991,Saya,6,5649,zu lesen,high,displaced,26
97991,Saya,6,5649,st.,medium,displaced,26
23822,grAha,6,5680,zu lesen,high,displaced,-1114
23822,grAha,6,5680,st.,medium,displaced,-1114
60059,mArga,7,11,unrichtig,medium,displaced,1908
54403,BAga,7,75,st.,medium,displaced,-5
74502,jEtra,7,76,st.,medium,displaced,2914
103843,saYj,7,79,st.,medium,displaced,-29
79857,bala,7,203,st.,medium,displaced,11
72334,KAd,7,205,fehlerhaft,high,displaced,352
83542,raB,7,363,zu lesen,high,displaced,3847
88015,vapu,7,661,fehlerhaft,high,displaced,1267
111908,susAra,7,672,fehlerhaft,high,displaced,19
97763,SapaTa,7,690,zu lesen,high,displaced,53
81842,yAja,7,804,fehlerhaft,high,displaced,1293
51215,prezyakara,7,986,fehlerhaft,high,displaced,-7
88503,vart,7,1046,zu lesen,high,displaced,405
88503,vart,7,1046,st.,medium,displaced,405
51326,plava,7,1121,druckfehler,high,displaced,-194
73770,citraka,7,1320,st.,medium,displaced,3583
92210,viparyAsa,7,1352,zu lesen,high,displaced,-928
93642,visvasfj,7,1464,fehlerhaft,high,displaced,709
38614,nAsA,7,1570,fälschlich,medium,displaced,137
43685,palAy,7,1621,zu lesen,high,displaced,611
43685,palAy,7,1621,st.,medium,displaced,611
70054,kalpa,7,1626,fehlerhaft,high,displaced,1082
88863,vaSA,7,1976,fehlerhaft,high,displaced,300
88549,varD,7,2160,fehlerhaft,high,displaced,2975
97991,Saya,7,2252,fehlerhaft,high,displaced,23
22528,guqa,7,2286,statt,medium,displaced,6926
55050,Buj,7,2308,zu lesen,high,displaced,-491
85996,laB,7,3070,fehlerhaft,high,displaced,-30
88503,vart,7,3077,fehlerhaft,high,displaced,-6
112096,sUci,7,3383,fehlerhaft,high,displaced,-709
112096,sUci,7,3383,fehlerhaft,high,displaced,-709
82614,yODizWira,7,3640,st.,medium,displaced,-9
103162,saMsTa,7,3800,zu lesen,high,displaced,-729
65274,alambuza,7,4065,lies,high,displaced,7
65274,alambuza,7,4065,st.,medium,displaced,7
106241,saMBAvana,7,4230,zu lesen,high,displaced,-9
105692,samAvApa,7,4339,fehlerhaft,high,displaced,1952
102764,saMyuga,7,4724,fehlerhaft,high,displaced,-4
116395,harz,7,4875,zu lesen,high,displaced,-388
88503,vart,7,5406,fehlerhaft,high,displaced,-258
88767,valg,7,5430,zu lesen,high,displaced,-4433
106590,sarp,7,5526,zu lesen,high,displaced,237
116395,harz,7,5988,zu lesen,high,displaced,224
43745,palvala,7,6163,fehlerhaft,high,displaced,-4106
85641,lakzay,7,6262,fehlerhaft,high,displaced,3233
86658,lokatA,7,6519,zu lesen,high,displaced,-2226
86658,lokatA,7,6519,st.,medium,displaced,-2226
54756,BAz,7,6672,fehlerhaft,high,displaced,212
54780,BAs,7,6672,zu lesen,high,displaced,212
117664,hEqimbi,7,6822,fehlerhaft,high,displaced,997
96002,vEvasvata,7,7082,st.,medium,displaced,-2366
54780,BAs,7,7605,zu lesen,high,displaced,-168
54780,BAs,7,7605,st.,medium,displaced,-168
49291,prapAta,7,7963,fälschlich,medium,displaced,177
32146,darS,7,8136,zu lesen,high,displaced,523
102764,saMyuga,7,8816,zu lesen,high,displaced,-34
114959,svan,7,8828,zu schreiben,high,displaced,-128
113928,sTA,7,8922,zu lesen,high,displaced,-291
114658,syad,7,9176,fehlerhaft,high,displaced,-5326
56300,majj,7,9223,fehlerhaft,high,displaced,5
51570,Palgu,8,423,zu lesen,high,displaced,-12
50094,prasahya,8,690,zu lesen,high,displaced,41
46946,pUzAtmaja,8,798,lies,high,displaced,3801
113928,sTA,8,809,zu lesen,high,displaced,-373
98773,SAtrava,8,1523,zu lesen,high,displaced,-59
82848,rakz,8,2115,zu lesen,high,displaced,-13
64234,apAra,8,2381,lies,high,displaced,157
64234,apAra,8,2381,st.,medium,displaced,157
106166,saMprahAra,8,3290,zu lesen,high,displaced,-434
54779,BAs,8,3392,zu lesen,high,displaced,-4
24415,cakzus,8,3443,statt,medium,displaced,-614
90915,vikoSa,8,3514,fälschlich,medium,displaced,1406
88503,vart,8,4009,statt,medium,displaced,444
108179,sAD,8,4034,st.,medium,displaced,384
102169,Svasana,8,4205,zu lesen,high,displaced,-30
102169,Svasana,8,4205,statt,medium,displaced,-30
92786,virasa,8,4327,fehlerhaft,high,displaced,-114
93246,viSAda,8,4407,fehlerhaft,high,displaced,369
108165,sAdi,8,4589,zu schreiben,high,displaced,-83
108059,sAMgrAmika,8,4889,fehlerhaft,high,displaced,9
85117,rUpa,9,722,zu lesen,high,displaced,731
100839,Seza,9,1442,zu schreiben,high,displaced,-1067
111580,suvAsas,9,2003,zu lesen,high,displaced,7
62152,mokza,9,2031,st.,medium,displaced,-571
113425,skand,9,2219,zu lesen,high,displaced,233
49833,pravAha,9,2572,druckfehler,high,displaced,-6
