L,headword_slp1,parvan,verse,marker,confidence,printed_slp1,corrected_slp1,edition_ref,quote
42824,parityajya,13,398,zu lesen,high,uBecEteparityajyetejaScEvatapastaTA,parityA˚,,"183. {%aufzugeben%}: {#uBe cEte parityajye tejaScEva tapastaTA#} 13,398. Es ist wohl {#parityA˚#} zu lesen."
113804,strIpuMsa,13,528,zu schreiben,high,,sa˚,,"s n=""M."">9,25. 101. fgg. YĀJÑ. 3,72. MBH. 13,528. DAŚAK. 65,6. 7. im comp.: {#powA strIpuMsalakzaRA#} (so ist zu schreiben) AK. 2,6,1,15. HĀR. 130. {#sa˚#} adj. (f. {#A#})"
95893,vEyAGrapAda,13,634,fehlerhaft,high,vEyAGrapAda,vEpAGrapadya,,"{#vEyAGrapAda#}¦ MBH. 13,634 fehlerhaft für {#vEpAGrapadya#}."
99828,SI,13,686,fehlerhaft,high,aSeta,Sizye,,"ls>MBH. 5,4248. {#SayIran#} BHĀG. P. 5,14,39. {#aSeta#} MBH. 13,686. {#aSayizwa#} BHĀG. P. 3,20,15. {#SiSye#} (häufig fehlerhaft {#Sizye#}) KAUṢ. UP. 2,14. MBH. 4,826. HARIV. 4771. [Page7-021"
97785,Sabara,13,733,zu lesen,high,karotiBagavAnrUpamAwavyaSabarARyapi,˚SA˚,Bomb,"ab>: {#karoti BagavAnrUpamAwavyaSabarARyapi#} (so ed. Bomb.) MBH. 13,733. es ist vielleicht {#˚SA˚#} zu lesen. — 2〉 m. a〉 pl. N. pr. eines wilden V"
106996,sarvavAdin,13,743,fehlerhaft,high,sarvavAdin,˚vedin,,"{#sarvavAdin#}¦ adj.: Śiva MBH. 13,743. vielleicht fehlerhaft für {#˚vedin#}."
95554,vezw,13,764,fehlerhaft,high,Avezwitakara,Acezwayati,,".#} MBH. 7,1189. {%schliessen%} (die Hand): {#Avezwitakara#} 13,764. — 4〉 {#Avezwayati#} TBR. 1,3,6,1 fehlerhaft für {#Acezwayati#}. — Vgl. {#Avezwa#} fgg. — {#sa"
42384,parama,13,793,zu lesen,high,ko'nyo'stiparamaHSivAt,paramaMduHKaMyat,,"den, {%vorzüglicher, grösser, ärger%}: {#ko 'nyo 'sti paramaH SivAt#} MBH. 13,793. {#kiM nvataH#} (so ist zu lesen) {#paramaM duHKaM yat#} 1,6196. {#yasmAnna paramaM BUtaM vAnarezviha vi"
86767,lokAloka,13,802,zu lesen,high,lokAlokAntarezu,lokAlokayorantarAle,,". {#lokAlokAntakaraRa#} 13,816. {#lokAlokAntarezu#} 802. MĀRK. P. 45,58 (wo wohl {#idaM#} st. {#imaM#} zu lesen ist). 54,2. {#lokAlokayorantarAle#} BHĀG. P. 5,20,34. <div"
101849,Sruti,13,823,zu lesen,high,brUhiyadyastiteSrutiH,katvA,,"ls>. {#brUhi yadyasti te SrutiH#} {%sprich, wenn du es gehört hast%}, MBH. 13,823. {#SrutiM vaco 'nugAM#} (so zu lesen) {#katvA#} so v. a. {%auf die Rede hinhorchend%} WEBER, PRATIJÑĀS. 111."
99255,SiKA,13,862,zu lesen,high,BrukuwI,triSiKAM,Bomb,"amaSiKA, triSiKa#} (adj. {#BrukuwI#} MBH. 8,1354. 13,862 [mit der ed. Bomb. {#triSiKAM#} zu lesen]. HARIV. 10215. {%dreiflammig%} 12292), {#dIpaSiKA#} (in der"
63314,aDyAsa,13,867,fehlerhaft,high,aDyAse,aByAse(aByASe),Bomb,"AṂK._zu_BRAHMAS. S. 12. fgg. — 4〉 {#aDyAse#} MBH. 13,867 fehlerhaft für {#aByAse (aByASe)#}, wie die ed. Bomb. ({#aByASe#}) hat."
103335,sakti,13,871,fehlerhaft,high,sakti,Sakti,,"2. {#sakti#}¦ MBH. 13,871 fehlerhaft für 3. {#Sakti#}."
17467,kuc,13,882,lies,high,kfzRAkuYcitamUrDaja,AkuYcya,,"yaM ku˚#}) {#kawAkzAH#} BHARTṚ. 1,3. {#kfzRAkuYcitamUrDaja#} MBH. 13,882. — caus. {%zusammenziehen, einbiegen, verkürzen%}: {#prasAryAkuYcayetsaMDim#} SUŚR. 2,29,9. {#sirAstvAkuccya#} (lies {#AkuYcya#}) 1,257,2. — Vgl. {#AkuYcana#}. <div n="
90545,vAsa,13,882,zu schreiben,high,kfzRavAsAya,vAsas,,"and, Kleid%} Comm. zu AK. 2,6,3,17. {#kfzRavAsAya#} MBH. 13,882. {#cIravalkalavAsaDfk#} HARIV. 12059. nur scheinbar KATHĀS. 3,71, wo {#vAsasyalaktakam#} zu schreiben ist. Eine aus metrischen Rücksichten für {#vAsas#} eintretende Nebenform. "
113804,strIpuMsa,13,891,zu lesen,high,,,,"#} zu lesen). — 2〉 sg. {%Mann und Weib zugleich%} MBH. 13,891. <ls n=""MB"
51753,banD,13,899,fehlerhaft,high,udbadDamukuwa,udbanDa˚,,"BujaMgamodbadDajawAkalApa#} KUMĀRAS. 3,46. {#udbadDamukuwa#} MBH. 13,899. {#udbadDakeSa#} RAGH. 16,67 fehlerhaft für {#udbanDa˚#} (d. i. {%mit aufgelöstem Haar%}, wie ST."
113456,skanDa,13,907,fehlerhaft,high,skanda,skanda,Bomb,"ls>. — k〉 öfters fehlerhaft für {#skanda#}, z. B. MBH. 13,907 (ed. Bomb. {#skanda#})."
113472,skanDaviSAKa,13,907,fehlerhaft,high,skanDaviSAKa,skanda˚,,"{#skanDaviSAKa#}¦ MBH. 13,907 fehlerhaft für {#skanda˚#}."
115139,svayaMBuva,13,1011,fehlerhaft,high,svayaMBU,svA˚,,"ayaMBuva#}¦ 1〉 adj. = {#svayaMBU#} MBH. 12,12658. 13,1011. R. 6,102,18. — 2〉 m. als Bez. des 1ten Manu ŚKDR. und WILSON fehlerhaft für {#svA˚#}. — 3〉 f. {#A#} {%eine best. Staude%}, = {#DUm"
106775,sarvataHpARipAda,13,1013,zu lesen,high,,˚pAdastvaM,Bomb,"d Füsse habend%} ŚVETĀŚV. UP. 3; 16 = BHAG. 13,13 = MBH. 13,1013 ({#˚pAdastvaM#} mit der ed. Bomb. zu lesen)."
101863,Srutimant,13,1014,fehlerhaft,high,,Srutavant,,"{%Ohren habend%} ŚVETĀŚV. UP. 3,16 = BHAG. 13,13 = MBH. 13,1014 = TATTVAS. 23. — 2〉 (wohl nur fehlerhaft) = {#Srutavant#} {%kenntnissreich, gelehrt%} R. 1,1,10 ({#Dftimant#} ed. Bom"
85736,laGiman,13,1015,zu lesen,high,,samaSnutemelaGimAnamAtmA,Bomb,">P. 5,1,122. VOP. 7,61. 1〉 {%Leichtigkeit%} MBH. 13,1015 ({#mahimA#} st. {#laGimA#} ed. Bomb.). {#laGimnotpatya#} BHĀG. P. 10,44,34. MĀRK. P. 99,54 ({#laGimaguRa˚#} zu lesen.) {#samaSnute me laGimAnamAtmA#} RAGH. 13,37. {%die übernatürliche"
113583,stamba,13,1090,fehlerhaft,high,,stamBa,,"tam#} {%Alles was zwischen%} Brahman {%und dem Grase liegt%} MBH. 13,1090. SĀṂKHYAK. 54. ŚAṂK._zu_BṚH. ĀR. UP. S. 156 ({#stamBa#} fehlerhaft). BHĀG. P. 12,6,67. SARVADARŚANAS. 60,8. {#Abrahmastambaparyantam#} <ls"
105876,samuddeSa,13,1125,zu lesen,high,,kaMcitsa˚,Bomb,"ersetzung, didactische Behandlung, Lehre%} WEBER, JYOT. 109. MBH. 13,1125 ({#kaMcitsa˚#} mit der ed. Bomb. zu lesen). Ind. St. 1,56. Verz. d. Oxf. H. 49,b,23. fg. <ls n=""Verz. d. Oxf. H."""
10888,uttara,13,1143,zu lesen,high,SatAnicadaSottarARi,saptottarARi,,"YĀJÑ. 3,102. {#SatAni ca daSottarARi#} MBH. 1,296. 13,1143. PAÑCAT. 157,24. KATHĀS. 13,40. BRAHMA-P. in LA. 57,15 (wo wohl {#saptottarARi#} zu lesen ist). H. 659. LIA. I, 502, N. 1. ({#paSUnAM triSatI#}) {#aSvaratnottarA"
108182,sADaka,13,1151,zu lesen,high,nakzatra˚,sarvezwa˚,,"1,34. {#saMBArAnyajYasADakAn#} R. 1,11,3. {#nakzatra˚#} MBH. 13,1151. {#saMkalpa˚#} HARIV. 1361 ({#˚sADakaM#} zu lesen). {#sarvezwa˚#} Verz. d. Oxf. H. 99,b,40. {#kArya˚#} MBH. 3,11306."
117902,hlAdana,13,1257,zu lesen,high,,hlAdanaScEva,Bomb,"(wie eben) 1〉 adj. {%erfrischend, erquickend%} MBH. 13,1257 ({#hlAdanaScEva#} mit der ed. Bomb. zu lesen). HARIV. 8724. R. 2,60,15. R. GORR. 1,18,15. SUŚR. 1,246,1"
113665,stu,13,1276,druckfehler,high,,stuhi,,"s>BHAG. 11,21. MBH. 3,13499. 13,1271. 1276. R. GORR. 2,26,14. PAÑCAR. 1,1,7. {#stunvanti#} BHĀG. P. 12,3,1 (PRAŚNOP. 2,4 vielleicht nur Druckfehler). {#stuhi#} MBH. 1,721. 2,1526. BHAṬṬ. 8,92. {#stuTa#"
65826,as,13,1323,fehlerhaft,high,samastu,mamAstu,Bomb,"G. 14,569,4. 10. {#samastu#} MBH. 13,1323 fehlerhaft für {#mamAstu#}, wie die ed. Bomb. liest."
98050,SaraRAkuru,13,1354,fehlerhaft,high,SaraRAkuru,kuSa,,"{#SaraRAkuru#}¦ adj. MBH. 13,1354 als Beiw. von {#kuSa#} vermuthlich fehlerhaft; nach NĪLAK. subst.: {#vAyvAGAtena vA svayaM vA pakvatayA PalAnAmaDaHpa"
53280,brahmakAya,13,1371,zu lesen,high,,loKAH,Bomb,"pl. N. {%einer best. Klasse von Göttern%} MBH. 13,1371 (st. {#lokAH#} ebend. ist mit der ed. Bomb. {#loKAH#} zu lesen)."
101122,SoBana,13,1392,zu schreiben,high,guRapraBAvaSIlenacAritreRaca,Ahava˚,,""">40. {#guRapraBAvaSIlena cAritreRa ca#} {%ausgezeichnet durch%} MBH. 13,1392. {#svarge divyasparSanaSoBane#} Spr. (II) 3255. {#samiti˚#} (so ist zu schreiben) {%ausgezeichnet im Kampfe%} R. 4,18,12. {#Ahava˚#} ({#˚SoBin#} MBH. 3,15788"
57271,manas,13,1393,zu lesen,high,mamApiharatemanaH,cetobudDimanoharEH,,"ab>) RAGH. 4,8. {#mamApi harate manaH#} R. 3,38,18. MBH. 13,1393 (wo {#dfzwEva#} zu lesen ist). Spr. 931. {#cetobudDimanoharEH#} MBH. 3,1787. {#viveSa pratyekaM"
116085,har,13,1393,zu lesen,high,manojahAra,manojahAra,,"ich fortnehmen%}): {#sA tasya dfzwEva#} (so zu lesen) {#mano jahAra#} MBH. 13,1393. R. 3,38,18 (med.). 4"
40858,nezwu,13,1541,druckfehler,high,nezwu,lozwu,,"{#nezwu#}¦ MBH. 13,1541 Druckfehler für {#lozwu#} d. i. {#lozwa#}."
45644,pukkaSa,13,1552,zu lesen,high,puzkaSa,pukkasAnAYca,,"144. 208. {#puzkaSa#} HĀR. 27) MBH. 13,1552 (wo {#pukkasAnAYca#} zu lesen ist). 2586. 6705. BHĀG. P. 2,4,18. <"
93713,viz,13,1580,lies,high,,parivizya˚,Bomb,"ntrahInaM kriyAhInaM yacCrAdDaM parivizyate#} (so ed. Bomb.) MBH. 13,1580. fg. {#arDasidDaM pariviSyamARam#} (lies {#parivizya˚#}) MĀRK. P. 51,33. {#parivekzyamARaM vilokyABakzyam#} BHĀG. P."
39601,niryAtaka,13,1590,zu lesen,high,mfta˚,mfta˚,,"träger%} M. 3,166 (v. l. {#˚nirhAraka#}). {#mfta˚#} MBH. 13,1590. {#sUta˚#} (wofür gewiss {#mfta˚#} zu lesen ist) MĀRK. P. 35,35."
79809,bawu,13,1625,fehlerhaft,high,,bahu,,">TRIK. 2,7,1. — MBH. 1,7038. 7048. 13,1625. HARIV. 14235 (die neuere Ausg. fehlerhaft {#bahu#}). 14250. KUMĀRAS. 5,83. KATHĀS. 12,54. fg."
113928,sTA,13,1660,zu lesen,high,DarmakAryezucotTitAH,Ahave,,"r Hand seiend%} KĀM. NĪTIS. 18,66. {#DarmakAryezu cotTitAH#} MBH. 13,1660. {#karmaRi#} (so ist zu lesen) R. 5,33,30. {#Ahave#} 3,32,1. {#dame satye Darme ca satatotTita"
65300,alolupa,13,1705,lies,high,a—loluBa,,,"= {#a — loluBa#}) lies {%frei von allen Begierden%} und vgl. MBH. 13,1705. die Sonne <ls n=""MB"
18692,kfttikA,13,1708,zu lesen,high,,mUlakfttikAn,,"ttikANgArake#} {%zur Zeit der Vereinigung des Mars mit den Plejaden%} 13,1708. {#mUlakfttikAn#} (so ist wohl zu lesen) VET. 16,18. Im sg.: {#tridivaM kfttikA gatA . nakzatraM saptaSIrzABaM"
49264,prapatana,13,1715,zu lesen,high,apAMprapatanAsevI,jala˚,,"8,222. {#vidyut˚#} HARIV. 3664. {#apAM prapatanAsevI#} MBH. 13,1715. st. {#marutprapatanaM#} MĀRK. P. 40,3 ist wohl {#marupra˚#} {%das Sichhinabwerfen von einem Felsen%} zu lesen. {#jala˚#} YĀJÑ. 3,154. — [Page4-1030] — 3〉 {%ein jäher Felse"
49605,prayAga,13,1723,zu lesen,high,,prayAgetu,,"BH. 1,2097. 3,8212. 8218. 13,1723. fg. (wo {#prayAge tu#} zu lesen ist). 7649. HARIV. 1371. R. 2,54,5. <ls n=""R. 2,5"
62586,agni,13,1729,lies,high,agneHpuram,AvasaTya,,"lies {#AvasaTya#}. {#agneH puram#} N. eines Wallfahrtsortes MBH. 13,1729."
45045,piNga,13,1741,zu lesen,high,piNgAyAYcASrame,piNgAyAScASrame,,"is>Durgā H. an. MED. Statt {#piNgAyAYcASrame#} MBH. 13,1741 ist wohl {#piNgAyAScASrame#} zu lesen, wobei es aber doch zweifelhaft bleibt, ob Durgā oder eine best. fromme"
105781,samIkza,13,1752,fehlerhaft,high,AtmavidyA,samIhA,,"{#AtmavidyA#} Comm.). — d〉 MBH. 3,8247 = 13,1752 fehlerhaft für {#samIhA#}; nach NĪLAK. = {#darSanecCA#}. — Vgl. {#tattv"
38843,nitamBU,13,1765,fehlerhaft,high,nitamBU,nityaMBU,,"{#nitamBU#}¦ m. N. pr. eines Mannes MBH. 13,1765. Viell. fehlerhaft für {#nityaMBU#}."
36831,DU,13,1800,lies,high,tUlaMdvijottama.taTAgaNgAvagAQasyasarvapApaMpraDUyate,yaTA,,"TA#}) {#tUlaM dvijottama . taTA gaNgAvagAQasya sarvapApaM praDUyate#} MBH. 13,180"
13166,fzItata,13,1851,zu lesen,high,fzizwuta,,,"von einem Flusse R. 3,78,31. Oder ist etwa {#fzizwuta#} wie MBH. 13,1851 zu lesen?"
99505,Silatari,13,1860,fehlerhaft,high,Silatari,Silarati,Bomb,"{#Silatari#}¦ MBH. 13,1860 fehlerhaft für {#Silarati#}, wie die ed. Bomb. liest."
54690,BAva,13,1878,zu lesen,high,,,,apakarzati#}) so <a
33916,duz,13,1880,zu lesen,high,mAtAmeyenadUzitA,kanyAtvedUzite,,"#} M. 8,364. 368. {#mAtA me yena dUzitA#} MBH. 13,1880. HARIV. 9995. BHĀG. P. 1,33,22. {#adUzitA#} HARIV. 8544. TRIK. 2,6,1 (wo so st. {#aBUzitA#} zu lesen ist). {#kanyAtve dUzite#} MBH. 1,2406. {#adUzitakOmArA#} KATHĀS. 26,180"
29994,tud,13,1926,lies,high,duHKArtaMmftaMmArayasecamAm,nudati,,"iM mAM tudasi#} (uneig.) {#duHKArtaM mftaM mArayase ca mAm#} MBH. 13,1926. {#BAvo BAvaM tudati#} (lies: {#nudati#} mit der v. l.) MĀLAV. 29. — Vgl. {#tard"
87645,vatsya,13,1951,fehlerhaft,high,vatsya,vatsa,Bomb,"{#vatsya#}¦ MBH. 13,1951 fehlerhaft für {#vatsa#}, wie die ed. Bomb. liest."
109138,sic,13,1952,fehlerhaft,high,vyazicyata,'Byazicyata,Bomb,"#} {%vergossen%}: Samen ŚAT. BR. 11,5,4,16. — {#vyazicyata#} MBH. 13,1952 fehlerhaft für {#'Byazicyata#}, wie die ed. Bomb. liest. — intens. {#visesicyate#}"
67877,udAyuDa,13,1979,zu lesen,high,udAyuDa,udAyuDAH,Bomb,"{#udAyuDa#}¦ streiche {%wobei die Waffen erhoben sind%}, da MBH. 13,1979 mit [Page5-1173] der ed. Bomb. {#udAyuDAH#} zu lesen ist; vgl. noch 5,5959. KATHĀS. 68,43."
23656,graB,13,1998,fehlerhaft,high,SakrastvamitiyodEtyErnirgfhItaHkilABavat,nigfhItaH,,"#nis#} in der Stelle: {#Sakrastvamiti yo dEtyErnirgfhItaH kilABavat#} MBH. 13,1998 fehlerhaft für {#nigfhItaH#}. — Vgl. {#nirgrAhya#}. — {#pari#} 1〉 {%a"
110088,sucetas,13,2000,fehlerhaft,high,,sutejas,,"x> N. pr. a〉 eines Sohnes des Gṛtsamada MBH. 13,2000. entweder dieses oder das folgende {#sutejas#} fehlerhaft. — b〉 eines Sohnes des Pracetas HARIV. 1841."
110214,sutejas,13,2000,fehlerhaft,high,,sucetas,,"2〉 m. N. pr. eines Sohnes des Gṛtsamada MBH. 13,2000. entweder dieses oder das vorangehende {#sucetas#} fehlerhaft. — b〉 des 10ten Arhantʼs der vergangenen Utsarpiṇī H. 51"
47664,prakASa,13,2002,zu schreiben,high,,,,"> eines Brahmanen, eines Sohnes des Tamas ({%Fins"
113497,skAnda,13,2013,fehlerhaft,high,skanda,skanda,Bomb,">— 3〉 m. fehlerhaft für {#skanda#} (so ed. Bomb.) MBH. 13,2013."
90791,vikatTana,13,2016,zu lesen,high,a˚,'vi˚,Bomb,"3,4,28. {#a˚#} MBH. 12,3010. 13,100. 2016 ({#'vi˚#} mit der ed. Bomb. zu lesen). RAGH. 14,73. Spr. 1919. 3137. SĀH. D. 66."
116719,hA,13,2028,zu lesen,high,nopahIyate,nopahIyate,,") {#kftyezu vartate#} (wohl {#varDate#} zu lesen) {#nopahIyate#} MBH. 13,2028. — {#ni#} pass. {%den Kürzern z"
41223,pakzahara,13,2059,fehlerhaft,high,pakzaDara,pakzaDara,,"{#pakzahara#}¦ viell. fehlerhaft für {#pakzaDara#} {%Vogel%} MBH. 13,2059."
15726,kalinda,13,2104,druckfehler,high,,kulinda,,"iv n=""2"">— d〉 m. pl. N. pr. eines Volkes MBH. 13,2104. Wohl nur Druckfehler für {#kulinda#}. — 2〉 f. {#kalindI#} ein Beiname des Flusses Ya"
93196,viS,13,2115,zu lesen,high,,praviSedindriyARica,,"aBuYjate#} {%inʼs Haus hineinlassen%} so v. a. {%bewirthen%} MBH. 13,2115. fg. {#yo 'nyasmin SarIre yogayuktitaH . antaHkaraRamAveSya#} (so ist st. {#AviSya#} zu lesen) {#praviSedindriyARi ca#} (die beiden acc. von {#AveSya#} abhängig) {%hi"
116342,haris,13,2119,fehlerhaft,high,haris,havis,Bomb,"{#haris#}¦ MBH. 13,2119 fehlerhaft für {#havis#} (so ed. Bomb.)."
116521,havis,13,2119,zu lesen,high,,havizA,Bomb,"BH. 1,667. 6656. 3,14127. 13,2119 ({#havizA#} mit der ed. Bomb. zu lesen). R. 1,5,15. 8,27. 2,61,17. 114"
106410,sar,13,2142,zu lesen,high,brAhmaRaHprasftAgraBuk,prasftAgrapradAyin,Bomb,"ÑCAR. 3,14,17. {#brAhmaRaH prasftAgraBuk#} MBH. 5,2887. 13,2142 ({#atiTiH#} wie in der folgenden Stelle mit der ed. Bomb. zu lesen). 3221. {#prasftAgrapradAyin#} 4740; vgl."
106410,sar,13,2150,fehlerhaft,high,agraBojyAHprasUtInAm,praSrita,,"} 4740; vgl. {#agraBojyAH prasUtInAm#} 2150. — h〉 fehlerhaft für {#praSrita#} (s. auch u. {#Sri#} mit {#pra#}) {%anspruchlos, besche"
64534,aBilaNGana,13,2194,fehlerhaft,high,SAstrABi˚,atilaNGana,,"{#aBilaNGana#}¦ {%das Uebertreten, Zuwiderhandeln%}: {#SAstrABi˚#} MBH. 13,2194. Wohl fehlerhaft für {#atilaNGana#}."
41759,paRqitamAnin,13,2195,zu lesen,high,,paRqita˚,,"3, Sch. MBH. 3,13041. 4,113. 13,2195. R. 3,55,20. 6,7,18. st. {#manditamAnini#} R. GORR. 2,7,3 ist {#paRqita˚#} zu lesen."
82848,rakz,13,2221,zu lesen,high,,paSUn,Bomb,". 4183. M. 9,6. 9. MBH. 13,2221 (wo {#rakzyante#} mit der ed. Bomb. zu lesen ist). {#paSUn#} {%das Vieh hüten%} M. 9,328. MBH. 1,698 (med.)"
53763,Baga,13,2328,zu lesen,high,,BagANka,Bomb,"340,19. MBH. 13,818. fg. 825. fg. 2328 (wo mit der ed. Bomb. {#BagANka#} zu lesen ist). HARIV. 7593. Spr. 803 (wo ohne Zweifel {#BagANko#} zu lesen ist)."
53763,Baga,13,2328,zu lesen,high,,tadAmuKaBagAScEvaBavizyantistriyo'parAH,Bomb,"340,19. MBH. 13,818. fg. 825. fg. 2328 (wo mit der ed. Bomb. {#BagANka#} zu lesen ist). HARIV. 7593. Spr. 803 (wo ohne Zweifel {#BagANko#} zu lesen ist). {#tadA muKaBagAScEva Bavizyanti striyo 'parAH#} HARIV. 11178. Am Ende eine"
65827,as,13,2430,lies,high,dUrakziptAH,paryudastAH,,ausschliessen%} ({#paryudastAH#} = {#dUrakziptAH#} Schol.). MB
81827,yAc,13,2438,fehlerhaft,high,yAcayantiparasparam,yAcitvA,,"Acat#} P. 7,4,2. {%werben lassen%}: {#yAcayanti parasparam#} MBH. 13,2438. {#yAcayitvA#} PAÑCAT. 25,15 fehlerhaft für {#yAcitvA#}. — desid. {#yiyAcizate#}; vgl. oben <ab n=""u"
32585,dAyAdya,13,2522,lies,high,strIRAMtupatidAyAdyam,dAyAdyaM,,". {#pitf˚#} R. GORR. 44,15"
36186,Dar,13,2567,lies,high,,˚DArya,,"rmArTO saMpraDArya#} MBH. 5,3436. 12,9027. 13,2567 (lies {#˚DArya#}). R. 3,39,2. 4,8,29. 16,50. <ls n="
26483,jan,13,2581,zu lesen,high,bAhyAnAmanujAyantesEraMDryAMmAgaDezuca,,,nde Stelle aufzufassen: {#bAhyAnAmanujAyante sEraMDryAM mAgaDe
66734,Ayogava,13,2587,lies,high,,,,"¦ 2〉 vgl. MBH. 13,2574. 2582. 2587. Z. 4 lies 20,1,38 st. 22,1,38."
113179,sOpAka,13,2589,zu lesen,high,sOpAka,pARqu˚,Bomb,"{#sOpAka#}¦ m. {%eine best. Mischlingskaste%} MBH. 13,2589 ({#sOpAkaSca˚#} mit der ed. Bomb. zu lesen). {#pARqu˚#} 2588. — Vgl. {#sopAka#}."
31803,datta,13,2616,zu lesen,high,putrO,putrO,,"Sohn%} M. 9,159. {#dattakrItO#} (so ist zu lesen) {#putrO#} MBH. 13,2616. Häufig am Ende eines Personennamens, namentlich von <is"
68220,upaDvaMsaja,13,2617,fehlerhaft,high,upaDvaMsaja,apaDvaMsaja,Bomb,"{#upaDvaMsaja#}¦ MBH. 13,2617. fgg. fehlerhaft für {#apaDvaMsaja#} (s. u. {#apaDvaMsa#}), wie die ed. Bomb. liest."
100488,Sulka,13,2624,fehlerhaft,high,Sukra,Sukra,,"s>. MĀRK. P. 16,25. — 5〉 fehlerhaft für {#Sukra#} MBH. 13,2624. für {#Sukla#} 4935. <div n=""v"""
42833,paritrAsa,13,2662,zu lesen,high,alpAbADaparitrAsAdBavantinirupadravAH,˚paritrAsAjjA˚,,"%}: {#alpAbADaparitrAsAdBavanti nirupadravAH#} MBH. 3,12640. 13,2662 (wo {#˚paritrAsAjjA˚#} zu lesen ist). R. GORR. 2,67,11. MṚCCH. 98,8. Am Ende eines adj. comp."
105019,saptapada,13,2702,fehlerhaft,high,saptapadaMmitram,sAptapadaM,Bomb,"ls>TS. 3,3,10,2. {#saptapadaM mitram#} MBH. 3,15439 und 13,2702 fehlerhaft für {#sAptapadaM#} (so ed. Bomb. an beiden Stellen) {#mEtram#} (so ed. Bomb."
104890,sap,13,2744,fehlerhaft,high,saptum,svaptum,Bomb,"ṚV. 1,"">67,8. {#f\ta\pA#} 2,11,12. — {#saptum#} MBH. 13,2744 fehlerhaft für {#svaptum#}, wie die ed. Bomb. liest. — Vgl. {#sAp#} in"
86635,lok,13,2752,zu lesen,high,saH,nAvalokayat,Bomb,"mAsa rAkzasaM BuNkta eva#} [Page6-0576] {#saH#} MBH. 1,6281. 13,2752 ({#nAvalokayat#} mit der ed. Bomb. zu lesen). R. 2,55,25. 3,39,11. 16. <ls n=""R. 3,39,"
90853,vikAra,13,2761,zu lesen,high,nacatOcakratuHkaMcidvikAram,,,"1,20. {#na ca tO cakratuH kaMcidvikAram#} (so ist wohl zu lesen) MBH. 13,2761. 2802. 3,2920. <ls n=""MBH."
55847,Bogya,13,2772,fehlerhaft,high,Bojya,Bojya,,". 1,428, N.). Bisweilen fehlerhaft für {#Bojya#}, z. B. MBH. 13,2772. fg. 14,1852; die <"
97017,Saka,13,2835,fehlerhaft,high,Sala,Suka,Bomb,"füssiges Thier%} (v. l. {#Sala#}) PAÑCAR. 1,7,28. — MBH. 13,2835 fehlerhaft für {#Suka#}, wie die ed. Bomb. liest."
39093,niyama,13,2880,zu lesen,high,,kaMcidA˚,,"yamaDArin#} MBH. 13,1585. 2736 (wo wie 2880 {#kaMcidA˚#} zu lesen ist). BRĀHMAṆ. 2,54. SUND. 2,16. {#sAvitre niyame pUrRe#} HARIV. 56"
88503,vart,13,2900,fehlerhaft,high,ati,ati,,ARIV. 4152 ({#ati#} die neuere <a
67140,i,13,2980,zu lesen,high,sampretya,prati,Bomb,"— {#saMpra#} scheinbar in {#sampretya#} {%jenseits, im andern Leben%} MBH. 13,2980; es ist aber mit der ed. Bomb. {#sa pretya#} zu lesen. — {#prati#} 1〉 {#taTA tErupayAtESca pratiyadBiSca#} (so die ed. Bomb.</ls"
88526,vartin,13,3033,lies,high,a˚,puro˚,,"sura˚#} MBH. 15,5867. {#a˚#} {%sich ungebührlich betragend%} 13,3033. — Vgl. {#ucCAstra˚, kaRWa˚, guRa˚, guru˚, cakra˚, dUra˚, pArSva˚#} (auch BHĀG. P. 4,29,69), {#pitf˚#} (lies {%gegen den Vater nach Gebühr sich benehmend%}), {#puro˚#} (au"
97899,Sam,13,3038,zu lesen,high,tejAMsicatamAMsica,davAgniH,,",168. {#tejaH#} 9,321. {#tejAMsi ca tamAMsi ca#} MBH. 13,3038. {#agnimArutO#} HARIV. 95 (med.). 13954 ({#SAmyamAne tu samare pAvake#} mit der neueren Ausg. zu lesen). {#davAgniH#} RAGH. 2,14. {#kopAgniH#} Spr. (II) 3422 (med.)."
67958,udDaraRa,13,3057,zu lesen,high,,sodDaraRAgfhAn,,"Seinigen nach Hause mitgiebt, nachdem man ihn selbst gespeist hat%}, MBH. 13,3057 (wo wohl {#sodDaraRA gfhAn#} zu lesen ist). {#svAminyAgate dAsyAmIti yAcamAneByo bAlakeBya ASApradarSanamudDaraRam#} NĪLAK."
97001,SaMs,13,3139,fehlerhaft,high,kftyAnAmaDiSastAnAmarizwaSamanaMmahat,aBiSasta,,"{%verrufen, gefürchtet%}: {#kftyAnAmaDiSastAnAmarizwaSamanaM mahat#} <ls"
96042,vESya,13,3140,fehlerhaft,high,vESyAnarI,vESvAnarI,Bomb,". 9,1652. 15,435. — {#vESyAnarI#} 13,3140 fehlerhaft für {#vESvAnarI#}, wie die ed. Bomb. liest. — b〉 N. pr. eine"
106590,sarp,13,3186,zu lesen,high,yaTApsupatitaHSakratElabindurvisarpati,vizAgnivat—SokajvaraH,,"} MBH. 8,2385. {#yaTApsu patitaH Sakra tElabindurvisarpati#} 13,3186. {#DUmasaMGAtaH#} HARIV. 11823. {#SUdrAH#} 11824. {#navaparimalaganDaH#} (so zu lesen) Spr. (II) 3413. {#vizAgnivat — SokajvaraH#} 6231. {#mano"
